;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1986.0;51.0;;-20.0;;-26.0;2.0;716.0;;;;;;;;;;;;;51.0;2.0;;;;49.0;51.0;0.0;0.0;7.0;-39.03;;;-50.66;-29.0;4.69;0.0;0.0;716.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987.0;109.0;32.0;-11.0;16.0;-6.0;-22.0;716.0;102.0;330.0;104.0;292.0;38.0;;;;;;;29.1;109.0;2.0;;;;107.0;109.0;0.0;0.0;15.0;-10.36;14.78;-22.0;-5.55;-4.0;-20.59;-0.03;-0.03;716.0;;23.0;;23.0;47.0;12.0;20.0;;;;2.0;;;226.0;227.0;;;;;;104.0;183.0;;1.0;4.0;188.0;;;;;32.0;-44.0;50.0;330.0;;330.0;;-22.0;15.0;;;;;;;;8.0;;;;;;;;;;;;;;;1.15;;;;;;;;;;;;;;;;;;;;;;;;;
1988.0;259.0;123.0;129.0;96.0;69.0;56.0;716.0;118.0;383.0;128.0;323.0;60.0;;;;;;;47.47;259.0;3.0;;;;255.0;259.0;1.0;26.0;27.0;50.0;37.0;-26.0;26.85;21.0;21.52;0.08;0.08;716.0;;23.0;;23.0;56.0;14.0;25.0;;;;2.0;;;264.0;265.0;;;;;;128.0;190.0;;1.0;4.0;195.0;;;;;54.0;-51.0;57.0;383.0;;383.0;;56.0;27.0;;;;;;;;-82.0;;;;;;;;;;;;;;;1.25;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;405.0;187.0;194.0;152.0;142.0;105.0;716.0;140.0;491.0;184.0;187.0;304.0;;;;;;;46.12;405.0;7.0;;;;398.0;405.0;9.0;18.0;34.0;48.07;37.62;-10.0;35.2;38.0;25.85;0.15;0.15;716.0;;25.0;;25.0;62.0;7.0;45.0;338.0;;;1.0;11.0;25.0;-23.0;352.0;;57.0;;;;127.0;2.0;;0.0;0.0;3.0;;;;84.0;77.0;-78.0;221.0;491.0;;491.0;;105.0;34.0;;;;;;;;-139.0;;;;;;;;;;;;;;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;666.0;423.0;326.0;271.0;271.0;195.0;716.0;178.0;746.0;301.0;303.0;442.0;;;;;;;63.43;666.0;18.0;;;;649.0;666.0;5.0;1.0;55.0;48.95;40.61;-0.0;40.61;76.0;29.21;0.27;0.27;716.0;;10.0;;10.0;102.0;11.0;55.0;546.0;;;1.0;7.0;10.0;4.0;567.0;;86.0;6.0;;;209.0;;;0.0;2.0;2.0;;;;82.0;221.0;-77.0;216.0;746.0;0.0;746.0;;195.0;55.0;;;;;;;;-249.0;;;;;;;;;;;;;;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;939.0;520.0;579.0;431.0;428.0;355.0;716.0;313.0;1077.0;342.0;345.0;731.0;232.0;-183.0;1.0;50.0;-28.0;;55.45;939.0;40.0;;;;898.0;939.0;6.0;2.0;89.0;61.64;45.96;-4.0;45.57;133.0;37.83;0.5;0.5;716.0;;68.0;;68.0;146.0;4.0;96.0;728.0;;;1.0;18.0;68.0;-51.0;763.0;;51.0;13.0;;;278.0;1.0;;0.0;2.0;3.0;6.0;;;87.0;496.0;-214.0;362.0;1077.0;;1077.0;;355.0;89.0;;;-128.0;;-1.0;;;-83.0;-260.0;85.0;-9.0;;1.0;;;;;1.0;;55.0;5.0;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;1017.0;;581.0;458.0;472.0;320.0;718.0;380.0;1142.0;348.0;356.0;786.0;257.0;-224.0;31.0;65.0;150.0;;;559.0;17.0;;;;542.0;559.0;17.0;2.0;106.0;57.06;45.02;14.0;46.43;152.0;31.48;0.45;0.45;718.0;;139.0;;139.0;;2.0;238.0;714.0;;;0.0;11.0;139.0;-102.0;762.0;;29.0;20.0;;;299.0;7.0;;0.0;1.0;8.0;16.0;;;87.0;526.0;;173.0;1142.0;-0.0;1142.0;;320.0;106.0;;;10.0;;2.0;;;-178.0;-107.0;3.0;-103.0;0.0;-16.0;;26.0;;;6.0;;119.0;55.0;;1.24;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;998.0;710.0;590.0;462.0;485.0;333.0;719.0;460.0;1306.0;357.0;410.0;896.0;398.0;-309.0;1.0;91.0;188.0;;71.14;536.0;22.0;;;;514.0;536.0;24.0;2.0;104.0;59.11;46.3;23.0;48.56;151.0;33.39;0.46;0.46;719.0;;196.0;40.0;236.0;222.0;5.0;-3.0;676.0;;;100.0;18.0;196.0;-143.0;846.0;;49.0;2.0;;;306.0;6.0;;1.0;47.0;53.0;;;;75.0;668.0;-366.0;519.0;1306.0;0.0;1306.0;;333.0;104.0;;;4.0;;-1.0;;;-42.0;-211.0;2.0;-71.0;;-29.0;-0.0;1.0;;;-0.0;;194.0;103.0;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;1262.0;813.0;658.0;501.0;539.0;364.0;721.0;496.0;1564.0;475.0;528.0;1035.0;356.0;-409.0;4.0;-49.0;114.0;;64.43;782.0;25.0;;;;757.0;782.0;18.0;1.0;119.0;52.17;39.69;38.0;42.72;175.0;28.81;0.5;0.5;721.0;;163.0;25.0;189.0;289.0;18.0;1.0;791.0;;;98.0;79.0;163.0;-64.0;1068.0;;64.0;21.0;;;390.0;3.0;;1.0;49.0;53.0;;;;75.0;751.0;-483.0;692.0;1563.0;1.0;1564.0;;364.0;119.0;;;-38.0;;-12.0;;;-88.0;-241.0;-51.0;-48.0;;-68.0;-3.0;6.0;;-108.0;108.0;;142.0;192.0;;1.15;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;1873.0;1071.0;757.0;574.0;603.0;386.0;726.0;500.0;2290.0;719.0;961.0;1328.0;339.0;-756.0;230.0;-188.0;33.0;;57.2;1279.0;33.0;;;;1246.0;1279.0;26.0;5.0;150.0;40.43;30.66;29.0;32.2;217.0;20.6;0.53;0.53;726.0;;26.0;;26.0;457.0;20.0;-2.0;1049.0;;;102.0;239.0;26.0;374.0;1790.0;;87.0;58.0;;;573.0;227.0;;5.0;9.0;242.0;484.0;;;248.0;1011.0;-673.0;743.0;2289.0;1.0;2290.0;;386.0;150.0;;;-123.0;;-1.0;;;-74.0;-305.0;-2.0;-279.0;;-170.0;;5.0;;-143.0;367.0;;-32.0;156.0;;1.33;;;;;;;;;;;;;;;;;;;;;;;;;
