;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1986.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987.0;30087.0;9003.0;1998.0;1139.0;427.0;308.0;1095.0;;;;;;;;;;;21084.0;29.92;7864.0;;;;;7864.0;28949.0;;;1571.0;6.64;3.78;-712.0;1.42;119.0;1.02;0.13;0.13;1095.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988.0;28065.0;8300.0;1810.0;1057.0;424.0;266.0;1095.0;;;;;;;;;;;19764.0;29.58;7243.0;;;;;7243.0;27007.0;;;1386.0;6.45;3.77;-633.0;1.51;158.0;0.95;0.14;0.14;1095.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989.0;30113.0;9071.0;2496.0;892.0;691.0;417.0;1095.0;;;;;;;;;;;21042.0;30.12;8179.0;;;;;8179.0;29220.0;;;1805.0;8.29;2.96;-201.0;2.29;274.0;1.38;0.11;0.11;1095.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1990.0;32993.0;10656.0;-158.0;1246.0;-2474.0;-2678.0;1176.0;;;;;;;;;;;22337.0;32.3;9410.0;;;;;9410.0;31747.0;;;2316.0;-0.48;3.78;-3720.0;-7.5;204.0;-8.12;-0.61;-0.61;1176.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991.0;33343.0;10600.0;2876.0;1704.0;829.0;703.0;1370.0;;;;;;1998.0;-1283.0;-1027.0;-1027.0;-53.0;22742.0;31.79;8897.0;;;;;8897.0;31639.0;;;1918.0;8.63;5.11;-875.0;2.49;255.0;2.11;0.13;0.13;1370.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;703.0;1918.0;;;1037.0;;;;;-1661.0;-2050.0;;;;768.0;;;;;-1027.0;-30.0;;1474.0;;1.34;;;;;;;;;;;;;;;;;;;;;;;;;
1992.0;32074.0;10498.0;1503.0;1177.0;-444.0;-493.0;1370.0;;;;;;1990.0;-1918.0;-338.0;-338.0;-472.0;21576.0;32.73;9321.0;;;;;9321.0;30897.0;;;1947.0;4.69;3.67;-1621.0;-1.38;49.0;-1.54;-0.11;-0.11;1370.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-493.0;1947.0;;;373.0;;;;;163.0;-2462.0;;;;544.0;;36.0;;;-374.0;;;1175.0;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
1993.0;30207.0;9737.0;2830.0;1212.0;1186.0;1009.0;1265.0;;;;;;2944.0;451.0;-3063.0;-3063.0;1526.0;20470.0;32.23;8525.0;;;;;8525.0;28995.0;;;1645.0;9.37;4.01;-26.0;3.93;177.0;3.34;0.22;0.22;1265.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1009.0;1645.0;;;1165.0;;;;;-874.0;-1419.0;;;;1870.0;;308.0;;;-3371.0;9.0;;851.0;;1.11;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;35146.0;11489.0;3432.0;2012.0;1569.0;1225.0;1340.0;;;;;;2899.0;-1798.0;-758.0;-758.0;684.0;23657.0;32.69;9477.0;;;;;9477.0;33134.0;;;1862.0;9.76;5.72;-443.0;4.47;345.0;3.48;0.25;0.25;1340.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1225.0;1862.0;;;-277.0;;;;;88.0;-2214.0;;;;416.0;;80.0;;-95.0;-743.0;-53.0;;1338.0;;1.23;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;39974.0;12099.0;3752.0;2188.0;1953.0;1648.0;1370.0;;;;;;1552.0;-2580.0;1003.0;1003.0;-1486.0;27875.0;30.27;9911.0;;;;;9911.0;37786.0;;;1816.0;9.39;5.47;-236.0;4.89;288.0;4.12;0.32;0.31;1370.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1648.0;1816.0;;;-1435.0;;;;;-477.0;-3038.0;;;;458.0;;6.0;;-261.0;1258.0;-76.0;;1751.0;;1.28;;;;;;;;;;;;;;;;;;;;;;;;;
