;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
2011.0;3205220.0;;1562023.0;;1120992.0;557690.0;7065.0;113400497.0;164024407.0;18820220.0;154948614.0;6613506.0;17918640.0;-13657035.0;-440258.0;3560071.0;17582046.0;;;;;1360188.0;1311856.0;48332.0;521538.0;;2067486.0;373858.0;196390.0;48.73;;;34.97;434084.0;17.4;80.97;80.96;6972.0;;11341559.0;36634232.0;47975790.0;1434156.0;;63990550.0;1249355.0;443965.0;481110.0;925075.0;48449481.0;;;50623910.0;214648317.0;3032563.0;15787657.0;59432.0;;;9534156.0;207644.0;30921.0;;9772721.0;145901115.0;78096.0;;2809917.0;2372634.0;337473.0;1093483.0;161562120.0;2462287.0;164024407.0;;557690.0;196390.0;;;16195915.0;;;;5804563.0;968645.0;-336594.0;99485.0;-79960043.0;66530694.0;-112744.0;-483645.0;;-57385.0;-183424.0;284195.0;-261276.0;10304609.0;6744538.0;;1.2;382.5;66.55;2098.2;21.89;40.17;789.24;6972.0;0.1;0.0;357.7;2666794.0;;163400.0;464007.0;38.7;17.4;78692301.0;7932570.0;5502543.0;0.6;0.8;8.4;67.1;1.4;1.202
2012.0;3162207.0;;1561031.0;;1109557.0;416969.0;7070.0;115625485.0;171256620.0;17270571.0;162064081.0;6717107.0;1594592.0;-2984025.0;-368408.0;-1832292.0;1315349.0;;;;;1451230.0;1400584.0;50646.0;-343191.0;;2064541.0;378584.0;208772.0;49.37;;;35.09;556707.0;13.19;88.53;88.53;7070.0;;9717833.0;38683731.0;48401564.0;1725370.0;;65498551.0;1261427.0;512045.0;573340.0;1085384.0;53284324.0;;;55631135.0;226887754.0;3653496.0;13617075.0;74582.0;;;10446705.0;204157.0;83688.0;;10734550.0;155528060.0;65535.0;;2822074.0;2610590.0;527716.0;756726.0;168781188.0;2475431.0;171256620.0;;416969.0;208772.0;;;-44445.0;;;;2389689.0;1013298.0;-279243.0;-56864.0;-59548724.0;56864156.0;-85679.0;-494184.0;;-385223.0;-171314.0;682313.0;-74452.0;8516899.0;10349191.0;;1.21;370.52;48.86;154.12;20.07;32.72;787.05;7070.0;0.1;0.0;315.6;2619673.0;;172953.0;345430.0;50.2;13.2;81480336.0;8654382.0;5564665.0;0.4;0.8;6.2;58.9;42.3;1.207
2013.0;2881521.0;;1470605.0;;1024450.0;607864.0;6928.0;109511440.0;157036197.0;11317480.0;147760246.0;7043486.0;2101899.0;1910183.0;-784990.0;3889629.0;1683336.0;;;;;1354075.0;1302108.0;51967.0;80592.0;;1830992.0;360231.0;210953.0;51.04;;;35.55;291557.0;21.1;124.45;124.34;6928.0;;12524970.0;31711465.0;44236435.0;1770737.0;;63504267.0;1865232.0;457737.0;500626.0;958363.0;44701163.0;;;47524758.0;204560955.0;2179736.0;9137744.0;219603.0;;;9445521.0;175199.0;113805.0;;9734524.0;146177290.0;103929.0;;2480508.0;2754466.0;1134849.0;673663.0;154803731.0;2232466.0;157036197.0;;607864.0;210953.0;;;1970274.0;;;;8275276.0;-687192.0;-418563.0;-1007.0;-52795259.0;54985303.0;27279.0;-685403.0;213.0;-13263.0;-143450.0;56912.0;662537.0;11375695.0;7486066.0;;1.06;392.04;82.7;229.02;19.52;56.95;958.28;6928.0;0.1;0.0;215.4;2715854.0;;198825.0;572916.0;28.5;21.1;92548501.0;8902470.0;6638535.0;0.6;0.8;8.6;76.4;9.3;1.061
2014.0;2963117.0;;1665958.0;;1265167.0;742303.0;6834.0;123735351.0;153635123.0;12680597.0;144512687.0;7445474.0;6765005.0;14408969.0;-1005481.0;20802292.0;6193014.0;;;;;1316586.0;1261578.0;55008.0;;;1660223.0;310447.0;212211.0;56.22;;;42.7;400997.0;25.05;108.67;108.61;6831.0;;32165970.0;16974467.0;49140437.0;1525037.0;;73069876.0;2013649.0;438306.0;487430.0;925736.0;26960388.0;;;29899772.0;183534896.0;2146847.0;10533751.0;91615.0;;;10140906.0;160618.0;144565.0;;10446089.0;142278178.0;90683.0;;2264486.0;3016914.0;1498256.0;665819.0;151958161.0;1676962.0;153635123.0;;742303.0;212211.0;;;6290671.0;;;;6654355.0;-480181.0;-571990.0;36419.0;-18108902.0;32899684.0;30197.0;-369893.0;;-437282.0;-164647.0;-33660.0;633800.0;31187220.0;10384928.0;;0.97;447.84;112.19;936.0;24.88;86.45;1125.29;6831.0;0.1;0.0;298.0;3059175.0;;219090.0;766367.0;31.7;25.1;114654918.0;10469653.0;7686841.0;0.7;1.0;10.0;77.8;9.7;0.969
2015.0;3377987.0;;1523474.0;;1089794.0;627230.0;6836.0;118766058.0;152679263.0;9433401.0;143776759.0;7511117.0;6858340.0;-1212818.0;-251845.0;5497771.0;6255707.0;;;;;1512399.0;1455402.0;56997.0;117246.0;;1574652.0;321892.0;207006.0;45.1;;;32.26;367346.0;18.57;91.75;91.69;6836.0;;33083075.0;17347430.0;50430505.0;1588980.0;;66746573.0;2306181.0;292941.0;389178.0;682120.0;30924905.0;;;33913205.0;186592469.0;1755782.0;7677620.0;92689.0;;;14458560.0;134296.0;529295.0;;15122151.0;149465508.0;84761.0;;1945830.0;3411119.0;1667812.0;486356.0;151287876.0;1391388.0;152679263.0;;627230.0;207006.0;;;6488350.0;;;;5750481.0;-464246.0;-602633.0;-48.0;-30482474.0;29712651.0;38928.0;-243995.0;14.0;-134.0;-142254.0;134525.0;147905.0;27964181.0;22466410.0;;0.83;593.69;110.24;1099.45;25.0;105.91;1320.09;6836.0;0.1;0.0;309.4;4058617.0;;248716.0;753610.0;33.7;18.6;131362077.0;17371813.0;9024531.0;0.6;0.9;8.4;77.3;2.3;0.832
2016.0;3551215.0;;1406140.0;;870587.0;574388.0;6841.0;132821111.0;165725545.0;5789266.0;156445930.0;7919761.0;-1001275.0;4655012.0;-49735.0;3515608.0;-1612395.0;;;;;1683411.0;1612841.0;70570.0;157886.0;;1659431.0;395587.0;236277.0;39.6;;;24.52;199887.0;16.17;84.02;83.97;6836.0;;38005399.0;15630370.0;53635770.0;1764884.0;;77420457.0;2593032.0;301264.0;478811.0;780075.0;29531327.0;;;32904434.0;198629979.0;2025200.0;3764066.0;82875.0;;;14965179.0;142013.0;337865.0;;15445056.0;166101720.0;93875.0;;2076518.0;4027518.0;1296298.0;519427.0;164365691.0;1359854.0;165725545.0;;574388.0;236277.0;;;-1577208.0;;;;4259860.0;-234733.0;-611120.0;2004039.0;-23987833.0;27116570.0;-7671.0;-197458.0;48.0;-170.0;-188256.0;336101.0;-88446.0;33357955.0;29842348.0;;0.89;584.86;94.6;-265.55;31.0;100.65;1304.34;6836.0;0.1;0.0;476.3;3998216.0;;266018.0;646688.0;23.0;16.2;143021667.0;16848884.0;8916642.0;0.6;0.7;7.3;67.2;-11.7;0.888
2017.0;3766543.0;;1557445.0;;879024.0;634171.0;6852.0;144435060.0;177537750.0;6804841.0;167453859.0;8738152.0;4052105.0;521817.0;-149472.0;4417616.0;3476642.0;;;;;1813575.0;1742153.0;71422.0;168001.0;;1716232.0;496724.0;273104.0;41.35;;;23.34;153446.0;16.84;82.32;82.25;6846.0;;42066507.0;16067505.0;58134012.0;2150288.0;;84150760.0;2784034.0;285956.0;563628.0;849584.0;29469072.0;;;33102690.0;210640440.0;2855795.0;3949046.0;71243.0;;;17989291.0;151651.0;329872.0;;18470814.0;179119831.0;95975.0;;2098495.0;4520992.0;1447337.0;671329.0;176192011.0;1345739.0;177537750.0;;634171.0;273104.0;;;3766602.0;;;;6237329.0;-621772.0;-575463.0;-178229.0;-19043074.0;20164373.0;23798.0;-343458.0;161350.0;-90.0;-184078.0;216804.0;-9474.0;38128606.0;33710989.0;;0.9;612.94;103.2;565.76;29.96;93.65;1421.98;6846.0;0.1;0.0;387.0;4196238.0;;304260.0;706519.0;17.5;16.8;153331349.0;20041545.0;9735018.0;0.6;0.7;7.3;71.0;0.7;0.898
2018.0;4299223.0;;1963644.0;;1043206.0;690893.0;7058.0;151561023.0;187265420.0;5601637.0;176340015.0;9778002.0;8789701.0;-3194297.0;-329720.0;5178842.0;7991298.0;;;;;1918813.0;1843113.0;75701.0;205995.0;;2037571.0;729642.0;288600.0;45.67;;;24.26;254509.0;16.07;97.97;97.89;7052.0;;50551613.0;18931357.0;69482970.0;2191529.0;;79886524.0;3269403.0;256089.0;558253.0;814341.0;31620652.0;;;35704397.0;222969816.0;2237604.0;3364033.0;52229.0;;;19891834.0;125576.0;457015.0;;20474425.0;191212803.0;8623.0;;2200289.0;5223861.0;1649620.0;704231.0;186118016.0;1147403.0;187265420.0;;690893.0;288600.0;;;8140732.0;;;;4802931.0;-330525.0;-798402.0;-950841.0;-22321515.0;20590156.0;158282.0;-178783.0;490.0;-134.0;-205630.0;54336.0;-88317.0;45142514.0;39963672.0;;0.94;647.99;104.13;1204.47;30.99;120.34;1473.76;7052.0;0.1;0.0;379.8;4569752.0;;306760.0;734368.0;24.4;16.1;155143905.0;21143531.0;10393284.0;0.7;0.9;7.1;70.2;2.6;0.941
2019.0;3756880.0;;2264482.0;;1013468.0;655466.0;7052.0;153066797.0;183700550.0;4629239.0;173371198.0;9717308.0;4145810.0;907647.0;-570803.0;4634340.0;3559923.0;;;;;1712732.0;1655303.0;57429.0;190520.0;;2244989.0;1044045.0;266026.0;60.28;;;26.98;298944.0;17.45;93.93;93.86;7052.0;;51784971.0;15790514.0;67575485.0;223546.0;;85267766.0;1357242.0;174201.0;519646.0;693846.0;28582664.0;;;30633753.0;214334303.0;1382408.0;3246831.0;132631.0;;;18011825.0;116731.0;368448.0;;18497005.0;187238964.0;27402.0;;2110178.0;5405007.0;1545923.0;656200.0;183088507.0;612043.0;183700550.0;;655466.0;266026.0;;;2999196.0;;;;3752841.0;225122.0;-585887.0;106003.0;-24006946.0;25299277.0;-30476.0;-32056.0;265.0;-63225.0;-221526.0;-254261.0;150315.0;47915109.0;43280769.0;;0.9;590.6;103.04;559.64;34.83;92.1;1527.62;7052.0;0.1;0.0;494.0;4165055.0;;294929.0;726681.0;29.5;17.4;164564920.0;19968764.0;10773069.0;0.8;1.1;6.7;66.2;8.0;0.902
2020.0;3418726.0;;2117917.0;;826174.0;654400.0;6880.0;170338295.0;204407113.0;6971319.0;194380390.0;9968273.0;6589212.0;-2799940.0;-952528.0;2767572.0;6356009.0;;;;;1710276.0;1641959.0;68317.0;223501.0;;2283678.0;1096829.0;210792.0;61.95;;;24.17;155896.0;19.14;95.18;95.12;6876.0;;57426242.0;20029099.0;77455341.0;204286.0;;92678668.0;1348365.0;180630.0;519972.0;700602.0;32019850.0;;;34068817.0;238475930.0;2183561.0;4787758.0;44773.0;;;23080298.0;112880.0;267284.0;;23460463.0;210869534.0;358760.0;;2175465.0;5890868.0;1269666.0;632274.0;204348663.0;58449.0;204407113.0;;654400.0;210792.0;;;5398808.0;;;;2201743.0;325212.0;-233202.0;8977.0;-33045915.0;30452308.0;-119503.0;-112494.0;449.0;-93052.0;-237790.0;-509641.0;-69244.0;52154131.0;49386559.0;;0.93;534.82;102.37;994.33;37.2;36.48;1559.43;6876.0;0.1;0.0;633.7;3677236.0;;226731.0;703883.0;18.9;19.1;175720099.0;24825533.0;10722032.0;0.8;0.9;6.6;63.7;5.2;0.93
2021.0;2708201.0;;1277128.0;;607097.0;463121.0;6854.0;177058983.0;219077889.0;5692108.0;208331863.0;10682054.0;16974623.0;-6935698.0;-508066.0;9675276.0;16681377.0;;;;;1680206.0;1598995.0;81210.0;151485.0;;1673480.0;467645.0;205166.0;47.16;;;22.42;141196.0;17.1;67.6;67.57;6851.0;;65536951.0;27977538.0;93514489.0;213486.0;;83331008.0;1317615.0;133214.0;533959.0;667173.0;40034118.0;;;42018906.0;261096794.0;2933211.0;2758897.0;48513.0;;;24661603.0;95286.0;507358.0;;25264247.0;227904001.0;343757.0;;2114405.0;5863454.0;2088915.0;615280.0;219013917.0;63972.0;219077889.0;;463121.0;205166.0;;;17241432.0;;;;15129296.0;-935095.0;-293247.0;-3888.0;-37756357.0;31093882.0;-137531.0;-441291.0;344.0;-55.0;-241235.0;174171.0;144417.0;60337206.0;50661930.0;;0.9;437.71;74.85;2696.11;38.99;47.4;1726.48;6851.0;0.1;0.0;561.0;2998783.0;;227180.0;512812.0;23.3;17.1;189754041.0;27307721.0;11828207.0;0.4;0.5;4.3;47.9;1.4;0.903
