;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1994.0;3790.0;;4129.0;;1023.0;610.0;508.0;;102098.0;;97267.0;4831.0;93.0;-13800.0;12852.0;12852.0;-89.0;;;;;1326.0;1326.0;;;;5438.0;2940.0;166.0;108.95;;;27.0;414.0;16.08;1.12;1.1;499.0;;10764.0;;10764.0;;;;1164.0;;;;;;;;102098.0;;;;;;1639.0;;;;1639.0;98906.0;;;;1977.0;;2854.0;102098.0;;102098.0;;610.0;166.0;-22.0;;-266.0;;;;-131.0;-394.0;-182.0;;-5370.0;;-8430.0;-135.0;;;-276.0;13264.0;;;2107.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;4152.0;;6269.0;;1226.0;733.0;531.0;;112934.0;;107704.0;5230.0;-514.0;-7159.0;7791.0;118.0;-767.0;;;;;1487.0;1487.0;;;;7521.0;4838.0;205.0;150.98;;;29.52;492.0;17.66;1.29;1.27;531.0;;15112.0;;15112.0;;;;1264.0;;;;;;;;112934.0;;;;;;1930.0;;;;1930.0;109634.0;;;;2359.0;;2871.0;112934.0;-0.0;112934.0;;733.0;205.0;50.0;;289.0;;;;116.0;-1792.0;-253.0;;-2729.0;3025.0;-7455.0;-218.0;;;-312.0;8321.0;;1421.0;1303.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;4573.0;;6805.0;;1439.0;873.0;521.0;;126915.0;;121246.0;5669.0;-3590.0;-8346.0;13009.0;1072.0;-3897.0;;;;;1652.0;1652.0;;;;7975.0;5143.0;224.0;148.82;;;31.46;566.0;19.09;1.58;1.55;521.0;;18075.0;;18075.0;;;;1396.0;;;;;;;;126915.0;;;;;;2476.0;;;;2476.0;123722.0;;;;2795.0;;2874.0;126915.0;-0.0;126915.0;;873.0;224.0;60.0;;-245.0;;;;-85.0;-4502.0;-307.0;;-2672.0;2016.0;-7690.0;-733.0;;;-340.0;14081.0;;2500.0;1429.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;5011.0;;7125.0;;1523.0;927.0;529.0;;147565.0;;141244.0;6321.0;-1233.0;-19445.0;20184.0;20184.0;-1615.0;;;;;1800.0;1800.0;;;;8189.0;5294.0;307.0;142.18;;;30.39;596.0;18.49;1.67;1.64;519.0;;22894.0;;22894.0;;;;1461.0;;;;;;;;147565.0;;;;;;2720.0;;;;2720.0;143964.0;;;;3273.0;;3048.0;147565.0;;147565.0;;927.0;307.0;-82.0;;1647.0;;;;1597.0;-4031.0;-383.0;;-10298.0;;-9147.0;-380.0;;;-362.0;20926.0;;;2376.0;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;4633.0;;8207.0;;1397.0;876.0;530.0;142381.0;144394.0;849.0;137177.0;7217.0;1911.0;-5380.0;3670.0;3670.0;1541.0;;;;;1670.0;1670.0;;;;9160.0;6550.0;260.0;177.15;;;30.16;522.0;18.9;1.54;1.52;523.0;;12799.0;;12799.0;3483.0;;126099.0;1499.0;;;514.0;;;;2014.0;;842.0;7.0;;;;3101.0;;;;3101.0;139430.0;;;;3604.0;;3613.0;144394.0;;144394.0;;876.0;260.0;10.0;;-416.0;;;;-162.0;1180.0;-370.0;;-41826.0;32323.0;4124.0;-152.0;;;-373.0;4196.0;;;1720.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;5298.0;;7825.0;;1440.0;940.0;534.0;154858.0;156841.0;;149105.0;7736.0;2949.0;-10371.0;7053.0;-369.0;2725.0;;;;;1918.0;1918.0;;;;8960.0;6050.0;335.0;147.71;;;27.19;501.0;17.74;1.62;1.61;531.0;;16347.0;;16347.0;3298.0;;135213.0;1515.0;;;468.0;;;;1983.0;;940.0;;;;;3205.0;;;;3205.0;152310.0;;;;4164.0;;3572.0;156841.0;;156841.0;;940.0;335.0;-56.0;;586.0;;;;172.0;1144.0;-224.0;;-25348.0;22530.0;-7553.0;-7.0;;;-420.0;7479.0;;1645.0;2014.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;5601.0;;8821.0;;1868.0;1219.0;535.0;151282.0;153271.0;;144936.0;8335.0;-1966.0;7172.0;-5386.0;-180.0;-2193.0;;;;;2012.0;2012.0;;;;9392.0;6632.0;321.0;157.5;;;33.36;649.0;21.77;2.17;2.15;531.0;;12155.0;;12155.0;4458.0;;134670.0;1425.0;;;564.0;;;;1989.0;;1027.0;;;;;3225.0;;;;3225.0;148162.0;;;;4654.0;;3682.0;153271.0;;153271.0;;1219.0;321.0;86.0;;-3468.0;;;;-3189.0;-125.0;-227.0;-16.0;-20702.0;31062.0;-3171.0;-98.0;;;-414.0;-4874.0;;1408.0;1588.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;5489.0;;6921.0;;1242.0;926.0;523.0;148491.0;150684.0;;143961.0;6724.0;6704.0;1493.0;-7369.0;828.0;6453.0;;;;;2022.0;2022.0;;;;8182.0;5350.0;330.0;126.1;;;22.62;316.0;16.87;1.71;1.67;511.0;;11114.0;;11114.0;3547.0;;133830.0;1365.0;;;828.0;;;;2194.0;;;;;;;2942.0;;;;2942.0;146903.0;;;;3939.0;;2785.0;150684.0;;150684.0;;926.0;330.0;-113.0;;4387.0;;;;4437.0;1174.0;-251.0;-154.0;-22645.0;27351.0;-3059.0;-189.0;;;-408.0;-6772.0;;2178.0;1349.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;5616.0;;4263.0;;1181.0;910.0;499.0;131414.0;162263.0;;154631.0;7632.0;-2629.0;-5962.0;8746.0;155.0;-2876.0;;;;;2184.0;2184.0;;;;5862.0;2764.0;318.0;75.9;;;21.04;272.0;16.2;1.75;1.72;491.0;;12388.0;;12388.0;3867.0;;115158.0;1385.0;;;1412.0;28052.0;;;30850.0;193113.0;;;;;;2435.0;;;;2435.0;157066.0;;974.0;;4439.0;;;162263.0;;162263.0;;910.0;318.0;182.0;;-4285.0;;;;-4173.0;247.0;-247.0;-660.0;-25382.0;23982.0;-3902.0;-546.0;;;-429.0;9720.0;;2375.0;2220.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;6911.0;;5329.0;;1905.0;1383.0;507.0;149863.0;194396.0;;184935.0;9461.0;-6810.0;8.0;5903.0;-899.0;-7003.0;;;;;2712.0;2712.0;;;;6765.0;3052.0;372.0;77.11;;;27.56;522.0;20.01;2.66;2.61;496.0;;15052.0;;15052.0;;;134811.0;1550.0;;;1457.0;41526.0;;;44533.0;238930.0;;;;;;2165.0;;;;2165.0;187100.0;;1096.0;;5586.0;;;194396.0;0.0;194396.0;;1383.0;372.0;-28.0;;263.0;;;;-41.0;-8800.0;-193.0;-69.0;-22243.0;23257.0;-937.0;-570.0;;;-567.0;7039.0;;1906.0;2805.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
