;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1995.0;11663.0;;14971.0;;3180.0;2126.0;2018.0;259563.0;263135.0;;251648.0;11487.0;-5482.0;-2793.0;-2310.0;-2310.0;-5988.0;;;7799.0;;301.0;;301.0;7499.0;;17241.0;11280.0;511.0;128.36;;;27.26;1054.0;18.23;0.3;0.27;1768.0;;32464.0;;32464.0;2829.0;;224269.0;3215.0;;357.0;357.0;;;;3572.0;;3900.0;;;;;;;;;;251648.0;;;;6026.0;;5461.0;263135.0;;263135.0;;2126.0;511.0;;;4303.0;;;;;-12422.0;-507.0;;-10754.0;5920.0;2042.0;-48.0;;;-625.0;-1636.0;539.0;;39422.0;;1.55;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;13135.0;;12719.0;;3955.0;2808.0;5512.0;314657.0;318621.0;;305624.0;12996.0;26360.0;-5447.0;-3926.0;-3926.0;25599.0;;;8731.0;;;;;8731.0;;15083.0;8258.0;505.0;96.83;;;30.11;1148.0;21.37;0.41;0.41;5512.0;;50569.0;;50569.0;3227.0;;260860.0;3584.0;;380.0;380.0;;;;3964.0;;;;;;;;;;;;305624.0;;;;6946.0;;6050.0;318621.0;;318621.0;;2808.0;505.0;;;28133.0;;;;;-5086.0;-761.0;;-12729.0;7895.0;-613.0;-1081.0;;;-793.0;-2052.0;-1530.0;;32287.0;;1.71;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;12568.0;;11570.0;;2752.0;1860.0;1638.0;382635.0;386267.0;;373187.0;13080.0;14370.0;-12737.0;-1558.0;-1558.0;13787.0;;;8566.0;;;;;8566.0;;15027.0;8380.0;438.0;92.06;;;21.9;892.0;14.8;0.28;0.28;1638.0;;7050.0;;7050.0;3630.0;;371955.0;3318.0;;314.0;314.0;;;;3633.0;;2704.0;;;;;;;;;;373187.0;;;;10025.0;;3055.0;386267.0;;386267.0;;1860.0;438.0;;;7888.0;;;;;4185.0;-584.0;;-20381.0;7871.0;-227.0;-1092.0;;;-760.0;294.0;-125.0;;2879.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;12220.0;;12812.0;;3098.0;2214.0;1660.0;359471.0;363002.0;;349379.0;13622.0;-3528.0;4824.0;-541.0;-541.0;-4219.0;;;8223.0;;;;;8223.0;;16398.0;9261.0;447.0;104.85;;;25.35;890.0;18.12;1.35;1.33;1636.0;;7593.0;;7593.0;3963.0;;347916.0;3207.0;;324.0;324.0;;;;3531.0;;;;;;;;;;;;349379.0;;;;7436.0;;6187.0;363002.0;;363002.0;;2214.0;447.0;;;-4745.0;;;;;-1444.0;-691.0;;-17970.0;22156.0;638.0;-397.0;;;-977.0;834.0;2.0;;2742.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;13517.0;;11923.0;;3892.0;2843.0;1648.0;408591.0;411796.0;;397516.0;14279.0;12933.0;-12361.0;-446.0;126.0;12571.0;;;8538.0;;;;;8538.0;;15063.0;7585.0;446.0;88.2;;;28.79;1049.0;21.03;1.75;1.72;1625.0;;5912.0;;5912.0;;;402679.0;2909.0;;296.0;296.0;;;;3205.0;;;;;;;;;;;;397516.0;;;2417.0;7824.0;;4039.0;411796.0;;411796.0;;2843.0;446.0;;;6567.0;;;;;3078.0;-362.0;;-21163.0;8679.0;123.0;-24.0;;;-1092.0;670.0;;1884.0;1758.0;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;14853.0;;15503.0;;5117.0;3704.0;1657.0;464016.0;473493.0;;451350.0;22143.0;11152.0;-10577.0;1259.0;1835.0;10605.0;;;8715.0;;;;;8715.0;;17653.0;9933.0;453.0;104.38;;;34.45;1413.0;24.94;2.26;2.23;1641.0;;5619.0;;5619.0;;;458398.0;3084.0;;6393.0;6393.0;;;;9477.0;;;;;;;;;;;;451350.0;;;2489.0;8751.0;;10903.0;473493.0;;473493.0;;3704.0;453.0;;;4668.0;;;;;2328.0;-547.0;-3626.0;-21698.0;14647.0;99.0;-317.0;;;-1167.0;2743.0;;1862.0;27.0;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;17187.0;;16556.0;;5066.0;3594.0;1819.0;511070.0;519887.0;;495814.0;24073.0;3175.0;-1930.0;1668.0;2912.0;2664.0;;;10252.0;;;;;10252.0;;19618.0;10720.0;770.0;96.33;;;29.48;1473.0;20.91;1.99;1.98;1802.0;;5430.0;;5430.0;;;505641.0;2854.0;;5963.0;5963.0;;;;8817.0;;;;;;;;;;;;495814.0;;;2432.0;9930.0;;11711.0;519887.0;;519887.0;;3594.0;770.0;;;-3173.0;;;;;1985.0;-512.0;-52.0;-29406.0;27758.0;-229.0;-1042.0;;;-1479.0;4188.0;;1867.0;-1045.0;;1.45;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;18260.0;;15427.0;;5135.0;3595.0;1806.0;483864.0;649785.0;;625022.0;24512.0;9567.0;-11878.0;366.0;-1946.0;9081.0;;;10681.0;;;;;10681.0;;19416.0;9414.0;878.0;84.48;;;28.12;1540.0;19.69;2.01;2.01;1793.0;;7041.0;;7041.0;;;476823.0;2621.0;;6342.0;6342.0;156958.0;;;165921.0;815706.0;;;;;;92571.0;;;;92571.0;717592.0;;;2652.0;11897.0;;9963.0;649534.0;251.0;649785.0;;3595.0;878.0;;;-1163.0;;;;;6256.0;-485.0;-986.0;-45345.0;34473.0;10866.0;-606.0;;;-1848.0;2820.0;;3276.0;5222.0;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;22192.0;;18186.0;;6813.0;4894.0;1763.0;591929.0;790684.0;;760296.0;29883.0;-6800.0;895.0;5241.0;-663.0;-7353.0;;;12934.0;;4293.0;4293.0;;8641.0;;22162.0;10385.0;988.0;81.95;;;30.7;1919.0;22.05;2.79;2.78;1755.0;;6656.0;;6656.0;;;585273.0;3192.0;;7858.0;7858.0;187704.0;;;198754.0;989438.0;;;;;;110406.0;;;;110406.0;870702.0;;;2928.0;15157.0;3196.0;8602.0;790179.0;505.0;790684.0;;4894.0;988.0;;;-4869.0;;;;;-7813.0;-553.0;-1757.0;-65781.0;68715.0;-282.0;-1737.0;;;-2227.0;9205.0;;3078.0;3741.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;26942.0;;22963.0;;8738.0;6267.0;1760.0;721605.0;1001231.0;;966102.0;33401.0;9096.0;-13327.0;5780.0;1549.0;8075.0;;;16019.0;;;;;16019.0;;26206.0;13086.0;1139.0;85.23;;;32.43;2472.0;23.26;3.62;3.53;1727.0;;6760.0;;6760.0;;;714845.0;3684.0;;8236.0;8236.0;267705.0;;;279626.0;1280856.0;;;1191.0;;;153578.0;;;;153578.0;1119680.0;;;3095.0;17891.0;4378.0;8037.0;999503.0;1727.0;1001231.0;;6267.0;1139.0;;;-3221.0;;;;;4910.0;-1020.0;-445.0;-91131.0;78940.0;-691.0;-1171.0;;;-2697.0;9648.0;;3362.0;1813.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;32186.0;;25621.0;;9088.0;6611.0;1755.0;1297487.0;1590821.0;;1548777.0;29990.0;-18067.0;-8917.0;26020.0;-1372.0;-19080.0;;;19716.0;;5927.0;5927.0;;13789.0;;29656.0;15759.0;774.0;79.6;;;28.23;2477.0;20.54;3.46;3.35;1715.0;;9993.0;;9993.0;;;1287494.0;4740.0;10366.0;12548.0;12548.0;276046.0;;;293334.0;1884155.0;;;1286.0;;;177828.0;;;;177828.0;1726605.0;;;2793.0;15415.0;;11782.0;1578767.0;12054.0;1590821.0;;6611.0;774.0;;;-62509.0;;;;;37056.0;-1012.0;-3943.0;-92045.0;87962.0;-891.0;-798.0;;;-3259.0;30077.0;-408.0;35806.0;37177.0;;1.72;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;43263.0;;38761.0;;13979.0;8955.0;1761.0;1017268.0;1952706.0;;1899049.0;38786.0;19682.0;-2261.0;1356.0;19878.0;17986.0;;;26760.0;;7797.0;7797.0;;18963.0;;42716.0;24805.0;1199.0;89.59;;;32.31;3802.0;20.7;5.2;5.05;1720.0;;19106.0;;19106.0;9834.0;;988327.0;4882.0;11934.0;2380.0;14314.0;916242.0;;;935438.0;2888144.0;;;1998.0;;;308104.0;;;;308104.0;2207152.0;;;3201.0;23839.0;;11746.0;1937835.0;14871.0;1952706.0;;8955.0;1199.0;;;2298.0;;;;;7231.0;-1696.0;-145.0;-92241.0;90249.0;1158.0;-717.0;351.0;-61.0;-4339.0;6122.0;1101.0;60635.0;40757.0;;1.96;12.84;2.66;5.34;1.29;0.5;11.51;1720.0;16.9;0.9;2.9;22084.0;;612.0;4571.0;27.2;20.7;519279.0;157276.0;19799.0;1.4;1.9;23.1;51.5;22.5;1.959
2007.0;46603.0;;45186.0;;14045.0;8767.0;1783.0;1208074.0;2436189.0;;2371727.0;46230.0;-21332.0;19976.0;6665.0;4218.0;-24317.0;;;27673.0;;7896.0;7896.0;;19778.0;;50234.0;31159.0;1328.0;96.96;;;30.14;3932.0;18.81;5.05;4.89;1735.0;;15159.0;;15159.0;8817.0;;1184098.0;5947.0;13922.0;2545.0;16467.0;1205702.0;;;1228115.0;3664304.0;;;2602.0;;;378681.0;;;;378681.0;2750408.0;;;3277.0;41623.0;;1330.0;2417958.0;18231.0;2436189.0;;8767.0;1328.0;;;-36506.0;;;;;5079.0;-2985.0;-1137.0;-53392.0;76266.0;703.0;-1356.0;4950.0;-3672.0;-5079.0;11822.0;-1092.0;65655.0;61437.0;;1.98;13.53;2.55;-7.06;1.48;0.87;13.43;1735.0;19.5;1.1;3.0;23479.0;;669.0;4417.0;28.0;18.8;608632.0;190781.0;23291.0;1.3;1.8;19.0;42.1;-15.6;1.985
2008.0;33601.0;;33153.0;;8889.0;6410.0;2051.0;1041815.0;3003099.0;;2933746.0;53565.0;49320.0;-12807.0;17951.0;45979.0;45799.0;;;21372.0;;7538.0;7538.0;;13834.0;;40973.0;24196.0;1391.0;98.67;;;26.46;1156.0;19.08;3.21;3.11;2000.0;;46391.0;;46391.0;7748.0;;987675.0;6837.0;11154.0;4062.0;15216.0;1939231.0;;;1961284.0;4964383.0;;;1779.0;;;352245.0;;;;352245.0;3285991.0;;;3062.0;35411.0;;15092.0;2987311.0;15788.0;3003099.0;;6410.0;1391.0;;;35865.0;;;;;5654.0;-3521.0;-1199.0;-84485.0;75230.0;164.0;-1766.0;14014.0;-253.0;-4457.0;10414.0;-8486.0;94364.0;48385.0;;1.46;11.49;2.19;15.66;1.52;1.2;18.31;2000.0;11.3;0.5;6.2;22970.0;;951.0;4382.0;13.0;19.1;712206.0;240802.0;36618.0;0.9;1.1;12.0;30.5;-20.3;1.463
2009.0;47314.0;;33899.0;;7408.0;15176.0;3108.0;1168854.0;2227936.0;;2133453.0;76385.0;67607.0;19207.0;-1068.0;80512.0;65384.0;;;28296.0;;7899.0;7899.0;;20397.0;;34311.0;15055.0;1932.0;71.65;;;15.66;1735.0;32.08;5.15;4.87;2947.0;;134226.0;;134226.0;8492.0;;1026136.0;7140.0;10069.0;4141.0;14210.0;1037732.0;;;1059082.0;3287017.0;;;1603.0;;;378124.0;;;;378124.0;2511577.0;;;4610.0;54683.0;-5936.0;23029.0;2209838.0;18097.0;2227936.0;;15176.0;1932.0;;;40068.0;;;;;10431.0;-2223.0;4472.0;-126703.0;143085.0;212.0;-7082.0;1302.0;;-1023.0;5734.0;-4627.0;184739.0;104227.0;;1.62;9.94;3.19;13.73;0.21;0.47;16.04;2947.0;4.8;0.1;1.4;29284.0;;1196.0;9393.0;23.4;32.1;723435.0;234031.0;47277.0;1.1;1.4;19.9;93.3;-0.4;1.616
2010.0;50241.0;;21745.0;;9462.0;5560.0;3384.0;1255258.0;2323995.0;;2226860.0;79344.0;29152.0;-8779.0;248.0;26615.0;26057.0;;;31775.0;;6256.0;5272.0;984.0;25519.0;;31257.0;11719.0;2100.0;43.28;;;18.83;2365.0;11.07;1.75;1.64;3173.0;;154472.0;;154472.0;2159.0;;1098627.0;7130.0;9702.0;3866.0;13568.0;1048039.0;;;1068737.0;3392732.0;;;1008.0;;;408927.0;;;;408927.0;2635787.0;;;4751.0;57357.0;;17236.0;2306204.0;17791.0;2323995.0;;5560.0;2100.0;;;20450.0;;;;;1042.0;-3095.0;1509.0;-119220.0;111159.0;530.0;-1889.0;2395.0;-1543.0;-2039.0;3325.0;5994.0;204997.0;178382.0;;1.56;10.15;1.12;5.26;0.41;0.63;16.03;3173.0;15.5;0.7;2.4;32204.0;;1346.0;3564.0;25.0;11.1;804601.0;262116.0;50858.0;0.6;0.9;7.0;63.3;4.6;1.56
2011.0;48427.0;;22412.0;;9133.0;4671.0;3390.0;1217232.0;2428939.0;;2327657.0;86358.0;45174.0;-2970.0;-9260.0;28387.0;42915.0;;;32482.0;;6093.0;5184.0;909.0;26389.0;;31985.0;13031.0;1715.0;46.28;;;18.86;2995.0;9.65;1.44;1.38;3244.0;;168875.0;;168875.0;2815.0;;1045543.0;6584.0;8241.0;3947.0;12189.0;1192934.0;;;1211707.0;3640646.0;;;2170.0;;;343689.0;;;;343689.0;2671346.0;;;19232.0;61164.0;-6985.0;12945.0;2414015.0;14924.0;2428939.0;;4671.0;1715.0;;;25933.0;;;;;12855.0;-2259.0;;-104900.0;103993.0;196.0;-6219.0;64.0;-365.0;-2155.0;-586.0;-4556.0;232517.0;204130.0;;1.55;9.61;0.93;8.51;0.43;0.45;17.13;3244.0;15.1;0.9;3.0;31173.0;;1104.0;3007.0;32.8;9.6;783542.0;221235.0;55589.0;0.6;0.9;5.4;53.9;5.7;1.554
2012.0;41035.0;;13196.0;;400.0;-1692.0;3414.0;1255968.0;2421921.0;;2319609.0;87083.0;-22290.0;-11537.0;-4619.0;-45123.0;-23271.0;;;35057.0;;7066.0;6136.0;930.0;27991.0;;31200.0;12286.0;1818.0;32.16;;;0.97;783.0;-4.12;-0.51;-0.51;3309.0;;142409.0;;142409.0;;;1113559.0;6611.0;8460.0;4402.0;12863.0;1146479.0;;;1165952.0;3587873.0;;;1009.0;;;327950.0;;;;327950.0;2647559.0;;;4974.0;60884.0;-7752.0;28976.0;2406692.0;15229.0;2421921.0;;-1692.0;1818.0;;;-40606.0;;;;;18190.0;-982.0;;-131302.0;119882.0;865.0;-4355.0;158.0;-1591.0;-2319.0;3489.0;-6678.0;198111.0;243234.0;;1.63;7.63;-0.31;-4.33;0.43;0.18;16.2;3309.0;-39.8;-2.7;3.4;25251.0;;1119.0;-1041.0;195.9;-4.1;772856.0;201803.0;53586.0;-0.5;0.5;-1.9;237.1;;1.625
2013.0;47090.0;;16722.0;;4748.0;894.0;3667.0;1221338.0;2172589.0;;2066715.0;91695.0;-41678.0;-37491.0;9785.0;-69057.0;-42897.0;;;35705.0;;6131.0;5165.0;965.0;29574.0;;30322.0;11117.0;2109.0;35.51;;;10.08;2601.0;1.9;0.25;0.25;3577.0;;77762.0;;77762.0;;;1143576.0;6233.0;8076.0;4647.0;12723.0;932295.0;;;951251.0;3123841.0;;;1725.0;;;261007.0;;;;261007.0;2327722.0;;;6669.0;54943.0;-7816.0;37900.0;2158411.0;14179.0;2172589.0;;894.0;2109.0;;;-54742.0;;;;;10061.0;-1219.0;;-152340.0;115019.0;1048.0;-2359.0;15683.0;-1765.0;-2768.0;993.0;328.0;132754.0;201811.0;;1.66;7.95;0.15;-7.24;0.47;0.21;15.48;3577.0;112.9;6.6;2.7;28443.0;;1274.0;540.0;54.8;1.9;737701.0;157651.0;55385.0;0.3;0.7;1.0;-209.6;26.0;1.656
2014.0;39459.0;;12145.0;;3513.0;-271.0;4156.0;1081655.0;2114667.0;;2011951.0;92764.0;-16260.0;16593.0;-4762.0;-5100.0;-17283.0;;;29095.0;;4920.0;4051.0;869.0;24176.0;;27039.0;8227.0;1992.0;30.78;;;8.9;2197.0;-0.69;-0.04;-0.04;4082.0;;63701.0;;63701.0;;;1017954.0;5574.0;7611.0;5128.0;12739.0;1014699.0;;;1033012.0;3147679.0;;;1590.0;;;233101.0;;;;233101.0;2245052.0;;;6424.0;49385.0;-7530.0;44484.0;2104714.0;9953.0;2114667.0;;-271.0;1992.0;;;-26108.0;;;;;8128.0;-1023.0;;-169193.0;188189.0;-1380.0;-1713.0;871.0;-1416.0;-2629.0;125.0;-671.0;122215.0;127316.0;;1.56;6.21;-0.04;-2.72;0.41;0.16;14.59;4082.0;-371.4;-20.5;2.6;25338.0;;1279.0;-174.0;62.5;-0.7;694571.0;149683.0;59567.0;0.2;0.5;-0.3;1070.1;;1.557
2015.0;37544.0;;10350.0;;3055.0;-581.0;4264.0;892585.0;1650674.0;;1553603.0;88148.0;23769.0;-12430.0;-650.0;11904.0;22514.0;;;24116.0;;4348.0;3558.0;790.0;19768.0;;25351.0;6843.0;1951.0;27.57;;;8.14;2137.0;-1.55;-0.11;-0.11;4172.0;;74754.0;;74754.0;;;817831.0;4905.0;6787.0;5331.0;12118.0;741066.0;;;758089.0;2408763.0;;;1331.0;;;182448.0;;;;182448.0;1736051.0;;;6191.0;45719.0;-7239.0;43477.0;1641751.0;8922.0;1650674.0;;-581.0;1951.0;;;13223.0;;;;;9176.0;-1256.0;;-177226.0;166610.0;-559.0;-1005.0;1884.0;-1001.0;-2205.0;1677.0;1214.0;127566.0;115662.0;;1.47;6.11;-0.09;3.66;0.36;0.2;14.34;4172.0;-162.4;-8.1;2.3;25474.0;;1324.0;-394.0;69.9;-1.5;605635.0;123794.0;59810.0;0.2;0.5;-0.7;479.7;;1.474
