;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1998.0;6879.0;;719.0;;;460.0;966.0;;34304.0;;29854.0;4401.0;-7.0;-235.0;-19.0;-261.0;-7.0;;;;;;;;;594.0;;102.0;;10.45;;3186.0;;156.0;6.69;0.48;0.48;966.0;;;;;;;;1940.0;;;;;;;;34304.0;;;;;;408.0;;;;408.0;30263.0;;;;;;4401.0;34255.0;49.0;34304.0;;460.0;;;;;;;;;-467.0;;;;;-235.0;-19.0;;;;;;739.0;1000.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;9755.0;;934.0;;;601.0;989.0;;39337.0;;33830.0;4987.0;2011.0;-1333.0;480.0;1158.0;2011.0;;;;;;;;;739.0;;124.0;;9.58;;3740.0;;209.0;6.16;0.61;0.61;989.0;;;;;;;;2205.0;;;;;;;;39337.0;;;;;;404.0;;;;404.0;34234.0;;;;3999.0;;988.0;38817.0;520.0;39337.0;;601.0;;;;;;;;;1410.0;;;;;-1333.0;;481.0;-89.0;;87.0;;1949.0;791.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;9457.0;;1023.0;;;714.0;966.0;;40139.0;;34616.0;5323.0;1277.0;-188.0;-640.0;447.0;1277.0;;;;;;;;;853.0;;127.0;;10.82;;3767.0;;182.0;7.54;0.74;0.74;966.0;;;;;;;;2180.0;;;;;;;;40139.0;;;;;;393.0;;;;393.0;35009.0;;;;4373.0;;950.0;39939.0;199.0;40139.0;;714.0;;;;;;;;;563.0;;;;;-188.0;-1.0;;-137.0;-129.0;-373.0;;2325.0;1878.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;10195.0;;1018.0;;856.0;733.0;972.0;;49377.0;;43500.0;5209.0;-1716.0;1352.0;1168.0;805.0;-1716.0;;;;;;;;;9339.0;;161.0;;9.98;;945.0;8.4;123.0;7.19;0.75;0.75;964.0;;3137.0;435.0;3573.0;;;;2195.0;;;;;;;;49377.0;;;;;;891.0;;;;891.0;44390.0;;;386.0;4784.0;;39.0;48709.0;668.0;49377.0;;733.0;;;;;;;;;-2449.0;;6848.0;-30443.0;24947.0;;;1.0;;-145.0;1312.0;;2990.0;2186.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;10511.0;;1219.0;;1064.0;871.0;958.0;14218.0;51624.0;;45388.0;5562.0;1436.0;-902.0;-441.0;93.0;1436.0;;;;;;;;;9447.0;;154.0;;11.6;;965.0;10.13;193.0;8.29;0.92;0.92;952.0;;3270.0;662.0;3932.0;;;10286.0;2278.0;403.0;;403.0;34725.0;;;37406.0;89030.0;;;;;;913.0;;;;913.0;46301.0;;;379.0;5125.0;117.0;-58.0;50950.0;673.0;51624.0;;871.0;;;;;;;;;565.0;;-88.0;-29411.0;28598.0;;-1.0;7.0;-463.0;-181.0;198.0;;3121.0;3027.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;12842.0;;1623.0;;1428.0;1184.0;932.0;18511.0;59765.0;;51827.0;7138.0;2047.0;-2098.0;994.0;498.0;2047.0;;;;;1973.0;1973.0;;;11414.0;;195.0;;12.64;;1199.0;11.12;244.0;9.22;1.28;1.28;926.0;;4531.0;664.0;5195.0;;;13316.0;3065.0;454.0;;454.0;37735.0;;;41254.0;101019.0;;;;;;866.0;;131.0;;997.0;52824.0;;265.0;462.0;6420.0;126.0;-136.0;58965.0;800.0;59765.0;;1184.0;;;;;;;;;863.0;;;-29622.0;57146.0;-29622.0;-164.0;2.0;-7.0;-284.0;1446.0;-445.0;4282.0;3784.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;22567.0;;2708.0;;2858.0;2132.0;1408.0;39492.0;153145.0;2395.0;132791.0;19487.0;4782.0;-436.0;-1969.0;2184.0;4782.0;;;;;;;;;19709.0;;411.0;-561.0;12.0;;2527.0;12.67;726.0;9.45;1.52;1.5;1396.0;;7079.0;7079.0;14159.0;;;25333.0;3875.0;6094.0;1501.0;7596.0;102183.0;;;113653.0;266799.0;;2395.0;;;;2450.0;3048.0;815.0;;6313.0;136709.0;;286.0;12174.0;6808.0;249.0;-30.0;152278.0;867.0;153145.0;;2132.0;-561.0;526.0;;-47.0;;;-47.0;47.0;2732.0;;2156.0;-40080.0;37488.0;;-48.0;472.0;-548.0;-585.0;-1260.0;-194.0;6800.0;4616.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;27564.0;;3751.0;;3717.0;2831.0;1612.0;43526.0;156375.0;2494.0;135755.0;20459.0;7052.0;-1260.0;-4995.0;618.0;7052.0;;;;;;;;;23846.0;;678.0;-644.0;13.61;;3305.0;13.49;887.0;10.27;1.77;1.75;1598.0;;8051.0;3826.0;11876.0;;;31650.0;4560.0;6452.0;1498.0;7950.0;100338.0;;;112849.0;269224.0;;2494.0;;;;2113.0;;1150.0;;3263.0;136524.0;;296.0;12463.0;7519.0;270.0;-89.0;156214.0;161.0;156375.0;;2831.0;-644.0;620.0;;2940.0;;;1470.0;;1306.0;;;-50907.0;100553.0;-50907.0;-265.0;165.0;-1078.0;-808.0;-3009.0;-179.0;7654.0;7036.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;29335.0;;4599.0;;4578.0;3406.0;1579.0;48617.0;159714.0;2454.0;137531.0;22010.0;6903.0;-1712.0;-3436.0;1775.0;6903.0;;;;;;;;;24757.0;;825.0;-804.0;15.68;;3995.0;15.61;1172.0;11.61;2.17;2.15;1563.0;;9218.0;;9218.0;;;39399.0;5061.0;6401.0;1465.0;7866.0;98170.0;;;111097.0;270811.0;;2454.0;;;;2627.0;3811.0;;;6438.0;141515.0;;547.0;12223.0;9001.0;244.0;-5.0;159541.0;173.0;159714.0;;3406.0;-804.0;854.0;;6405.0;;;3203.0;;-2958.0;;-51.0;-56358.0;111055.0;-56358.0;-563.0;119.0;-1399.0;-998.0;-595.0;20.0;8863.0;7088.0;;0.86;21.88;2.54;5.15;0.74;;16.41;1563.0;12.6;0.7;2.3;34194.0;;-937.0;3970.0;25.6;11.6;53810.0;3062.0;25656.0;2.6;3.4;15.5;70.7;33.0;0.858
2007.0;35657.0;;6943.0;;5626.0;4244.0;1537.0;78782.0;177076.0;2092.0;152509.0;24420.0;7497.0;-242.0;-4599.0;1543.0;7497.0;;;;;;;;;30032.0;;1036.0;282.0;19.47;;5467.0;15.78;1382.0;11.9;2.82;2.79;1522.0;;12397.0;;12397.0;;;66385.0;5712.0;6745.0;1579.0;8323.0;84259.0;;;98294.0;275369.0;;2092.0;;;;1826.0;107.0;;;1934.0;152350.0;;640.0;14049.0;14438.0;-4848.0;140.0;176929.0;147.0;177076.0;;4244.0;282.0;925.0;;1947.0;;;974.0;;99.0;;125.0;-53496.0;52618.0;511.0;-4.0;114.0;-2342.0;-1376.0;-991.0;-1113.0;11908.0;10364.0;;1.0;23.35;2.78;4.91;0.9;;15.99;1522.0;13.5;0.8;2.4;35533.0;;281.0;4229.0;24.6;11.9;76422.0;1820.0;24335.0;2.9;3.8;17.4;67.6;48.1;1.004
