;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1998.0;6612.0;1830.0;380.0;186.0;27.0;18.0;9.0;;;;;;276.0;-277.0;-101.0;-74.0;-1.0;4782.0;27.68;1644.0;333.0;959.0;959.0;;353.0;6426.0;;;353.0;5.74;2.82;-159.0;0.41;9.0;0.28;1.3;1.3;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;353.0;;;19.0;;-23.0;;;-114.0;-277.0;;-58.0;26.0;32.0;;322.0;;;-422.0;27.0;314.0;388.0;;1.17;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;6731.0;1922.0;576.0;363.0;283.0;232.0;10.0;;;;;;438.0;-368.0;17.0;135.0;123.0;4809.0;28.56;1559.0;291.0;975.0;975.0;;292.0;6368.0;;;292.0;8.55;5.4;-80.0;4.21;51.0;3.45;23.53;23.53;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;232.0;292.0;;;8.0;;-64.0;;;-95.0;-314.0;;-89.0;16.0;19.0;;616.0;;;-599.0;49.0;405.0;269.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;7760.0;2108.0;617.0;467.0;335.0;336.0;25.0;;;;;;350.0;-340.0;1205.0;1169.0;-27.0;5652.0;27.17;1393.0;299.0;1094.0;1094.0;;;7045.0;;;282.0;7.95;6.01;-131.0;4.32;-1.0;4.33;13.34;13.32;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;336.0;282.0;;;-236.0;;-265.0;;;-32.0;-377.0;;-135.0;31.0;141.0;;626.0;;;579.0;-46.0;1512.0;343.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;9365.0;2122.0;766.0;568.0;379.0;255.0;27.0;;;;;;897.0;-1046.0;-30.0;-214.0;452.0;7243.0;22.66;1555.0;328.0;1227.0;1227.0;;;8798.0;;;386.0;8.18;6.06;-188.0;4.05;124.0;2.73;11.92;11.92;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255.0;386.0;;;351.0;;468.0;;;-96.0;-446.0;;-912.0;165.0;146.0;;;;;-30.0;-34.0;1367.0;1581.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;12015.0;2861.0;1027.0;847.0;506.0;440.0;33.0;6713.0;11458.0;3524.0;6758.0;4655.0;1302.0;-2023.0;636.0;-81.0;584.0;9154.0;23.81;2014.0;441.0;1573.0;1573.0;;;11168.0;;;520.0;8.55;7.05;-340.0;4.21;66.0;3.66;14.18;13.55;28.0;;1726.0;;1726.0;;1135.0;3852.0;1913.0;;2575.0;2575.0;;;257.0;4745.0;;1457.0;541.0;;;1525.0;1998.0;;;1236.0;3234.0;;;;1241.0;1706.0;;1708.0;11413.0;45.0;11458.0;;440.0;520.0;;;356.0;;183.0;;;-15.0;-718.0;;-1501.0;176.0;19.0;;;;;636.0;4.0;1726.0;1807.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;10630.0;2417.0;676.0;639.0;112.0;33.0;28.0;7145.0;11661.0;3245.0;7148.0;4503.0;1486.0;-996.0;642.0;1156.0;846.0;8213.0;22.74;1778.0;371.0;1407.0;1407.0;;;9991.0;;;564.0;6.36;6.01;-527.0;1.05;79.0;0.31;1.13;1.13;28.0;;2995.0;;2995.0;;935.0;3215.0;1852.0;;2432.0;2432.0;;;233.0;4517.0;;1714.0;224.0;;;1307.0;2674.0;;;1228.0;3902.0;;;;1322.0;1773.0;;1407.0;11650.0;11.0;11661.0;;33.0;564.0;;;590.0;;151.0;;;300.0;-641.0;;-710.0;313.0;42.0;;;;-83.0;725.0;23.0;2995.0;1838.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;10831.0;2317.0;-152.0;588.0;-743.0;-862.0;27.0;6754.0;11550.0;3339.0;7905.0;3618.0;543.0;-1222.0;7.0;-646.0;72.0;8513.0;21.4;723.0;375.0;1353.0;1353.0;;-1005.0;9236.0;;;591.0;-1.4;5.43;-1331.0;-6.86;119.0;-7.96;-31.54;-31.54;27.0;;2582.0;;2582.0;;771.0;3400.0;1428.0;;2988.0;2988.0;;;379.0;4796.0;;1654.0;114.0;;;1571.0;3388.0;;;1177.0;4566.0;;;;1388.0;902.0;;1327.0;11523.0;27.0;11550.0;;-862.0;591.0;;;-55.0;;-87.0;;;869.0;-471.0;;-921.0;104.0;66.0;;;-79.0;-100.0;186.0;26.0;2582.0;3228.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;6734.0;1620.0;-72.0;452.0;291.0;-678.0;27.0;4046.0;10485.0;4643.0;7863.0;2614.0;355.0;-1060.0;-323.0;-1008.0;128.0;5115.0;24.05;1168.0;277.0;891.0;891.0;;;6282.0;;;523.0;-1.07;6.71;-161.0;4.32;83.0;-10.07;-25.59;-29.26;27.0;;1179.0;8.0;1187.0;;394.0;2465.0;1049.0;;3439.0;3439.0;;449.0;1503.0;6439.0;;1378.0;1733.0;;;1532.0;1015.0;;192.0;2014.0;3221.0;;;;1213.0;-1150.0;;2551.0;10477.0;8.0;10485.0;;-678.0;523.0;;;-50.0;;;;;560.0;-227.0;-840.0;;66.0;-59.0;;;-335.0;-93.0;105.0;20.0;1179.0;2187.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;7727.0;1821.0;672.0;563.0;;73.0;29.0;4750.0;10715.0;4858.0;7919.0;2787.0;548.0;-615.0;492.0;415.0;169.0;5905.0;23.57;1258.0;368.0;890.0;890.0;;;7164.0;;;599.0;8.7;7.29;;;;0.94;1.85;1.85;26.0;;1730.0;;1730.0;;483.0;2537.0;1073.0;2262.0;1414.0;3676.0;;524.0;691.0;5964.0;;1362.0;1684.0;;;1812.0;1838.0;;189.0;1033.0;3060.0;;;;1355.0;-1169.0;;2601.0;10706.0;9.0;10715.0;;73.0;599.0;;;-1.0;;;;;-123.0;-379.0;-337.0;;176.0;-75.0;;12.0;;-141.0;621.0;-9.0;1730.0;1315.0;;1.32;224.13;2.12;4.9;4.09;10.99;80.85;26.0;85.6;4.7;2.3;5854.0;7.3;454.0;55.0;;0.9;-82.0;1393.0;2112.0;;0.7;2.6;-93.2;76.3;1.32
2007.0;8227.0;1906.0;567.0;510.0;357.0;-34.0;26.0;3399.0;9893.0;4290.0;6890.0;2988.0;410.0;-203.0;-1258.0;-1080.0;8.0;6320.0;23.17;1397.0;421.0;1020.0;1020.0;;-44.0;7717.0;;;562.0;6.9;6.2;-153.0;4.34;39.0;-0.41;-2.34;-2.78;26.0;;836.0;;836.0;;485.0;2078.0;1013.0;2404.0;1371.0;3775.0;;736.0;971.0;6493.0;;1695.0;1089.0;;;1506.0;1575.0;;298.0;726.0;2600.0;;;;1479.0;-1362.0;;2871.0;9878.0;15.0;9893.0;;-34.0;562.0;;;82.0;;;;;-200.0;-402.0;-74.0;;61.0;212.0;;;-10.0;-171.0;-1077.0;-29.0;836.0;1915.0;;1.46;214.57;-0.89;0.21;4.46;10.49;77.93;26.0;-199.0;-11.5;2.5;5639.0;6.2;385.0;-23.0;10.9;-0.4;-610.0;1080.0;2048.0;0.1;0.1;-1.1;602.9;;1.459
2008.0;6766.0;1309.0;-1652.0;;-2381.0;-2702.0;26.0;3752.0;7816.0;6881.0;8002.0;-189.0;-445.0;-491.0;1216.0;275.0;-836.0;5458.0;19.34;1299.0;329.0;930.0;930.0;;41.0;6757.0;25.0;151.0;751.0;-24.42;;-2391.0;-35.19;148.0;-39.94;-103.59;-103.59;26.0;;1075.0;;1075.0;;377.0;2300.0;756.0;1295.0;941.0;2235.0;;720.0;352.0;4064.0;;1355.0;4001.0;45.0;;1525.0;31.0;;397.0;693.0;1121.0;;;;1415.0;-4191.0;;2588.0;7813.0;3.0;7816.0;;-2702.0;751.0;;;-457.0;;;;;1964.0;-391.0;-22.0;-3.0;;-211.0;-995.0;1.0;;-41.0;2251.0;-6.0;1075.0;800.0;;1.4;184.07;-73.51;-22.74;1.1;10.65;-5.13;26.0;-0.7;-0.0;2.0;4840.0;;537.0;-1933.0;-6.2;-39.9;-2238.0;22.0;-135.0;-273.8;-30.8;1431.9;101.5;;1.398
2009.0;5053.0;1120.0;20.0;;97.0;-490.0;26.0;2981.0;6185.0;5843.0;6834.0;-651.0;140.0;-326.0;-107.0;-286.0;-96.0;3933.0;22.16;752.0;219.0;547.0;547.0;;-14.0;4685.0;11.0;73.0;387.0;0.4;;-271.0;1.93;50.0;-9.69;-18.61;-18.61;26.0;;815.0;10.0;825.0;;139.0;2017.0;617.0;1068.0;653.0;1721.0;60.0;610.0;196.0;3204.0;;626.0;3905.0;10.0;;1313.0;23.0;;283.0;684.0;991.0;;;;1449.0;-4782.0;;2682.0;6183.0;3.0;6185.0;;-490.0;387.0;;;-172.0;;;;;415.0;-236.0;-6.0;;33.0;-180.0;-72.0;;;;-36.0;7.0;815.0;1101.0;;1.43;134.14;-13.0;-2.55;;6.27;-17.29;26.0;-1.0;-0.0;;3529.0;;270.0;-342.0;51.5;-9.7;-1999.0;16.0;-455.0;-52.4;-5.9;75.2;100.0;;1.432
