;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (GBP/USD)
1995.0;16268.0;;4955.0;3694.0;3702.0;2261.0;1637.0;;;;;;1942.0;-7433.0;5670.0;185.0;881.0;;;10732.0;2388.0;;;;8343.0;10732.0;388.0;523.0;827.0;30.46;22.71;8.0;22.76;1345.0;13.9;1.38;1.38;1637.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2261.0;827.0;;;-71.0;;12.0;;;-1075.0;-1061.0;-10615.0;-5.0;57.0;4190.0;-11305.0;164.0;;;16811.0;6.0;-4297.0;-4482.0;;1.55;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;14288.0;;6194.0;5365.0;5077.0;3421.0;1762.0;7482.0;14242.0;7116.0;12072.0;2170.0;1454.0;-178.0;-1127.0;452.0;767.0;;;8932.0;1989.0;;;;6943.0;8932.0;152.0;473.0;702.0;43.35;37.55;-288.0;35.54;1598.0;23.94;1.94;1.94;1762.0;;447.0;1715.0;2162.0;;1377.0;3943.0;6600.0;;;;14.0;447.0;-301.0;6759.0;;463.0;2648.0;;;4005.0;2910.0;;;2045.0;4956.0;;;;1518.0;;-3183.0;3835.0;14242.0;;14242.0;;3421.0;702.0;;;-517.0;;-164.0;;;-2152.0;-687.0;584.0;-43.0;5.0;-38.0;-2150.0;368.0;;;654.0;303.0;-2201.0;-2653.0;;1.71;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;13147.0;;5386.0;4649.0;4425.0;3048.0;1801.0;7911.0;13900.0;6402.0;10786.0;3114.0;1013.0;-1082.0;-97.0;-168.0;330.0;;;8374.0;1891.0;;;;6483.0;8374.0;171.0;374.0;615.0;40.96;35.36;-224.0;33.66;1349.0;23.18;1.71;1.69;1780.0;;354.0;2384.0;2738.0;;1409.0;3765.0;5903.0;;;;20.0;354.0;-288.0;5989.0;;493.0;1946.0;;;3964.0;3033.0;;;1351.0;4384.0;;;;1473.0;;-3244.0;4885.0;13900.0;;13900.0;;3048.0;615.0;;;-341.0;;-303.0;;;-2308.0;-684.0;-63.0;-31.0;;-305.0;-830.0;310.0;;;423.0;-2.0;792.0;960.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;13205.0;10650.0;5312.0;4438.0;4418.0;3037.0;1818.0;9113.0;15460.0;6857.0;10881.0;4579.0;678.0;-1373.0;561.0;-184.0;-108.0;2556.0;80.65;6259.0;1924.0;;;;4336.0;8815.0;184.0;334.0;592.0;40.22;33.61;-20.0;33.46;1348.0;23.0;1.69;1.67;1798.0;;397.0;2721.0;3118.0;;1909.0;4086.0;6010.0;;175.0;175.0;20.0;397.0;-255.0;6347.0;;485.0;2179.0;;;4193.0;2984.0;;;1040.0;4025.0;;;;1499.0;;-3651.0;6731.0;15460.0;;15460.0;;3037.0;592.0;;;-913.0;;-491.0;;;-2038.0;-786.0;-251.0;-101.0;89.0;-324.0;-104.0;470.0;;;195.0;-50.0;940.0;1123.0;;1.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;13738.0;6725.0;5163.0;4248.0;4167.0;2930.0;1820.0;9838.0;16872.0;8516.0;11705.0;5167.0;825.0;-1450.0;566.0;-42.0;-141.0;7013.0;48.95;2196.0;2053.0;;;;142.0;9209.0;184.0;333.0;693.0;37.59;30.92;-81.0;30.33;1207.0;21.33;1.62;1.61;1811.0;;351.0;2830.0;3181.0;;2487.0;4170.0;6019.0;;233.0;233.0;94.0;351.0;337.0;7034.0;;594.0;3641.0;;;4281.0;2039.0;;;1150.0;3189.0;;;;1472.0;;-4063.0;7757.0;16872.0;;16872.0;;2930.0;693.0;;;-450.0;;-633.0;;;-2348.0;-966.0;-47.0;-693.0;191.0;65.0;-15.0;168.0;;;413.0;16.0;261.0;303.0;;1.62;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;27044.0;21118.0;10413.0;7074.0;9019.0;6226.0;3067.0;16856.0;32296.0;13589.0;18901.0;13396.0;2770.0;-724.0;-817.0;1195.0;1120.0;5927.0;78.09;16000.0;3779.0;;;;12222.0;21927.0;236.0;474.0;1099.0;38.5;26.16;1945.0;33.35;2613.0;23.02;2.03;2.0;3033.0;;1919.0;3454.0;5373.0;;3406.0;8076.0;9936.0;;1699.0;1699.0;126.0;1919.0;1761.0;15441.0;;1215.0;3412.0;;;8962.0;2619.0;;;2693.0;5312.0;;;;2328.0;6396.0;-7349.0;12021.0;32296.0;;32296.0;;6226.0;1099.0;;;444.0;;-24.0;;;-4999.0;-1650.0;99.0;-1936.0;740.0;2022.0;-1131.0;277.0;;;37.0;-34.0;1961.0;766.0;;1.5;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;29867.0;23409.0;8091.0;8877.0;8851.0;4509.0;3060.0;14573.0;31949.0;13746.0;19735.0;12214.0;6704.0;-3551.0;-4045.0;-892.0;5078.0;6458.0;78.38;14532.0;3725.0;10861.0;10861.0;;-54.0;20990.0;;;1182.0;27.09;29.72;-26.0;29.64;2400.0;15.1;1.47;1.46;3036.0;;1044.0;2332.0;3376.0;;3046.0;8150.0;9978.0;;2693.0;2693.0;;;4705.0;17376.0;;1108.0;3096.0;;;9542.0;3073.0;;;2916.0;5989.0;;;;2249.0;5741.0;-7858.0;12081.0;31949.0;;31949.0;;4509.0;1182.0;;;1206.0;;367.0;;;-193.0;-1626.0;-1236.0;-68.0;202.0;-823.0;;210.0;-2524.0;-3389.0;1658.0;;1044.0;1936.0;;1.45;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;34179.0;26752.0;10354.0;8944.0;8872.0;6340.0;2981.0;17320.0;35975.0;14192.0;24071.0;10604.0;4931.0;-1753.0;-2525.0;-1439.0;2955.0;7426.0;78.27;15966.0;4673.0;12956.0;12956.0;;-1663.0;23393.0;118.0;332.0;1328.0;30.29;26.17;-73.0;25.96;2354.0;18.55;2.13;2.13;2956.0;;1695.0;2283.0;3978.0;;3352.0;9990.0;10714.0;;2913.0;2913.0;2746.0;1695.0;588.0;18656.0;;1152.0;2499.0;2335.0;;10541.0;4982.0;;1196.0;3701.0;9879.0;;;;2427.0;4747.0;-9239.0;12670.0;34675.0;1300.0;35975.0;;6340.0;1328.0;;;1516.0;;-3.0;;;-4254.0;-1975.0;-32.0;-122.0;198.0;179.0;-1017.0;90.0;-3577.0;-3749.0;5728.0;-235.0;-377.0;1062.0;;1.61;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;38238.0;30134.0;12919.0;11399.0;11287.0;7997.0;2919.0;22515.0;42757.0;15331.0;27660.0;13768.0;8664.0;-1676.0;-7036.0;-48.0;7114.0;8104.0;78.81;18735.0;4977.0;13520.0;13520.0;;238.0;26839.0;;287.0;1534.0;33.79;29.81;-112.0;29.52;3101.0;20.91;2.75;2.75;2903.0;;1716.0;4446.0;6162.0;;3761.0;12592.0;11488.0;255.0;3026.0;3281.0;-3921.0;;9394.0;20242.0;;1223.0;2589.0;;;11519.0;6511.0;;;5818.0;12329.0;;;;2652.0;7212.0;;3904.0;41428.0;1329.0;42757.0;;7997.0;1534.0;;;-728.0;;-136.0;;;-139.0;-1550.0;-21.0;-112.0;223.0;-216.0;;73.0;-1748.0;-4161.0;-1200.0;;1716.0;1764.0;;1.79;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;39043.0;30780.0;13915.0;11794.0;11734.0;8250.0;2874.0;26144.0;43299.0;16727.0;31405.0;11363.0;9020.0;-2118.0;-7546.0;-644.0;7361.0;8263.0;78.84;18985.0;5445.0;13541.0;13541.0;;;27249.0;338.0;695.0;1708.0;35.64;30.21;-60.0;30.05;3262.0;21.13;2.61;2.61;2868.0;;2227.0;5405.0;7631.0;;4204.0;14309.0;12409.0;;4108.0;4108.0;-4432.0;3899.0;1170.0;17155.0;;1355.0;3034.0;3363.0;;12337.0;8401.0;;1092.0;5185.0;14678.0;;;;2846.0;9169.0;;-651.0;42768.0;531.0;43299.0;;8250.0;1708.0;;;-979.0;;-63.0;;;40.0;-1658.0;-569.0;-197.0;111.0;196.0;-810.0;125.0;-2856.0;-4746.0;741.0;;-3805.0;-3161.0;;1.92;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;37277.0;29078.0;13699.0;626.0;11586.0;8069.0;2860.0;22677.0;46808.0;16369.0;33780.0;12582.0;10254.0;-2857.0;-5015.0;2783.0;8701.0;8199.0;78.0;28452.0;5397.0;12477.0;12477.0;;10577.0;36651.0;442.0;776.0;1556.0;36.75;1.68;10959.0;31.08;3297.0;21.65;2.84;2.82;2837.0;;7244.0;1764.0;9008.0;;3747.0;9923.0;11448.0;1198.0;7020.0;7020.0;-665.0;3811.0;2518.0;24131.0;;1410.0;3605.0;3906.0;;11354.0;9072.0;;979.0;7360.0;17411.0;;;;2566.0;9602.0;;414.0;46362.0;446.0;46808.0;;8069.0;1556.0;;;-130.0;;81.0;;;759.0;-1554.0;-1766.0;-40.0;60.0;442.0;-1596.0;550.0;-1720.0;-4261.0;2011.0;401.0;6836.0;4053.0;;1.72;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;45483.0;35671.0;17627.0;15291.0;15273.0;10554.0;2850.0;21527.0;50043.0;14227.0;31149.0;18381.0;8533.0;-2979.0;-9385.0;-4329.0;5419.0;9812.0;78.43;20381.0;6770.0;28429.0;14212.0;14216.0;-14818.0;30193.0;562.0;690.0;1877.0;38.75;33.62;-18.0;33.58;4507.0;23.2;3.74;3.7;2822.0;;3927.0;2027.0;5953.0;;4772.0;10801.0;13572.0;1485.0;6449.0;7934.0;-585.0;4158.0;3438.0;28516.0;;1694.0;1406.0;1217.0;;11128.0;9345.0;;1165.0;6411.0;16921.0;;190.0;;2934.0;13641.0;;1807.0;49530.0;513.0;50043.0;;10554.0;1877.0;;;-1456.0;;-584.0;;;-2442.0;-3114.0;-525.0;-137.0;63.0;734.0;-1448.0;915.0;-2640.0;-5087.0;-1125.0;-497.0;3451.0;7779.0;;1.96;8.23;1.91;0.98;0.92;0.56;3.33;2822.0;28.2;1.6;1.7;23218.0;33.6;958.0;5387.0;29.5;23.2;3726.0;4770.0;9383.0;31.5;31.8;57.4;51.8;125.7;1.959
2007.0;45134.0;34791.0;17698.0;15758.0;14959.0;10359.0;2784.0;27073.0;61599.0;20554.0;41909.0;19080.0;12241.0;-5978.0;-3459.0;2899.0;7983.0;10343.0;77.08;18513.0;6432.0;27075.0;13544.0;13531.0;-14993.0;28857.0;520.0;899.0;2031.0;39.21;34.91;-799.0;33.14;4409.0;22.95;3.75;3.72;2762.0;;6714.0;2291.0;9005.0;;6083.0;11985.0;15539.0;2722.0;8854.0;11576.0;-612.0;4363.0;3659.0;34526.0;;9659.0;6962.0;1640.0;;3933.0;14041.0;;1763.0;5551.0;21355.0;;165.0;;2987.0;12865.0;;3228.0;60989.0;610.0;61599.0;;10359.0;2031.0;;;-1680.0;;-908.0;;;1531.0;-4258.0;-2041.0;-369.0;89.0;600.0;-411.0;1059.0;-7453.0;-5549.0;8894.0;95.0;6400.0;3501.0;;1.98;8.23;1.89;1.46;1.01;0.78;3.48;2762.0;28.3;1.6;1.9;22739.0;34.9;1023.0;5219.0;29.5;23.0;3284.0;7074.0;9613.0;27.3;25.7;54.3;46.4;149.6;1.985
2008.0;35622.0;26238.0;12775.0;10446.0;9741.0;6893.0;2635.0;25261.0;57624.0;14653.0;45457.0;11601.0;10539.0;-1681.0;-7179.0;3293.0;7513.0;9384.0;73.66;15792.0;5385.0;11199.0;11199.0;;-791.0;25176.0;458.0;1233.0;1801.0;35.86;29.32;-705.0;27.34;2848.0;19.35;259.21;257.75;2616.0;;8225.0;572.0;8797.0;;5933.0;10531.0;14157.0;3073.0;8585.0;11659.0;935.0;4037.0;1575.0;32363.0;;8887.0;1398.0;1141.0;;4368.0;22280.0;;1044.0;7479.0;30804.0;;;;2070.0;6761.0;;2771.0;57058.0;566.0;57624.0;;6893.0;1801.0;;;698.0;;-601.0;;;1148.0;-3027.0;-664.0;-140.0;1385.0;-159.0;-4545.0;104.0;-5449.0;-4400.0;7111.0;1613.0;8004.0;4712.0;;1.46;9.31;1.8;1.96;1.15;0.79;3.03;2616.0;23.9;1.1;2.7;24352.0;29.3;1231.0;4712.0;29.2;19.3;7252.0;15231.0;7931.0;18.3;19.2;59.4;36.2;129.7;1.463
2009.0;45834.0;33910.0;16315.0;13612.0;12749.0;8936.0;2554.0;28388.0;69252.0;19579.0;51896.0;16165.0;12669.0;-6484.0;-4482.0;1448.0;9642.0;11924.0;73.98;20298.0;6634.0;15498.0;15498.0;;-1834.0;32222.0;113.0;1265.0;2524.0;35.6;29.7;-863.0;27.82;3590.0;19.5;3.53;3.5;2535.0;;10575.0;641.0;11216.0;;6566.0;10605.0;15146.0;5430.0;13221.0;18652.0;1538.0;3836.0;1693.0;40864.0;;10942.0;2377.0;2344.0;;6261.0;23890.0;;1042.0;7385.0;32317.0;;;;2288.0;10213.0;;3664.0;68061.0;1191.0;69252.0;;8936.0;2524.0;;289.0;-244.0;;-213.0;;;1163.0;-3026.0;-4511.0;-296.0;236.0;378.0;-1286.0;90.0;-92.0;-4996.0;1802.0;-255.0;10289.0;8841.0;;1.62;11.19;2.18;2.35;1.22;0.74;3.95;2535.0;16.6;0.2;3.4;28368.0;29.7;1562.0;5531.0;28.2;19.5;5452.0;14786.0;10005.0;20.4;20.3;55.3;44.1;51.8;1.616
2010.0;44294.0;32450.0;8499.0;5902.0;4925.0;2549.0;2561.0;25018.0;65883.0;19960.0;50680.0;13865.0;10604.0;-2914.0;-8691.0;-875.0;8053.0;11844.0;73.26;26548.0;6953.0;20364.0;20364.0;;-769.0;38393.0;181.0;1296.0;2619.0;19.19;13.32;-977.0;11.12;2034.0;5.76;1.0;1.0;2545.0;;9450.0;432.0;9882.0;;5986.0;9150.0;14111.0;5626.0;13311.0;18936.0;2364.0;4003.0;1451.0;40865.0;;10746.0;454.0;1633.0;;8760.0;23104.0;;1103.0;6513.0;30720.0;;;;2212.0;7456.0;;4197.0;64544.0;1339.0;65883.0;;2549.0;2619.0;;279.0;4332.0;;371.0;;;824.0;-2551.0;-552.0;-530.0;184.0;-434.0;-2092.0;123.0;-25.0;-5000.0;-1697.0;126.0;9060.0;9935.0;;1.56;11.16;0.64;2.03;1.26;0.64;3.49;2545.0;59.3;2.9;3.3;28392.0;13.3;1679.0;1634.0;41.3;5.8;3242.0;14809.0;8887.0;7.7;9.1;18.4;-96.1;60.9;1.56
2011.0;42546.0;31155.0;15105.0;12128.0;11959.0;8173.0;2550.0;25115.0;63818.0;23318.0;50105.0;12478.0;9709.0;-174.0;-9681.0;-314.0;7646.0;11390.0;73.23;19939.0;6228.0;13711.0;13711.0;;;31329.0;140.0;1241.0;2211.0;35.5;28.51;-169.0;28.11;3480.0;19.21;3.25;3.21;2514.0;;8877.0;286.0;9163.0;;6017.0;9936.0;13590.0;5832.0;12120.0;17952.0;1501.0;4426.0;1233.0;38702.0;;3989.0;4191.0;2552.0;;15137.0;18957.0;;1277.0;6553.0;26787.0;;;;2155.0;5235.0;;5088.0;62583.0;1235.0;63818.0;;8173.0;2211.0;;308.0;-2751.0;;-244.0;;;1769.0;-2063.0;-410.0;-172.0;1759.0;84.0;-12.0;458.0;-3460.0;-5291.0;-1376.0;-168.0;8707.0;9021.0;;1.55;10.89;2.09;1.96;1.35;0.53;3.19;2514.0;19.8;1.2;3.3;27387.0;28.5;1423.0;5261.0;29.1;19.2;1157.0;12203.0;8032.0;23.3;20.6;65.5;35.3;108.5;1.554
2012.0;42953.0;30124.0;14168.0;12013.0;10875.0;7419.0;2495.0;22251.0;67401.0;22451.0;56436.0;9442.0;7110.0;-4276.0;-5446.0;-2761.0;4640.0;12829.0;70.13;20104.0;6448.0;14202.0;14202.0;;-546.0;32933.0;119.0;1235.0;2348.0;32.98;27.97;-1138.0;25.32;3166.0;17.27;3.02;2.97;2456.0;;6799.0;132.0;6931.0;;6450.0;8870.0;14262.0;7084.0;16513.0;23596.0;2088.0;3876.0;1328.0;45150.0;;4333.0;5901.0;2233.0;;12218.0;23842.0;;1632.0;8512.0;33986.0;;124.0;;2192.0;1060.0;;6190.0;65878.0;1523.0;67401.0;;7419.0;2348.0;;358.0;-3933.0;;60.0;;;918.0;-2470.0;-4120.0;-372.0;364.0;1560.0;-4159.0;673.0;-4112.0;-6198.0;8350.0;-150.0;6348.0;9109.0;;1.63;10.76;1.86;1.16;1.55;0.62;2.37;2456.0;24.3;1.6;3.4;26431.0;28.0;1445.0;4565.0;29.1;17.3;-123.0;14671.0;5810.0;19.3;17.9;78.6;16.5;207.7;1.625
