;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
1998.0;419.0;349.0;218.0;177.0;137.0;99.0;66.0;223.0;800.0;179.0;203.0;474.0;254.0;-167.0;14.0;101.0;94.0;71.0;83.17;172.0;;;;;172.0;242.0;;;81.0;52.01;42.22;-40.0;32.59;38.0;23.62;1.5;1.5;66.0;;126.0;;126.0;66.0;;32.0;566.0;;;;;;11.0;577.0;;73.0;42.0;;;65.0;8.0;;14.0;1.0;23.0;;;;146.0;196.0;-139.0;270.0;677.0;124.0;800.0;;99.0;81.0;-14.0;;27.0;;;;;59.0;-160.0;;;;-7.0;;;;;14.0;;126.0;25.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;392.0;194.0;76.0;23.0;9.0;12.0;67.0;162.0;743.0;249.0;291.0;362.0;35.0;-177.0;43.0;-100.0;-140.0;198.0;49.52;171.0;;;;;171.0;369.0;;;67.0;19.36;5.88;-14.0;2.39;-3.0;3.03;0.16;0.16;67.0;;1.0;;1.0;106.0;25.0;30.0;553.0;;;;;;28.0;581.0;;93.0;119.0;;;37.0;4.0;;30.0;9.0;43.0;;;;117.0;148.0;-143.0;240.0;653.0;89.0;743.0;;12.0;67.0;-17.0;;-74.0;;-22.0;;;47.0;-175.0;;;;-2.0;;;;-24.0;67.0;;1.0;101.0;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;368.0;233.0;85.0;7.0;5.0;8.0;67.0;151.0;749.0;102.0;282.0;395.0;100.0;-105.0;53.0;49.0;-4.0;135.0;63.27;225.0;;;;;225.0;360.0;;;80.0;23.04;2.03;-3.0;1.26;-3.0;2.14;0.13;0.13;67.0;;50.0;;50.0;71.0;6.0;24.0;447.0;;;;;38.0;114.0;599.0;;53.0;20.0;;;29.0;161.0;;17.0;2.0;179.0;;;;90.0;142.0;-172.0;335.0;676.0;73.0;749.0;;8.0;80.0;-13.0;;21.0;;17.0;;;5.0;-105.0;;;;;;;;-7.0;60.0;;50.0;1.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;342.0;167.0;101.0;51.0;26.0;26.0;67.0;163.0;650.0;74.0;235.0;350.0;108.0;-69.0;-21.0;19.0;44.0;176.0;48.7;115.0;;;;;115.0;291.0;;;76.0;29.56;15.0;-26.0;7.48;-0.0;7.57;0.39;0.39;67.0;;61.0;;61.0;64.0;9.0;28.0;336.0;;;;;104.0;47.0;487.0;;27.0;13.0;;;33.0;131.0;;;30.0;161.0;;;;106.0;;-211.0;455.0;585.0;65.0;650.0;;26.0;76.0;-7.0;;2.0;;-4.0;;-0.0;11.0;-64.0;;-5.0;;;;;;-4.0;-17.0;;61.0;42.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;252.0;114.0;81.0;33.0;24.0;19.0;69.0;199.0;466.0;137.0;182.0;239.0;122.0;-101.0;-20.0;2.0;103.0;137.0;45.43;81.0;;;;;81.0;219.0;;;57.0;32.2;13.12;-9.0;9.56;6.0;7.38;0.27;0.27;69.0;;3.0;119.0;122.0;47.0;4.0;26.0;185.0;;;;;52.0;29.0;266.0;;35.0;70.0;;;32.0;21.0;;;24.0;45.0;;;;92.0;;147.0;-0.0;420.0;45.0;466.0;;19.0;57.0;8.0;;24.0;;2.0;;;14.0;-19.0;;-81.0;;-0.0;;;;-6.0;-13.0;;3.0;2.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;375.0;234.0;129.0;49.0;56.0;42.0;71.0;259.0;564.0;144.0;183.0;319.0;121.0;-23.0;-95.0;3.0;121.0;140.0;62.55;127.0;;;;;127.0;267.0;;;73.0;34.47;13.06;7.0;15.0;15.0;11.1;0.59;0.59;71.0;;7.0;137.0;144.0;79.0;6.0;30.0;233.0;;;;;48.0;23.0;304.0;;68.0;15.0;;;61.0;14.0;;;26.0;39.0;;;;127.0;;192.0;0.0;503.0;61.0;564.0;;42.0;73.0;;;3.0;;-0.0;;;4.0;;-40.0;;11.0;7.0;;;;-10.0;-85.0;;7.0;4.0;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;966.0;479.0;335.0;169.0;167.0;100.0;141.0;646.0;1354.0;409.0;445.0;761.0;336.0;-272.0;-45.0;20.0;82.0;487.0;49.58;312.0;;312.0;69.0;244.0;;799.0;50.0;26.0;168.0;34.71;17.49;-2.0;17.32;41.0;10.37;0.75;0.75;132.0;;34.0;289.0;322.0;259.0;18.0;47.0;601.0;;15.0;15.0;;61.0;30.0;708.0;;264.0;23.0;61.0;;121.0;16.0;;;20.0;36.0;;;;333.0;;428.0;;1206.0;148.0;1354.0;;100.0;168.0;;;54.0;-59.0;-7.0;106.0;18.0;13.0;-254.0;;-18.0;;;-29.0;;;-25.0;9.0;;34.0;14.0;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;1248.0;659.0;490.0;237.0;236.0;171.0;176.0;989.0;1875.0;633.0;701.0;1174.0;354.0;-351.0;-28.0;-26.0;210.0;589.0;52.79;453.0;;421.0;80.0;341.0;32.0;1042.0;68.0;36.0;228.0;39.25;18.96;-1.0;18.88;56.0;13.68;0.86;0.86;162.0;;13.0;535.0;548.0;358.0;35.0;48.0;772.0;;13.0;13.0;;50.0;51.0;886.0;;457.0;10.0;67.0;;166.0;45.0;;;23.0;68.0;;;;630.0;;545.0;;1875.0;;1875.0;;171.0;228.0;;;-74.0;-49.0;-15.0;7.0;13.0;29.0;-144.0;;;;-208.0;-28.0;;;-40.0;40.0;;13.0;38.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;4724.0;2154.0;1005.0;-63.0;-62.0;-141.0;465.0;2075.0;6631.0;1931.0;2948.0;3683.0;827.0;-814.0;-50.0;-37.0;-220.0;2570.0;45.59;2217.0;;;;;2217.0;4787.0;;;1067.0;21.27;-1.34;1.0;-1.31;79.0;-2.98;-0.3;-0.3;465.0;;206.0;351.0;557.0;1307.0;77.0;134.0;3356.0;;1010.0;1010.0;;14.0;177.0;4556.0;;1234.0;137.0;;;560.0;878.0;;;140.0;1017.0;;;;;;111.0;;6631.0;;6631.0;;-141.0;1067.0;41.0;;-315.0;;24.0;;2.0;175.0;-1048.0;;;234.0;0.0;;;;-54.0;4.0;;206.0;242.0;;0.47;21.71;-0.65;-1.01;0.25;4.82;16.92;465.0;-49.2;-2.7;0.8;10092.0;-1.3;2279.0;-301.0;-127.1;-3.0;307.0;1875.0;7867.0;-3.0;-0.9;-3.8;138.1;;0.468
2007.0;6989.0;3207.0;1442.0;150.0;136.0;43.0;466.0;2961.0;8171.0;2831.0;3818.0;4354.0;1420.0;-707.0;-418.0;295.0;409.0;3782.0;45.89;3057.0;;;;;3057.0;6839.0;;;1305.0;20.63;2.15;-14.0;1.95;94.0;0.61;0.0;0.0;466.0;;628.0;31.0;659.0;1981.0;156.0;165.0;3945.0;;1067.0;1067.0;;;199.0;5211.0;;1766.0;435.0;;;630.0;754.0;;;233.0;987.0;;;;;;58.0;;8171.0;;8171.0;;43.0;1305.0;35.0;;-137.0;;-64.0;;;174.0;-1011.0;;;304.0;-0.0;;;;-247.0;-171.0;;628.0;333.0;;0.56;26.69;0.16;1.56;0.94;3.86;16.63;466.0;220.0;12.7;2.6;12441.0;2.1;2323.0;76.0;68.7;0.6;231.0;1342.0;7750.0;0.8;1.7;1.0;-478.6;60.4;0.562
2008.0;5651.0;2599.0;1283.0;212.0;50.0;78.0;469.0;2521.0;7015.0;2540.0;3650.0;3365.0;1374.0;-1432.0;237.0;179.0;-114.0;3052.0;46.0;2356.0;;2258.0;487.0;1771.0;98.0;5407.0;75.0;192.0;1040.0;22.7;3.75;-162.0;0.89;-28.0;1.38;0.49;0.49;469.0;;662.0;10.0;672.0;1138.0;237.0;474.0;2073.0;;2081.0;2145.0;4.0;48.0;224.0;4495.0;;1522.0;618.0;260.0;;400.0;893.0;;;217.0;1110.0;;;;;;-3293.0;;7015.0;;7015.0;;78.0;1040.0;-56.0;;-149.0;-153.0;-117.0;119.0;-43.0;461.0;-1488.0;;;53.0;-570.0;-241.0;;;-90.0;568.0;;662.0;483.0;;0.43;27.91;0.38;-0.56;0.44;7.35;16.62;469.0;70.0;3.3;1.6;13081.0;3.8;2409.0;180.0;-55.4;1.4;-45.0;2067.0;7790.0;8.4;3.5;2.3;-15.3;-78.7;0.432
