;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2009.0;7519.0;3662.0;1804.0;274.0;126.0;123.0;169.0;3882.0;10011.0;3291.0;5236.0;4775.0;1435.0;-1154.0;224.0;506.0;314.0;3857.0;48.7;3388.0;;3167.0;614.0;2553.0;221.0;7245.0;79.0;195.0;1482.0;23.99;3.64;-147.0;1.68;3.0;1.64;0.73;0.73;169.0;;1384.0;84.0;1468.0;1423.0;233.0;758.0;3054.0;10.0;2632.0;2642.0;10.0;113.0;311.0;6129.0;;1907.0;773.0;415.0;;611.0;1573.0;;;371.0;1945.0;;;;;;-5586.0;;10011.0;;10011.0;;123.0;1482.0;-40.0;;-538.0;-84.0;82.0;-324.0;-225.0;408.0;-1121.0;;-34.0;;-392.0;-741.0;;;-96.0;1061.0;;1384.0;879.0;;0.57;77.71;1.27;3.25;1.0;11.58;49.35;169.0;15.5;0.2;5.0;13106.0;3.6;2583.0;215.0;2.5;1.6;1030.0;2743.0;8323.0;4.7;3.2;2.6;21.8;30.7;0.574
2010.0;8711.0;4309.0;2578.0;723.0;575.0;1333.0;495.0;3872.0;11671.0;3429.0;5465.0;6206.0;1743.0;-885.0;-880.0;-22.0;692.0;4402.0;49.47;3586.0;;2995.0;497.0;2498.0;590.0;7988.0;115.0;199.0;1804.0;29.59;8.3;-148.0;6.6;-757.0;15.3;7.92;7.92;495.0;;1432.0;11.0;1443.0;2172.0;138.0;120.0;3533.0;221.0;2511.0;2733.0;8.0;;1525.0;7799.0;;;577.0;488.0;;2852.0;1372.0;50.0;;613.0;2036.0;;;;4910.0;;;1296.0;11671.0;;11671.0;;1333.0;1804.0;;;-833.0;-368.0;107.0;;-749.0;-560.0;-1051.0;;;167.0;;-1032.0;;;-121.0;273.0;;1432.0;1454.0;;0.6;29.2;4.47;2.32;0.41;3.52;20.8;495.0;6.5;0.3;1.4;14457.0;8.3;2993.0;2212.0;-131.7;15.3;735.0;2277.0;10301.0;21.8;6.6;21.5;90.9;17.5;0.603
2011.0;9168.0;4574.0;2532.0;1109.0;981.0;688.0;453.0;4447.0;12577.0;3647.0;5624.0;6953.0;2216.0;-2304.0;564.0;476.0;605.0;4594.0;49.89;3465.0;;2823.0;345.0;2478.0;642.0;8059.0;136.0;172.0;1379.0;27.61;12.1;-128.0;10.7;294.0;7.5;1.52;1.52;453.0;;1751.0;1.0;1752.0;2420.0;147.0;128.0;3554.0;891.0;2208.0;3098.0;14.0;;1463.0;8130.0;;;585.0;622.0;;3062.0;1379.0;;;599.0;1978.0;;;;5280.0;;-6147.0;7819.0;12577.0;;12577.0;;688.0;1379.0;;;-500.0;-420.0;-21.0;;-197.0;649.0;-1611.0;-811.0;;113.0;4.0;-504.0;924.0;-2.0;-261.0;407.0;;1751.0;1275.0;;0.54;37.74;2.83;2.49;1.07;6.63;28.62;453.0;13.0;0.8;2.9;17086.0;12.1;2570.0;1281.0;29.9;7.5;1491.0;2570.0;12957.0;9.0;9.2;9.9;62.0;-109.4;0.537
2012.0;9155.0;4334.0;2492.0;1133.0;1051.0;707.0;484.0;4863.0;12739.0;3598.0;5990.0;6749.0;2423.0;-1743.0;-110.0;569.0;586.0;4821.0;47.34;3220.0;;2679.0;350.0;2329.0;540.0;8041.0;108.0;129.0;1312.0;27.22;12.37;-82.0;11.48;344.0;7.72;1.46;1.46;484.0;;2161.0;0.0;2162.0;2385.0;131.0;185.0;3692.0;745.0;2177.0;2922.0;11.0;611.0;640.0;7875.0;;2095.0;464.0;410.0;;1040.0;1678.0;;96.0;617.0;2391.0;;;;4801.0;;1950.0;-2.0;12739.0;;12739.0;;707.0;1312.0;-1.0;1.0;-268.0;-264.0;2.0;269.0;-108.0;671.0;-1837.0;;;;94.0;-636.0;;;-255.0;782.0;;2161.0;1592.0;;0.49;38.81;3.0;2.48;1.08;7.79;28.61;484.0;8.1;0.5;4.5;18764.0;12.4;2689.0;1449.0;32.7;7.7;2592.0;3439.0;13833.0;8.7;9.3;10.5;63.9;43.6;0.488
2013.0;8433.0;3852.0;2287.0;1032.0;904.0;637.0;484.0;4547.0;11911.0;3407.0;5733.0;6178.0;2231.0;-1510.0;-358.0;363.0;725.0;4581.0;45.68;2836.0;;2431.0;352.0;2079.0;405.0;7417.0;170.0;211.0;1172.0;27.12;12.24;-128.0;10.72;267.0;7.56;1.32;1.32;483.0;;2238.0;;2238.0;2031.0;126.0;152.0;3474.0;646.0;2078.0;2724.0;12.0;451.0;703.0;7364.0;;2225.0;413.0;295.0;;769.0;1733.0;;143.0;451.0;2326.0;;137.0;;4165.0;;2013.0;-1.0;11911.0;;11911.0;;637.0;1172.0;;2.0;-318.0;-2.0;-12.0;379.0;-137.0;738.0;-1506.0;;;;-4.0;-535.0;;;-311.0;488.0;;2238.0;1875.0;;0.42;41.21;3.11;3.54;1.52;7.36;30.19;483.0;6.9;0.4;7.0;19921.0;12.2;2768.0;1506.0;29.5;7.6;2693.0;4093.0;14595.0;9.2;9.4;10.3;51.2;42.9;0.423
2014.0;7335.0;3542.0;2239.0;935.0;825.0;582.0;484.0;4204.0;12300.0;3432.0;6536.0;5764.0;2423.0;-2582.0;138.0;-21.0;-146.0;3794.0;48.28;2619.0;;2239.0;349.0;1890.0;381.0;6413.0;241.0;266.0;1148.0;30.52;12.75;-110.0;11.25;243.0;7.93;1.2;1.2;484.0;;1969.0;;1969.0;1949.0;99.0;187.0;3354.0;575.0;2933.0;3507.0;15.0;334.0;885.0;8096.0;;2032.0;483.0;304.0;;916.0;2182.0;;181.0;741.0;3104.0;;124.0;;3712.0;;2053.0;-0.0;12300.0;;12300.0;;582.0;1148.0;;;55.0;-77.0;12.0;5.0;-88.0;638.0;-2569.0;;;;-13.0;-377.0;10.0;;-314.0;820.0;;1969.0;1989.0;;0.38;40.32;3.2;-0.8;1.73;14.12;31.69;484.0;8.2;0.5;6.6;19498.0;12.7;3053.0;1546.0;29.5;7.9;2051.0;5799.0;15322.0;8.7;8.9;10.1;45.9;-208.5;0.376
2015.0;4326.0;2229.0;1802.0;819.0;752.0;523.0;484.0;3037.0;8936.0;2185.0;4662.0;4274.0;1080.0;-713.0;-148.0;219.0;-123.0;2097.0;51.53;1726.0;;1439.0;221.0;1218.0;287.0;3823.0;198.0;201.0;849.0;41.65;18.93;-67.0;17.39;229.0;12.08;1.08;1.08;484.0;;1540.0;151.0;1691.0;1037.0;36.0;274.0;2692.0;385.0;2128.0;2514.0;;4.0;689.0;5899.0;;955.0;597.0;181.0;122.0;511.0;1812.0;277.0;30.0;357.0;2477.0;;409.0;;2490.0;;1784.0;-1.0;8936.0;;8936.0;;523.0;849.0;;1.0;-490.0;135.0;31.0;-455.0;-18.0;198.0;-1202.0;;;;490.0;-453.0;;;-91.0;396.0;;1540.0;1321.0;;0.25;35.41;4.28;-1.0;0.74;9.84;34.98;484.0;3.5;0.2;5.0;17139.0;18.9;3362.0;2071.0;30.5;12.1;3375.0;7180.0;16933.0;9.8;10.7;12.2;82.6;-74.2;0.252
2016.0;4796.0;2433.0;1697.0;437.0;311.0;230.0;484.0;3104.0;10643.0;2236.0;5364.0;5278.0;1533.0;-1305.0;-527.0;-299.0;150.0;2363.0;50.74;2021.0;;1695.0;246.0;1449.0;327.0;4384.0;208.0;223.0;1162.0;35.38;9.12;-126.0;6.49;81.0;4.81;0.48;0.48;484.0;;1575.0;147.0;1722.0;1220.0;44.0;117.0;3404.0;469.0;2796.0;3265.0;;13.0;857.0;7539.0;;1063.0;381.0;251.0;249.0;542.0;2236.0;326.0;33.0;533.0;3128.0;;553.0;;3030.0;;2249.0;-1.0;10643.0;;10643.0;;230.0;1162.0;;1.0;-277.0;-90.0;-1.0;-91.0;-104.0;416.0;-1383.0;;;;78.0;-880.0;;;-141.0;494.0;;1575.0;1873.0;;0.31;32.26;1.55;1.01;0.95;9.3;35.51;484.0;7.1;0.3;8.7;15617.0;9.1;3785.0;750.0;25.9;4.8;2826.0;7280.0;17188.0;4.7;5.0;4.4;38.7;94.0;0.307
2017.0;4901.0;2564.0;1814.0;584.0;433.0;373.0;484.0;2297.0;9842.0;2181.0;4362.0;5480.0;1632.0;-1329.0;-957.0;-654.0;379.0;2337.0;52.32;1992.0;;1635.0;254.0;1381.0;357.0;4329.0;140.0;169.0;1212.0;37.02;11.91;-150.0;8.84;61.0;7.6;0.77;0.77;484.0;;894.0;231.0;1125.0;1008.0;37.0;127.0;3272.0;461.0;2954.0;3415.0;1.0;;857.0;7545.0;;1204.0;462.0;171.0;145.0;371.0;1524.0;299.0;30.0;328.0;2181.0;;570.0;;2979.0;;2506.0;-5.0;9842.0;;9842.0;;373.0;1212.0;;3.0;-367.0;30.0;6.0;158.0;-125.0;411.0;-1252.0;;;;-76.0;-1054.0;;-4.0;-100.0;201.0;;894.0;1548.0;;0.3;33.54;2.55;2.6;0.69;8.57;37.5;484.0;6.5;0.3;4.2;16234.0;11.9;4014.0;1235.0;14.0;7.6;383.0;5049.0;18151.0;6.8;6.1;6.8;73.1;27.5;0.302
2018.0;4374.0;2391.0;1612.0;623.0;484.0;656.0;484.0;1545.0;8232.0;1823.0;3133.0;5099.0;1579.0;-987.0;-1078.0;-486.0;592.0;1984.0;54.65;1778.0;;1517.0;237.0;1280.0;261.0;3762.0;51.0;109.0;1019.0;36.84;14.24;-138.0;11.07;-171.0;14.99;1.35;1.35;484.0;;277.0;202.0;479.0;910.0;47.0;109.0;2886.0;393.0;2358.0;2752.0;1.0;207.0;842.0;6687.0;;1114.0;233.0;202.0;105.0;371.0;695.0;234.0;;382.0;1311.0;;500.0;;2542.0;;2560.0;-2.0;8232.0;;8232.0;;656.0;1019.0;;-0.0;-200.0;-265.0;-15.0;85.0;-50.0;105.0;-987.0;;;;0.0;-980.0;1.0;;-152.0;52.0;;277.0;763.0;;0.26;35.08;5.26;4.75;1.22;7.92;40.9;484.0;3.4;0.1;6.8;16981.0;14.2;3954.0;2545.0;-35.4;15.0;-1077.0;2699.0;19795.0;12.5;7.2;12.9;76.9;25.4;0.258
2019.0;4323.0;2474.0;2651.0;1123.0;1129.0;901.0;484.0;2103.0;10039.0;2020.0;4458.0;5581.0;1758.0;-924.0;-533.0;301.0;799.0;1850.0;57.22;1362.0;;1479.0;239.0;1241.0;-117.0;3212.0;40.0;247.0;1276.0;61.32;25.98;5.0;26.1;227.0;20.84;1.87;1.87;484.0;;568.0;163.0;731.0;1254.0;51.0;68.0;4382.0;380.0;2026.0;2405.0;1.0;;1147.0;7935.0;;976.0;562.0;189.0;70.0;412.0;1879.0;206.0;12.0;341.0;2438.0;;1936.0;;2455.0;;3127.0;-1.0;10039.0;;10039.0;;901.0;1276.0;;1.0;-776.0;-256.0;-5.0;-100.0;-51.0;356.0;-959.0;;;;35.0;-379.0;0.0;;-192.0;38.0;;568.0;268.0;;0.25;35.9;7.48;6.63;1.59;7.96;46.34;484.0;2.1;0.1;10.3;17377.0;26.0;5129.0;3622.0;20.1;20.8;337.0;7553.0;22432.0;13.7;13.7;16.1;78.7;24.0;0.249
2020.0;3324.0;1785.0;1626.0;540.0;384.0;352.0;4405.0;2004.0;8018.0;1598.0;3556.0;4463.0;1670.0;-1050.0;-564.0;56.0;921.0;1539.0;53.69;1251.0;;1036.0;181.0;855.0;215.0;2790.0;32.0;178.0;1064.0;48.91;16.23;-156.0;11.54;32.0;10.59;0.08;0.08;4405.0;;496.0;399.0;894.0;943.0;47.0;120.0;3484.0;294.0;1444.0;1738.0;1.0;106.0;685.0;6014.0;;602.0;528.0;237.0;51.0;416.0;1536.0;145.0;;276.0;1958.0;;1613.0;;2594.0;1787.0;1870.0;-1789.0;8018.0;;8018.0;;352.0;1064.0;;0.0;-71.0;-75.0;-8.0;-158.0;-17.0;324.0;-749.0;4.0;;;-305.0;-526.0;;;-222.0;185.0;;496.0;440.0;;0.19;3.92;0.42;1.09;0.26;0.88;5.26;4405.0;34.0;0.9;1.9;17268.0;16.2;5527.0;1828.0;8.2;10.6;2110.0;7980.0;23183.0;8.0;7.0;7.9;36.9;24.1;0.193
2021.0;3241.0;1698.0;1579.0;;557.0;531.0;4405.0;2764.0;8943.0;1905.0;4436.0;4507.0;2291.0;-1682.0;-132.0;476.0;861.0;1543.0;52.38;1022.0;;;;;1022.0;2565.0;;;1022.0;48.7;;-119.0;17.18;26.0;16.38;0.12;0.12;4405.0;;939.0;820.0;1758.0;855.0;36.0;114.0;3286.0;;;1900.0;290.0;96.0;606.0;6179.0;;586.0;325.0;299.0;35.0;958.0;1993.0;124.0;;415.0;2531.0;;1627.0;;2419.0;;2089.0;-2.0;8943.0;;8943.0;;531.0;1022.0;;3.0;576.0;-105.0;8.0;28.0;14.0;159.0;-1430.0;197.0;;;-449.0;-321.0;;;-187.0;377.0;;939.0;462.0;;0.18;4.1;0.67;1.09;0.24;1.81;5.7;4405.0;17.3;0.6;2.0;18058.0;;5692.0;2957.0;4.7;16.4;4787.0;11101.0;25107.0;7.5;6.2;11.8;64.7;21.8;0.179
