;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1994.0;119.0;24.0;4.0;4.0;4.0;3.0;8.0;;;;;;3.0;-1.0;-2.0;0.0;2.0;95.0;19.88;19.0;;19.0;19.0;;1.0;114.0;;-0.0;1.0;3.45;3.5;-0.0;3.2;0.0;2.9;0.41;0.41;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;0.0;;-2.0;;;;;0.0;-1.0;;;;-0.0;;;0.0;;-2.0;;9.0;9.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;147.0;30.0;3.0;4.0;3.0;3.0;2.0;19.0;38.0;14.0;29.0;9.0;5.0;-13.0;9.0;1.0;4.0;118.0;20.18;25.0;;24.0;24.0;;1.0;143.0;;-1.0;1.0;2.33;2.98;-1.0;2.29;0.0;2.24;1.74;1.74;2.0;;3.0;;3.0;15.0;;2.0;3.0;;16.0;16.0;;0.0;0.0;19.0;;;3.0;;;11.0;15.0;;;0.0;16.0;;;;0.0;8.0;;0.0;38.0;;38.0;;3.0;1.0;-0.0;;-0.0;;;;;0.0;-1.0;;;;-12.0;;;0.0;;9.0;;1.0;;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;104.0;23.0;6.0;7.0;6.0;4.0;5.0;36.0;71.0;12.0;13.0;58.0;2.0;-28.0;39.0;13.0;1.0;81.0;21.91;16.0;;15.0;15.0;;1.0;97.0;;-1.0;1.0;5.53;6.6;-1.0;5.55;2.0;3.86;0.82;0.82;5.0;;14.0;;14.0;21.0;;2.0;4.0;29.0;1.0;30.0;;0.0;0.0;35.0;;;;;;12.0;;;;1.0;1.0;;;;0.0;3.0;-3.0;59.0;71.0;0.0;71.0;;4.0;1.0;;;-4.0;-6.0;;;;0.0;-1.0;;;;-27.0;;;66.0;;-27.0;;16.0;3.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;413.0;94.0;31.0;28.0;27.0;16.0;17.0;63.0;249.0;40.0;53.0;195.0;8.0;-118.0;96.0;-13.0;4.0;319.0;22.69;66.0;;61.0;61.0;;5.0;385.0;;-1.0;5.0;7.5;6.67;-1.0;6.54;11.0;3.86;0.97;0.97;17.0;;0.0;;0.0;57.0;;6.0;10.0;171.0;2.0;173.0;;0.0;4.0;186.0;;;;;;40.0;12.0;;;1.0;13.0;;;;0.0;19.0;-5.0;181.0;249.0;;249.0;;16.0;5.0;-1.0;;-12.0;-37.0;;;;0.0;-5.0;;;;-113.0;;;92.0;;5.0;;0.0;13.0;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;983.0;256.0;50.0;49.0;42.0;18.0;30.0;181.0;581.0;87.0;321.0;260.0;6.0;-161.0;161.0;6.0;-4.0;727.0;26.06;207.0;;167.0;167.0;;40.0;934.0;;-7.0;14.0;5.04;5.0;-7.0;4.31;24.0;1.83;0.61;0.61;30.0;;13.0;;13.0;156.0;;13.0;22.0;372.0;3.0;375.0;;10.0;-8.0;399.0;;;;;;87.0;177.0;;;57.0;234.0;;;;0.0;46.0;-1.0;215.0;581.0;0.0;581.0;;18.0;14.0;5.0;;-33.0;-103.0;;;;3.0;-10.0;;;;-151.0;;;3.0;;158.0;-1.0;6.0;0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;1253.0;310.0;52.0;66.0;47.0;31.0;30.0;218.0;685.0;79.0;395.0;290.0;5.0;-139.0;126.0;-9.0;-7.0;943.0;24.76;245.0;;221.0;221.0;;24.0;1188.0;;-18.0;22.0;4.11;5.23;-18.0;3.78;16.0;2.48;1.05;1.05;30.0;;4.0;;4.0;191.0;;23.0;29.0;431.0;4.0;435.0;;9.0;-6.0;467.0;;;;;;79.0;300.0;;;15.0;316.0;;;;0.0;76.0;-5.0;219.0;685.0;;685.0;;31.0;22.0;2.0;;-35.0;-26.0;;;;-15.0;-12.0;;;;-127.0;;;-0.0;;126.0;-1.0;4.0;14.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;31.0;16.0;-42.0;-3.0;-0.0;-51.0;29.0;175.0;255.0;17.0;17.0;237.0;16.0;428.0;-304.0;140.0;14.0;15.0;50.64;19.0;;14.0;14.0;;5.0;35.0;;2.0;5.0;-135.17;-11.11;3.0;-1.5;1.0;-162.39;-1.74;-1.74;29.0;;146.0;;146.0;22.0;;8.0;2.0;34.0;2.0;36.0;;;41.0;79.0;;;;;;17.0;;;;0.0;0.0;;;;0.0;25.0;-1.0;213.0;255.0;-0.0;255.0;;-51.0;5.0;;;2.0;179.0;;;;59.0;-2.0;;;;430.0;;;-6.0;;-298.0;;144.0;4.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;26.0;10.0;10.0;-5.0;-3.0;2.0;13.0;57.0;113.0;8.0;8.0;105.0;7.0;21.0;-131.0;-103.0;6.0;15.0;40.63;16.0;;10.0;10.0;;5.0;31.0;;2.0;5.0;37.62;-19.46;2.0;-11.68;1.0;7.06;0.14;0.14;13.0;;40.0;11.0;52.0;4.0;;1.0;2.0;30.0;2.0;32.0;;;22.0;56.0;;;;;;8.0;0.0;;;;0.0;;;;0.0;27.0;-2.0;79.0;113.0;;113.0;;2.0;5.0;1.0;;16.0;2.0;;;;-16.0;-1.0;;;;22.0;;;-4.0;;-127.0;;34.0;137.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;19.0;7.0;-22.0;-11.0;-10.0;-23.0;12.0;51.0;86.0;5.0;5.0;81.0;-4.0;-6.0;-1.0;-11.0;-4.0;12.0;36.18;18.0;;9.0;9.0;;9.0;29.0;;1.0;1.0;-116.14;-58.02;1.0;-53.92;;-125.6;-2.02;-2.02;12.0;;29.0;18.0;47.0;3.0;;2.0;2.0;10.0;2.0;12.0;;;22.0;35.0;;;;;;5.0;;;;;;;;;0.0;4.0;-2.0;79.0;86.0;;86.0;;-23.0;1.0;0.0;;1.0;1.0;;;;17.0;-0.0;;;;-6.0;;;-0.0;;-0.0;;30.0;41.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;27.0;12.0;1.0;1.0;1.0;1.0;12.0;50.0;87.0;6.0;6.0;81.0;1.0;-1.0;-1.0;-1.0;1.0;15.0;46.15;12.0;;11.0;11.0;;1.0;27.0;;0.0;1.0;5.21;1.99;0.0;3.7;-1.0;3.99;0.09;0.09;12.0;;28.0;16.0;44.0;5.0;;1.0;1.0;11.0;2.0;13.0;;;22.0;36.0;;;;;;6.0;;;;;;;;;0.0;5.0;-1.0;77.0;87.0;;87.0;;1.0;1.0;-1.0;;1.0;-0.0;;;;-1.0;-0.0;;;;-1.0;;;-1.0;;-0.0;;34.0;35.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
