;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2011.0;5335.0;2098.0;1569.0;1263.0;923.0;656.0;684.0;1999.0;13530.0;2130.0;7871.0;5659.0;1458.0;-1078.0;-294.0;86.0;271.0;3236.0;39.34;787.0;;775.0;442.0;332.0;12.0;4023.0;56.0;234.0;413.0;29.42;23.68;-340.0;17.31;267.0;12.31;0.96;0.96;684.0;;1154.0;;1154.0;738.0;24.0;83.0;191.0;;10808.0;10808.0;28.0;96.0;407.0;11531.0;;137.0;875.0;97.0;;1118.0;3738.0;;;2004.0;5742.0;;;;3329.0;2263.0;-96.0;163.0;13530.0;;13530.0;;656.0;413.0;;;-181.0;-192.0;-5.0;78.0;-54.0;570.0;-1186.0;;;;-1001.0;-1062.0;;;;768.0;;1154.0;1067.0;;0.54;14.54;1.79;0.74;;3.23;15.43;684.0;5.1;0.3;;9942.0;23.7;769.0;1223.0;28.9;12.3;-243.0;6966.0;10546.0;7.2;8.6;11.6;100.0;;0.537
2012.0;5247.0;2093.0;1842.0;1388.0;1241.0;933.0;684.0;1628.0;13015.0;1853.0;7299.0;5716.0;1140.0;-975.0;-276.0;-112.0;148.0;3154.0;39.88;704.0;;654.0;313.0;340.0;51.0;3859.0;50.0;240.0;361.0;35.11;26.46;-147.0;23.65;308.0;17.78;1.36;1.36;684.0;;937.0;;937.0;633.0;26.0;32.0;187.0;;10730.0;10730.0;;69.0;401.0;11387.0;;145.0;667.0;75.0;;1041.0;3758.0;;;1689.0;5446.0;;;;3027.0;;2689.0;;13015.0;;13015.0;;933.0;361.0;;;-491.0;-77.0;-4.0;-13.0;-353.0;337.0;-992.0;;;;-960.0;-741.0;;;;464.0;;937.0;1049.0;;0.49;15.73;2.8;0.44;;2.98;17.14;684.0;4.6;0.3;;10754.0;26.5;740.0;1912.0;24.8;17.8;-461.0;7702.0;11716.0;10.0;11.4;16.3;100.0;;0.488
2013.0;4790.0;1905.0;1683.0;1329.0;1124.0;814.0;684.0;1377.0;11969.0;1258.0;6495.0;5474.0;1176.0;-966.0;-267.0;-57.0;187.0;2885.0;39.76;577.0;;525.0;255.0;270.0;52.0;3462.0;63.0;190.0;369.0;35.14;27.74;-205.0;23.47;310.0;17.0;1.19;1.19;684.0;;754.0;;754.0;594.0;25.0;4.0;84.0;;10094.0;10094.0;10.0;48.0;354.0;10591.0;;116.0;271.0;49.0;;870.0;3729.0;;55.0;1453.0;5237.0;;162.0;;2626.0;2852.0;2848.0;-2852.0;11969.0;;11969.0;;814.0;369.0;;;-254.0;-5.0;-3.0;-7.0;-155.0;247.0;-989.0;;-0.0;;-953.0;-754.0;;;;487.0;;754.0;811.0;;0.42;16.56;2.81;0.65;;3.42;18.92;684.0;4.3;0.3;;11316.0;27.7;871.0;1924.0;27.6;17.0;282.0;8809.0;12931.0;8.9;11.0;14.9;100.0;;0.423
2014.0;4218.0;1346.0;1039.0;720.0;480.0;340.0;684.0;1210.0;11420.0;1309.0;6415.0;5005.0;933.0;-1037.0;82.0;-22.0;-101.0;2873.0;31.91;626.0;;571.0;293.0;277.0;56.0;3499.0;48.0;182.0;378.0;24.64;17.06;-240.0;11.37;140.0;8.05;0.5;0.5;684.0;;648.0;;648.0;529.0;25.0;7.0;115.0;;9773.0;9773.0;8.0;79.0;235.0;10210.0;;122.0;454.0;28.0;;734.0;3603.0;;;1502.0;5105.0;;182.0;;3762.0;;1243.0;;11420.0;;11420.0;;340.0;378.0;;;-39.0;137.0;-3.0;-0.0;-137.0;254.0;-1034.0;;-0.0;;-1037.0;-199.0;;;;281.0;;648.0;670.0;;0.38;16.41;1.32;-0.39;;4.02;19.46;684.0;6.8;0.4;;11213.0;17.1;1004.0;903.0;29.2;8.1;-265.0;9579.0;13304.0;4.6;5.8;6.8;100.0;;0.376
2015.0;2956.0;871.0;544.0;768.0;148.0;135.0;684.0;871.0;8508.0;944.0;5045.0;3462.0;667.0;-621.0;-67.0;-21.0;48.0;2085.0;29.46;103.0;;103.0;-48.0;151.0;0.0;2188.0;11.0;125.0;271.0;18.42;25.99;-620.0;5.02;13.0;4.58;0.2;0.2;684.0;;414.0;;414.0;434.0;16.0;7.0;82.0;;7197.0;7197.0;7.0;32.0;318.0;7637.0;;63.0;385.0;27.0;;496.0;2927.0;;;1175.0;4101.0;;135.0;;2524.0;;938.0;;8508.0;;8508.0;;135.0;271.0;;;-83.0;-28.0;-0.0;-5.0;-70.0;343.0;-619.0;;-1.0;;-606.0;-326.0;;;;259.0;;414.0;435.0;;0.25;17.13;0.78;0.28;;3.59;20.07;684.0;6.6;0.3;;11712.0;26.0;1074.0;536.0;8.7;4.6;-290.0;11595.0;13717.0;3.3;3.2;3.9;100.0;;0.252
2016.0;4330.0;1562.0;1793.0;1053.0;1268.0;905.0;684.0;1174.0;11284.0;1321.0;6549.0;4735.0;922.0;-654.0;-192.0;76.0;266.0;2768.0;36.07;510.0;;464.0;240.0;224.0;46.0;3278.0;30.0;173.0;352.0;41.42;24.33;215.0;29.29;363.0;20.9;1.32;1.32;684.0;;579.0;;579.0;570.0;18.0;7.0;93.0;;9596.0;9596.0;10.0;57.0;355.0;10110.0;;96.0;383.0;52.0;;843.0;3291.0;;;1936.0;5228.0;;170.0;;3071.0;;1664.0;;11284.0;;11284.0;;905.0;352.0;;;-53.0;-11.0;2.0;2.0;-107.0;-282.0;-656.0;;;;-646.0;-471.0;;;;279.0;;579.0;503.0;;0.31;20.63;4.31;1.27;;3.12;22.56;684.0;1.8;0.1;;14098.0;24.3;1147.0;2947.0;28.6;20.9;-479.0;10718.0;15419.0;10.3;12.8;19.1;100.0;;0.307
2017.0;4410.0;1760.0;1589.0;1196.0;1058.0;761.0;684.0;1381.0;11939.0;1441.0;6652.0;5287.0;997.0;-595.0;-282.0;120.0;400.0;2650.0;39.9;566.0;;502.0;270.0;232.0;64.0;3216.0;17.0;139.0;393.0;36.04;27.12;-138.0;23.98;297.0;17.25;1.11;1.11;684.0;;689.0;;689.0;660.0;26.0;6.0;77.0;;10103.0;10103.0;11.0;;367.0;10558.0;;104.0;527.0;56.0;;809.0;3126.0;;11.0;2074.0;5211.0;;170.0;;3019.0;;2268.0;;11939.0;;11939.0;;761.0;393.0;;;-292.0;-13.0;-8.0;-54.0;-166.0;136.0;-597.0;;;;-589.0;-332.0;;;;50.0;;689.0;569.0;;0.3;21.37;3.69;1.94;;2.89;25.62;684.0;2.7;0.1;;14608.0;27.1;1302.0;2519.0;28.1;17.2;-198.0;10354.0;17513.0;8.2;10.0;14.4;100.0;;0.302
2018.0;4144.0;1803.0;1493.0;1334.0;1008.0;730.0;684.0;1443.0;11222.0;1391.0;6186.0;5037.0;990.0;-564.0;-234.0;192.0;428.0;2341.0;43.51;471.0;;395.0;216.0;179.0;76.0;2812.0;45.0;126.0;359.0;36.02;32.18;-326.0;24.32;277.0;17.63;1.07;1.07;684.0;;780.0;;780.0;638.0;17.0;8.0;69.0;;7474.0;7474.0;11.0;;2225.0;9779.0;;120.0;542.0;52.0;;729.0;2846.0;;67.0;1882.0;4795.0;;146.0;;3864.0;;1173.0;;11222.0;;11222.0;;730.0;359.0;;;-222.0;-18.0;5.0;-46.0;-130.0;123.0;-562.0;;-0.0;;-551.0;-432.0;;;;199.0;;780.0;588.0;;0.26;23.53;4.15;2.43;;3.19;28.6;684.0;2.0;0.1;;16085.0;32.2;1393.0;2835.0;27.5;17.6;204.0;11049.0;19552.0;8.4;10.1;14.5;100.0;;0.258
2019.0;4474.0;1952.0;1771.0;1421.0;1164.0;838.0;684.0;1218.0;11559.0;1606.0;6176.0;5383.0;1044.0;-813.0;-424.0;-193.0;1025.0;2522.0;43.63;532.0;;455.0;255.0;200.0;77.0;3054.0;37.0;164.0;443.0;39.57;31.76;-257.0;26.01;326.0;18.73;1.23;1.23;684.0;;561.0;;561.0;634.0;18.0;6.0;78.0;;8043.0;8043.0;13.0;;2207.0;10341.0;;92.0;712.0;62.0;;802.0;2584.0;;108.0;1878.0;4570.0;;133.0;;3732.0;;1651.0;;11559.0;;11559.0;;838.0;443.0;;;-154.0;-11.0;-1.0;-87.0;-118.0;-82.0;-19.0;;;;-793.0;-534.0;;;;110.0;;561.0;754.0;;0.25;26.31;4.93;6.03;;0.11;31.65;684.0;2.4;0.1;;17984.0;31.8;1780.0;3368.0;28.0;18.7;-1557.0;10385.0;21636.0;9.6;11.5;15.6;100.0;;0.249
2020.0;3426.0;1274.0;792.0;865.0;255.0;187.0;684.0;1240.0;9706.0;1136.0;5318.0;4388.0;958.0;-1303.0;-13.0;-357.0;950.0;2152.0;37.18;412.0;;314.0;169.0;145.0;98.0;2564.0;31.0;145.0;392.0;23.12;25.24;-610.0;7.45;68.0;5.47;0.27;0.27;684.0;;76.0;657.0;733.0;461.0;20.0;26.0;52.0;;6623.0;6623.0;12.0;;1779.0;8466.0;;51.0;584.0;51.0;;501.0;2738.0;;62.0;1382.0;4182.0;;91.0;;2888.0;;1500.0;;9706.0;;9706.0;;187.0;392.0;;;-207.0;-25.0;-7.0;-48.0;-60.0;586.0;-8.0;;-658.0;;-637.0;-624.0;;;;612.0;;76.0;434.0;;0.19;26.04;1.42;7.22;;0.06;33.35;684.0;7.0;0.2;;17798.0;25.2;2037.0;973.0;26.6;5.5;541.0;14224.0;22794.0;3.4;4.1;4.3;100.0;;0.193
2021.0;3499.0;1201.0;798.0;732.0;569.0;414.0;107.0;1167.0;9543.0;914.0;5068.0;4475.0;703.0;-478.0;-167.0;58.0;693.0;2298.0;34.33;469.0;;350.0;202.0;148.0;119.0;2767.0;;-175.0;404.0;22.82;20.91;-163.0;16.26;155.0;11.83;3.95;3.85;105.0;;129.0;437.0;566.0;564.0;20.0;17.0;52.0;;;6552.0;14.0;;1757.0;8376.0;;42.0;329.0;46.0;;543.0;2853.0;;51.0;1250.0;4154.0;;;;2693.0;;1783.0;;9543.0;;9543.0;;569.0;404.0;;;-273.0;-130.0;-2.0;-44.0;-62.0;2.0;-9.0;;;193.0;-662.0;-520.0;;;;353.0;;129.0;71.0;;0.18;185.81;21.98;36.83;;0.48;237.67;105.0;0.3;0.0;;19491.0;20.9;2253.0;2306.0;27.3;11.8;1410.0;15893.0;24932.0;3.3;4.1;9.2;100.0;;0.179
