;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2001.0;1479.0;994.0;273.0;88.0;66.0;93.0;684.0;;;;;;717.0;-307.0;-330.0;-330.0;416.0;485.0;67.22;906.0;;;;;906.0;1391.0;;;207.0;18.46;5.92;-21.0;4.49;-27.0;6.3;0.14;0.14;684.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.0;207.0;;;;;;;;417.0;-301.0;;;;-307.0;;;;;-330.0;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1064.0;551.0;-104.0;379.0;-265.0;-184.0;684.0;450.0;4614.0;571.0;2567.0;2047.0;275.0;-154.0;-200.0;;100.0;513.0;51.82;173.0;;173.0;64.0;109.0;;685.0;;;147.0;-9.78;35.6;-644.0;-24.92;-67.0;-17.27;-0.27;-0.27;684.0;;131.0;;131.0;257.0;6.0;55.0;3844.0;;;;0.0;58.0;261.0;4164.0;;10.0;376.0;;;184.0;1863.0;;21.0;112.0;1996.0;;;;14.0;;807.0;1226.0;4614.0;;4614.0;;-184.0;147.0;-97.0;;-72.0;-59.0;;-13.0;;481.0;-175.0;;;;-154.0;-3.0;;;;-198.0;;;;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1421.0;713.0;664.0;523.0;384.0;288.0;684.0;400.0;5716.0;598.0;3096.0;2620.0;509.0;-426.0;-115.0;;160.0;708.0;50.2;191.0;;191.0;88.0;103.0;;898.0;100.0;120.0;195.0;46.71;36.79;-139.0;27.03;61.0;20.28;0.42;0.42;684.0;;97.0;;97.0;281.0;8.0;15.0;4863.0;;;;0.0;77.0;376.0;5316.0;;18.0;345.0;29.0;;235.0;2167.0;;42.0;289.0;2499.0;;;;17.0;484.0;942.0;1177.0;5716.0;;5716.0;;288.0;195.0;6.0;;-213.0;-224.0;;5.0;;233.0;-349.0;;;;-426.0;-667.0;;;;552.0;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;1655.0;807.0;510.0;500.0;297.0;193.0;684.0;463.0;6319.0;791.0;3325.0;2994.0;500.0;-303.0;-331.0;;273.0;848.0;48.75;307.0;;307.0;118.0;189.0;;1156.0;;;225.0;30.79;30.19;-202.0;17.97;91.0;11.67;0.28;0.28;684.0;;40.0;;40.0;388.0;11.0;24.0;5286.0;;;;2.0;;568.0;5856.0;;19.0;564.0;43.0;;208.0;2091.0;;49.0;394.0;2534.0;;;;25.0;702.0;986.0;1281.0;6319.0;;6319.0;;193.0;225.0;0.0;;-249.0;-258.0;;-0.0;;330.0;-226.0;;;;-303.0;;;;;-331.0;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;2119.0;1096.0;952.0;723.0;521.0;370.0;684.0;738.0;7457.0;724.0;3829.0;3628.0;751.0;-282.0;-393.0;75.0;468.0;1022.0;51.74;374.0;;374.0;143.0;230.0;;1396.0;21.0;191.0;255.0;44.92;34.11;-202.0;24.57;135.0;17.48;0.54;0.54;684.0;;120.0;67.0;186.0;582.0;15.0;-46.0;5823.0;;215.0;215.0;0.0;128.0;553.0;6719.0;;33.0;325.0;45.0;;366.0;2526.0;;57.0;523.0;3105.0;;;;;1057.0;1082.0;;7457.0;;7457.0;;370.0;255.0;-14.0;;-210.0;-261.0;-3.0;11.0;12.0;349.0;-282.0;;;;-0.0;-1345.0;;;;951.0;;120.0;45.0;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;2587.0;1362.0;1150.0;844.0;557.0;365.0;684.0;898.0;8426.0;984.0;4204.0;4222.0;1394.0;719.0;675.0;;1394.0;1225.0;52.66;518.0;;518.0;181.0;337.0;;1743.0;22.0;308.0;301.0;44.43;32.64;-287.0;21.53;176.0;14.09;0.53;0.53;684.0;;154.0;;154.0;707.0;23.0;15.0;6477.0;;232.0;232.0;0.0;160.0;658.0;7527.0;;67.0;399.0;49.0;;517.0;2562.0;;69.0;589.0;3220.0;;;;;1442.0;1136.0;;8426.0;;8426.0;;365.0;301.0;-4.0;;;-285.0;;23.0;255.0;733.0;;;;;719.0;;;;;675.0;;;;;0.47;8.09;1.14;4.36;;;13.19;684.0;3.7;0.2;;5527.0;32.6;642.0;779.0;31.6;14.1;-183.0;5474.0;9018.0;7.8;10.1;8.6;100.0;;0.468
2007.0;3354.0;1840.0;1470.0;851.0;832.0;589.0;684.0;1250.0;10485.0;1379.0;4988.0;5497.0;1245.0;-495.0;-673.0;77.0;749.0;1514.0;54.85;673.0;;641.0;282.0;359.0;33.0;2188.0;26.0;288.0;350.0;43.82;25.38;-20.0;24.79;242.0;17.56;0.86;0.86;684.0;;41.0;220.0;261.0;874.0;30.0;85.0;7899.0;;285.0;285.0;0.0;201.0;850.0;9235.0;;93.0;417.0;72.0;88.0;781.0;2777.0;;90.0;743.0;3609.0;;;;;;3515.0;;10485.0;;10485.0;;589.0;350.0;-59.0;;-399.0;-225.0;-2.0;-8.0;-145.0;763.0;-495.0;;;;-18.0;-721.0;;;;48.0;;261.0;184.0;;0.56;8.74;1.53;1.95;;1.29;14.31;684.0;4.6;0.3;;5971.0;25.4;623.0;1049.0;29.2;17.6;-230.0;4943.0;9784.0;8.7;10.7;10.7;100.0;;0.562
2008.0;2954.0;1521.0;680.0;505.0;199.0;27.0;684.0;967.0;8689.0;1303.0;4565.0;4125.0;1092.0;-672.0;-351.0;69.0;420.0;1434.0;51.47;1015.0;;868.0;705.0;164.0;147.0;2449.0;38.0;214.0;267.0;23.02;17.1;-306.0;6.75;172.0;0.93;0.04;0.04;684.0;;270.0;;270.0;581.0;21.0;95.0;6448.0;;352.0;352.0;0.0;188.0;733.0;7722.0;;167.0;626.0;56.0;;511.0;2340.0;;61.0;;2401.0;5662.0;;;;418.0;-3156.0;;8689.0;;8689.0;;27.0;267.0;-66.0;;-265.0;-130.0;3.0;;-134.0;1129.0;-672.0;;;;-69.0;-495.0;;;;144.0;;270.0;201.0;;0.43;10.01;0.09;1.42;;2.28;13.97;684.0;72.8;3.4;;6839.0;17.1;618.0;64.0;86.2;0.9;-779.0;5416.0;9548.0;0.8;4.8;0.7;100.0;;0.432
2009.0;4922.0;2004.0;1972.0;1216.0;1211.0;865.0;684.0;1303.0;11613.0;1768.0;6772.0;4841.0;1189.0;-1127.0;21.0;83.0;52.0;2919.0;40.7;787.0;;700.0;700.0;;87.0;3706.0;130.0;439.0;323.0;40.07;24.71;-6.0;24.6;346.0;17.57;1.15;1.15;684.0;;442.0;;442.0;757.0;23.0;81.0;29.0;;9786.0;9786.0;0.0;25.0;470.0;10311.0;;250.0;579.0;126.0;;939.0;3183.0;;;1822.0;5005.0;;;;;1211.0;-31.0;;11613.0;;11613.0;;865.0;323.0;;;-88.0;-84.0;4.0;-9.0;5.0;89.0;-1137.0;;;;-1121.0;-1088.0;;;;1109.0;;442.0;359.0;;0.57;12.55;2.21;0.13;;2.9;12.35;684.0;2.3;0.0;;8580.0;24.7;562.0;1508.0;28.6;17.6;-810.0;5548.0;8439.0;12.0;14.2;17.9;100.0;;0.574
2010.0;5562.0;2432.0;2190.0;1610.0;1381.0;982.0;683.0;2163.0;14069.0;2112.0;8235.0;5833.0;1255.0;-1260.0;739.0;734.0;109.0;3130.0;43.73;822.0;;805.0;376.0;430.0;17.0;3952.0;207.0;476.0;333.0;39.37;28.95;-229.0;24.84;399.0;17.66;1.44;1.44;683.0;;1198.0;;1198.0;734.0;22.0;209.0;150.0;;11174.0;11174.0;;47.0;534.0;11906.0;;315.0;748.0;95.0;;1049.0;4231.0;;68.0;1824.0;6123.0;;;;;2021.0;-100.0;;14069.0;;14069.0;;982.0;333.0;;;-410.0;-126.0;2.0;44.0;-214.0;350.0;-1146.0;;;;-1207.0;-1085.0;;;;1824.0;;1198.0;465.0;;0.6;13.51;2.39;0.27;;2.78;14.17;683.0;2.8;0.1;;9231.0;28.9;552.0;1630.0;28.9;17.7;84.0;7022.0;9682.0;11.0;13.2;16.8;100.0;;0.603
