;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1997.0;2.0;-0.0;-2.0;-3.0;-2.0;-2.0;0.0;3.0;9.0;2.0;4.0;4.0;-4.0;-1.0;5.0;0.0;-4.0;2.0;-28.57;3.0;0.0;;;;3.0;5.0;;;1.0;-123.81;-228.57;1.0;-161.9;-0.0;-152.38;-101.32;-101.32;0.0;;1.0;;1.0;1.0;1.0;0.0;4.0;;;;;;2.0;6.0;;1.0;1.0;;;;2.0;;;0.0;3.0;;;;;-4.0;-1.0;9.0;9.0;;9.0;;-2.0;1.0;;;;;;;;-2.0;-0.0;;;;-1.0;;4.0;;;1.0;;1.0;1.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;7.0;2.0;-4.0;-5.0;;-4.0;0.0;;;;;;-8.0;-8.0;16.0;0.0;-14.0;5.0;29.0;7.0;0.0;;;;6.0;11.0;;;1.0;-54.0;-75.0;;;;-65.0;-143.75;-143.75;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.0;1.0;;;;;;;;-4.0;-6.0;;;;-2.0;;17.0;;;-1.0;;1.0;0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;2.0;-1.0;-19.0;-3.0;;-20.0;0.0;1.0;5.0;2.0;2.0;3.0;-9.0;-2.0;8.0;-3.0;-10.0;4.0;-70.0;2.0;1.0;;;;1.0;5.0;;;1.0;-903.33;-150.0;;;;-943.33;-152.13;-152.13;0.0;;1.0;;1.0;0.0;0.0;0.0;2.0;;;;;;2.0;4.0;;2.0;0.0;;;;1.0;;;;1.0;;;;;-32.0;-0.0;35.0;5.0;;5.0;;-20.0;1.0;;;1.0;;-0.0;;;9.0;-0.0;;;;-1.0;;9.0;-1.0;;-0.0;;1.0;3.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1.0;-0.0;-3.0;-3.0;;-3.0;0.0;4.0;9.0;1.0;1.0;8.0;-3.0;-4.0;8.0;1.0;-4.0;2.0;-34.35;3.0;3.0;;;;0.0;5.0;0.0;0.0;0.0;-208.92;-243.66;;;;-248.52;-66.72;-66.72;0.0;;2.0;1.0;3.0;0.0;0.0;0.0;2.0;;;;;;4.0;6.0;;1.0;0.0;;;;;;;;;;;;;-35.0;-1.0;44.0;9.0;;9.0;;-3.0;0.0;;;-0.0;;0.0;;;0.0;-1.0;;-1.0;;-2.0;;10.0;;;-1.0;;2.0;1.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2.0;-1.0;-5.0;-5.0;;-5.0;0.0;8.0;15.0;2.0;2.0;13.0;-5.0;-1.0;6.0;0.0;-5.0;2.0;-38.23;5.0;4.0;;;;0.0;7.0;;;1.0;-297.89;-339.0;;;;-336.5;-87.93;-87.93;0.0;;2.0;;2.0;6.0;0.0;0.0;1.0;;2.0;2.0;;;4.0;7.0;;2.0;;;;;;;;;;;;;;-39.0;-1.0;54.0;15.0;;15.0;;-5.0;1.0;;;-0.0;;0.0;;;;-0.0;;;1.0;-1.0;;6.0;;;-1.0;;2.0;1.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;2.0;;-8.0;-9.0;;-9.0;0.0;16.0;25.0;3.0;3.0;22.0;-8.0;-8.0;22.0;7.0;-9.0;;;11.0;6.0;;;;4.0;11.0;;;1.0;-512.52;-573.33;;;;-561.83;-120.8;-120.8;0.0;;9.0;6.0;15.0;1.0;0.0;0.0;2.0;;3.0;3.0;;;4.0;9.0;;3.0;0.0;;;;0.0;;;0.0;0.0;;;;;-50.0;-2.0;;25.0;;25.0;;-9.0;1.0;;;0.0;;-0.0;;;;-1.0;;-6.0;;-1.0;;24.0;-2.0;;-0.0;;9.0;2.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;1.0;1.0;-14.0;-16.0;;-16.0;0.0;22.0;33.0;6.0;8.0;25.0;-12.0;5.0;15.0;8.0;-14.0;;100.0;17.0;10.0;;;;6.0;17.0;0.0;;2.0;-1329.9;-1560.29;;;;-1538.42;-177.33;-177.33;0.0;;19.0;1.0;20.0;1.0;0.0;1.0;3.0;;4.0;4.0;;;4.0;11.0;;5.0;0.0;;1.0;;1.0;;;1.0;1.0;;;;;-77.0;-3.0;;33.0;;33.0;;-16.0;2.0;;;1.0;;-0.0;;;;-2.0;;-0.0;7.0;;;16.0;;;-0.0;;19.0;10.0;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;7.0;;-12.0;-12.0;;-14.0;0.0;11.0;25.0;8.0;9.0;15.0;-14.0;-3.0;3.0;-14.0;-16.0;;;19.0;12.0;;;;7.0;19.0;;;2.0;-176.12;-172.33;-3.0;;;-209.61;-141.3;-141.3;0.0;;6.0;2.0;8.0;2.0;1.0;1.0;4.0;;5.0;5.0;;;5.0;13.0;;0.0;1.0;;0.0;6.0;0.0;;;1.0;2.0;;;;;-98.0;0.0;;25.0;;25.0;;-14.0;2.0;;;0.0;;-0.0;;;-2.0;-2.0;;-0.0;;-1.0;;3.0;;;0.0;;6.0;20.0;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;7.0;7.0;-17.0;-13.0;;-20.0;0.0;14.0;26.0;6.0;14.0;12.0;-13.0;-2.0;19.0;3.0;-16.0;;100.0;20.0;11.0;;;;8.0;20.0;;0.0;2.0;-246.86;-185.3;-7.0;;;-284.8;-172.02;-172.02;0.0;;9.0;;9.0;3.0;2.0;0.0;5.0;;4.0;4.0;;;3.0;12.0;;5.0;2.0;;;;3.0;;;4.0;7.0;;;;;-123.0;-5.0;;26.0;;26.0;;-20.0;2.0;;;-0.0;;-1.0;;;4.0;-3.0;-0.0;;0.0;1.0;;13.0;;;6.0;;9.0;6.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;2.0;2.0;-17.0;-20.0;;-26.0;0.0;22.0;35.0;12.0;22.0;13.0;-20.0;-2.0;30.0;9.0;-21.0;;100.0;22.0;13.0;;;;9.0;22.0;;6.0;3.0;-752.29;-864.6;-0.0;;;-1150.7;-171.58;-171.58;0.0;;18.0;;18.0;2.0;2.0;1.0;4.0;;5.0;5.0;;;4.0;13.0;;5.0;2.0;;2.0;3.0;8.0;;;3.0;10.0;;;;;-149.0;-6.0;;35.0;;35.0;;-26.0;3.0;;;2.0;;-0.0;;;2.0;-2.0;;;;;;24.0;;;6.0;;18.0;9.0;;0.86;17.81;-204.94;-165.8;;12.44;102.64;0.0;;;;3.0;-864.6;3.0;-30.0;;-1150.7;12.0;9.0;15.0;;-56.2;-199.7;100.0;;0.858
