;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2003.0;2825.0;1624.0;1345.0;854.0;795.0;656.0;392.0;1003.0;6476.0;1116.0;2235.0;4102.0;1152.0;-631.0;-384.0;136.0;716.0;1202.0;57.47;769.0;;272.0;;;497.0;1971.0;6.0;72.0;478.0;47.6;30.24;-60.0;28.13;139.0;23.22;1.67;1.67;392.0;;499.0;18.0;516.0;370.0;97.0;20.0;5153.0;-173.0;125.0;-48.0;;3.0;365.0;5473.0;;404.0;561.0;;;152.0;1106.0;;12.0;;1118.0;;;;728.0;1549.0;523.0;1302.0;6337.0;140.0;6476.0;;656.0;478.0;;;-8.0;;19.0;;;26.0;-436.0;-358.0;;129.0;33.0;;;;-265.0;-119.0;;499.0;363.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;3638.0;1720.0;1412.0;836.0;797.0;643.0;393.0;1166.0;8792.0;2021.0;4016.0;4381.0;986.0;-1649.0;441.0;-221.0;-207.0;1918.0;47.29;885.0;;316.0;;;569.0;2803.0;5.0;95.0;552.0;38.82;22.97;-39.0;21.9;123.0;17.68;1.64;1.64;393.0;;277.0;2.0;279.0;688.0;173.0;26.0;6980.0;;53.0;53.0;;12.0;581.0;7626.0;;550.0;1165.0;;;307.0;1927.0;;66.0;2.0;1995.0;3990.0;;;1456.0;1350.0;491.0;1084.0;8397.0;395.0;8792.0;;643.0;552.0;;;-147.0;;-50.0;;;-62.0;-1193.0;-553.0;;16.0;81.0;;;;-383.0;825.0;;277.0;499.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;4968.0;2195.0;1687.0;869.0;817.0;604.0;396.0;1495.0;12326.0;2864.0;6606.0;4963.0;1083.0;-1910.0;878.0;51.0;-633.0;2773.0;44.19;1326.0;;562.0;;;764.0;4099.0;7.0;177.0;776.0;33.95;17.49;-52.0;16.45;129.0;12.16;1.53;1.53;396.0;;328.0;0.0;329.0;780.0;286.0;101.0;9792.0;83.0;208.0;291.0;;8.0;739.0;10830.0;;244.0;1820.0;;;800.0;3577.0;;144.0;21.0;3742.0;;;;1494.0;1668.0;686.0;1114.0;11569.0;757.0;12326.0;;604.0;776.0;;;-220.0;;-103.0;;11.0;-77.0;-1716.0;-241.0;;1.0;45.0;;;;-375.0;1253.0;;328.0;277.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;5648.0;2589.0;1999.0;1095.0;1025.0;777.0;301.0;1692.0;14531.0;3390.0;8058.0;5559.0;1481.0;-2036.0;637.0;83.0;-565.0;3059.0;45.84;1494.0;;635.0;;;859.0;4553.0;7.0;204.0;875.0;35.39;19.38;-69.0;18.16;144.0;13.75;2.56;2.56;301.0;;410.0;13.0;423.0;916.0;271.0;82.0;11569.0;86.0;258.0;343.0;;13.0;914.0;12840.0;;260.0;2076.0;;;1053.0;4490.0;;138.0;40.0;4667.0;;;;1542.0;2042.0;825.0;1150.0;13617.0;915.0;14531.0;;777.0;875.0;;;-13.0;;24.0;;23.0;-157.0;-2046.0;;;0.0;10.0;;;;-386.0;1023.0;;410.0;328.0;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;
2007.0;6795.0;2780.0;2256.0;1085.0;1002.0;844.0;302.0;2540.0;17017.0;4296.0;9887.0;6425.0;1309.0;-2226.0;1507.0;590.0;-689.0;4015.0;40.91;1695.0;;706.0;;;989.0;5710.0;7.0;292.0;1006.0;33.21;15.96;-83.0;14.75;115.0;12.41;2.79;2.79;302.0;;1001.0;;1001.0;1191.0;318.0;30.0;12339.0;76.0;311.0;387.0;;29.0;1723.0;14477.0;;1212.0;2869.0;;;215.0;5384.0;;150.0;58.0;5591.0;;;;1650.0;2480.0;1064.0;1231.0;16312.0;705.0;17017.0;;844.0;1006.0;;;-246.0;;-26.0;;30.0;-295.0;-1998.0;-75.0;-62.0;83.0;-174.0;;;;-522.0;2029.0;;1001.0;411.0;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
2008.0;9889.0;2187.0;1053.0;-184.0;-702.0;-667.0;301.0;2935.0;24324.0;7694.0;18084.0;5399.0;760.0;-7031.0;6048.0;-256.0;-3340.0;7702.0;22.12;2372.0;;713.0;713.0;;1658.0;10073.0;12.0;596.0;1159.0;10.65;-1.86;-518.0;-7.1;-35.0;-6.75;-1.94;-1.94;301.0;;845.0;;845.0;1304.0;758.0;28.0;17114.0;1628.0;983.0;2612.0;1507.0;46.0;110.0;21389.0;;1593.0;5921.0;62.0;;181.0;10095.0;;201.0;94.0;10390.0;;;;1767.0;1550.0;-78.0;2161.0;23483.0;840.0;24324.0;;-667.0;1159.0;;;-190.0;83.0;-317.0;;;458.0;-4100.0;-2995.0;-31.0;;85.0;-8025.0;;;-568.0;14640.0;-34.0;816.0;1072.0;;0.15;223.83;-15.1;-75.6;12.85;92.81;122.2;301.0;-1.9;-0.1;44.0;67457.0;-1.9;7909.0;-4552.0;5.0;-6.7;-32468.0;68862.0;36829.0;-0.6;-0.5;-12.4;185.1;;0.147
2009.0;11260.0;3857.0;2703.0;1344.0;836.0;722.0;301.0;3544.0;28990.0;8729.0;21571.0;6171.0;2195.0;-3645.0;1392.0;-50.0;-1119.0;7404.0;34.25;1825.0;;547.0;547.0;;1278.0;9229.0;9.0;624.0;1269.0;24.0;11.94;-508.0;7.42;87.0;6.41;2.4;2.4;301.0;;799.0;;799.0;1883.0;598.0;264.0;20624.0;1701.0;1193.0;2894.0;1776.0;55.0;97.0;25447.0;;643.0;6458.0;78.0;137.0;1492.0;12462.0;;269.0;110.0;12842.0;;;;1766.0;2094.0;-53.0;2364.0;27742.0;1249.0;28990.0;;722.0;1269.0;;;-446.0;-346.0;195.0;79.0;3.0;649.0;-3314.0;-364.0;;;8.0;-10485.0;;;-219.0;12096.0;8.0;766.0;816.0;;0.15;255.03;16.36;-25.35;4.96;75.06;139.77;301.0;1.7;0.0;18.1;76863.0;11.9;8664.0;4930.0;10.4;6.4;-35392.0;85067.0;42124.0;6.8;5.2;11.7;69.7;-19.6;0.146
2010.0;15825.0;4334.0;3039.0;1309.0;632.0;508.0;303.0;4787.0;34578.0;12688.0;25108.0;8160.0;2741.0;-4093.0;1982.0;637.0;-404.0;11491.0;27.38;2246.0;;638.0;638.0;;1607.0;13737.0;14.0;801.0;1602.0;19.2;8.27;-677.0;3.99;128.0;3.21;1.7;1.7;303.0;;1448.0;;1448.0;2531.0;787.0;20.0;23548.0;1918.0;1238.0;3156.0;2154.0;102.0;832.0;29791.0;;2967.0;9542.0;113.0;;179.0;11987.0;;298.0;136.0;12421.0;;;;2132.0;3217.0;14.0;2796.0;33268.0;1310.0;34578.0;;508.0;1602.0;;;-6.0;-99.0;-157.0;145.0;5.0;637.0;-3145.0;-1017.0;-2.0;;70.0;-10815.0;1560.0;;-384.0;11621.0;8.0;1430.0;793.0;;0.15;1.28;;-0.37;0.01;0.37;;8802.0;inf;inf;0.0;11257.0;11.9;;;100.0;;-5183.0;;;;4.6;;-inf;-2.4;0.146
2010.0;15825.0;4334.0;3039.0;1309.0;632.0;508.0;303.0;4787.0;34578.0;12688.0;25108.0;8160.0;2741.0;-4093.0;1982.0;637.0;-404.0;11491.0;27.38;2246.0;;638.0;638.0;;1607.0;13737.0;14.0;801.0;1602.0;19.2;8.27;-677.0;3.99;128.0;3.21;1.7;1.7;303.0;;1448.0;;1448.0;2531.0;787.0;20.0;23548.0;1918.0;1238.0;3156.0;2154.0;102.0;832.0;29791.0;;2967.0;9542.0;113.0;;179.0;11987.0;;298.0;136.0;12421.0;;;;2132.0;3217.0;14.0;2796.0;33268.0;1310.0;34578.0;;508.0;1602.0;;;-6.0;-99.0;-157.0;145.0;5.0;637.0;-3145.0;-1017.0;-2.0;;70.0;-10815.0;1560.0;;-384.0;11621.0;8.0;1430.0;793.0;;0.15;344.64;11.06;-8.8;8.35;68.49;177.71;303.0;2.1;0.1;36.0;104318.0;8.3;10560.0;3348.0;20.2;3.2;-52081.0;79016.0;53789.0;5.6;4.3;6.2;24.5;290.9;0.152
2011.0;21124.0;5367.0;3461.0;1390.0;326.0;188.0;351.0;5787.0;40903.0;15349.0;31440.0;8085.0;3329.0;-3443.0;11.0;-139.0;661.0;15756.0;25.41;3044.0;;757.0;757.0;;2287.0;18801.0;26.0;1229.0;1906.0;16.38;6.58;-1064.0;1.54;138.0;0.89;0.51;0.51;351.0;;1378.0;15.0;1393.0;3175.0;1196.0;23.0;28153.0;2207.0;1616.0;3823.0;2525.0;84.0;532.0;35117.0;;4095.0;11024.0;162.0;;231.0;15524.0;;317.0;249.0;16090.0;;;;2233.0;3112.0;-91.0;2831.0;39525.0;1378.0;40903.0;;188.0;1906.0;;;85.0;-667.0;-287.0;660.0;8.0;1150.0;-2668.0;-805.0;-49.0;;69.0;-14284.0;;-95.0;-446.0;14837.0;-36.0;1359.0;1498.0;;0.16;1.79;0.09;-0.36;0.01;0.36;;8802.0;239.6;14.7;0.0;15752.0;8.3;;756.0;-20.2;4.8;-7864.0;;;7.9;4.1;inf;93.7;-1.5;0.154
2011.0;21124.0;5367.0;3461.0;1390.0;326.0;188.0;351.0;5787.0;40903.0;15349.0;31440.0;8085.0;3329.0;-3443.0;11.0;-139.0;661.0;15756.0;25.41;3044.0;;757.0;757.0;;2287.0;18801.0;26.0;1229.0;1906.0;16.38;6.58;-1064.0;1.54;138.0;0.89;0.51;0.51;351.0;;1378.0;15.0;1393.0;3175.0;1196.0;23.0;28153.0;2207.0;1616.0;3823.0;2525.0;84.0;532.0;35117.0;;4095.0;11024.0;162.0;;231.0;15524.0;;317.0;249.0;16090.0;;;;2233.0;3112.0;-91.0;2831.0;39525.0;1378.0;40903.0;;188.0;1906.0;;;85.0;-667.0;-287.0;660.0;8.0;1150.0;-2668.0;-805.0;-49.0;;69.0;-14284.0;;-95.0;-446.0;14837.0;-36.0;1359.0;1498.0;;0.16;378.32;3.36;11.84;7.99;47.78;144.81;351.0;6.1;0.4;38.8;132937.0;6.6;11995.0;1181.0;42.4;0.9;-60180.0;97700.0;50883.0;3.7;3.9;2.3;-137.8;81.9;0.159
2012.0;21502.0;6664.0;4508.0;2722.0;1425.0;885.0;351.0;5792.0;41586.0;15022.0;30999.0;9009.0;4322.0;-2457.0;-1576.0;313.0;1825.0;14837.0;30.99;3943.0;;821.0;821.0;;3122.0;18780.0;28.0;1428.0;1792.0;20.97;12.66;-1297.0;6.63;403.0;4.11;2.5;2.5;351.0;;1686.0;15.0;1701.0;2721.0;1127.0;243.0;29409.0;2314.0;722.0;3036.0;2833.0;85.0;430.0;35794.0;;1180.0;11548.0;205.0;159.0;2135.0;15335.0;164.0;323.0;155.0;15977.0;;15.0;;2256.0;2778.0;1131.0;2844.0;40008.0;1578.0;41586.0;;885.0;1792.0;;;-28.0;49.0;77.0;-517.0;7.0;1673.0;-2497.0;-176.0;-80.0;;283.0;-17385.0;;;-113.0;15922.0;24.0;1686.0;1373.0;;0.16;381.25;15.69;32.36;2.0;44.27;159.74;351.0;1.8;0.1;7.3;133967.0;12.7;11168.0;5512.0;28.3;4.1;-57508.0;95545.0;56130.0;7.8;6.8;9.8;87.2;6.2;0.161
2013.0;22109.0;8437.0;5645.0;3983.0;2878.0;1722.0;351.0;5648.0;43321.0;16351.0;30899.0;10317.0;6648.0;-3148.0;-3674.0;-192.0;3724.0;13672.0;38.16;4454.0;;952.0;952.0;;3502.0;18126.0;28.0;1286.0;1889.0;25.53;18.02;-1105.0;13.02;747.0;7.79;4.89;4.89;351.0;;1538.0;;1538.0;2758.0;1069.0;283.0;31029.0;2108.0;711.0;2819.0;3269.0;108.0;448.0;37673.0;;2028.0;11822.0;272.0;117.0;2385.0;13936.0;199.0;336.0;77.0;14548.0;;19.0;;2322.0;4094.0;1036.0;2866.0;41216.0;2105.0;43321.0;;1722.0;1889.0;;;1120.0;-140.0;86.0;760.0;16.0;1917.0;-2924.0;-326.0;-33.0;17.0;117.0;-14663.0;;;-488.0;11476.0;-18.0;1543.0;1735.0;;0.17;380.87;29.67;64.15;8.4;50.36;177.73;351.0;1.4;0.1;20.7;133833.0;18.0;11433.0;10426.0;26.0;7.8;-64792.0;84356.0;62451.0;11.2;9.1;16.7;71.7;13.1;0.165
2014.0;20203.0;8332.0;5774.0;4072.0;3069.0;1733.0;352.0;6100.0;44330.0;16891.0;30672.0;11298.0;5368.0;-3137.0;-1755.0;467.0;2088.0;11871.0;41.24;4260.0;;1008.0;1008.0;;3252.0;16131.0;26.0;1259.0;1898.0;28.58;20.15;-1003.0;15.19;884.0;8.58;4.9;4.9;352.0;;1972.0;;1972.0;2734.0;1080.0;315.0;31456.0;1889.0;672.0;2561.0;3538.0;142.0;533.0;38230.0;;1882.0;12005.0;299.0;105.0;2899.0;13149.0;165.0;292.0;176.0;13781.0;;255.0;;2323.0;4847.0;967.0;3161.0;41970.0;2361.0;44330.0;;1733.0;1898.0;;;-36.0;75.0;-32.0;-228.0;-39.0;1774.0;-3280.0;35.0;;;27.0;-15163.0;395.0;;-860.0;13873.0;-9.0;1972.0;1505.0;;0.16;356.12;30.55;36.81;15.17;57.81;199.15;352.0;1.4;0.1;35.2;125407.0;20.2;11780.0;10757.0;28.8;8.6;-66981.0;81618.0;70129.0;11.0;9.2;15.3;50.3;22.3;0.161
2015.0;19851.0;9453.0;6456.0;4488.0;3536.0;2102.0;362.0;5169.0;47565.0;19071.0;31905.0;12958.0;6524.0;-5084.0;-2178.0;-733.0;2777.0;10398.0;47.62;4965.0;;1194.0;1194.0;;3771.0;15363.0;25.0;1224.0;2252.0;32.52;22.61;-952.0;17.81;878.0;10.59;5.79;5.79;362.0;;1152.0;;1152.0;2953.0;835.0;229.0;35363.0;1798.0;636.0;2434.0;3823.0;164.0;612.0;42396.0;;1448.0;14412.0;319.0;73.0;3138.0;12042.0;194.0;384.0;214.0;12834.0;;219.0;;2341.0;5746.0;1049.0;3822.0;44862.0;2703.0;47565.0;;2102.0;2252.0;;;156.0;-27.0;324.0;-452.0;77.0;2013.0;-3746.0;-1506.0;;;147.0;-15154.0;721.0;;-852.0;13107.0;5.0;1152.0;1885.0;;0.15;355.96;37.7;49.8;15.29;67.18;232.35;362.0;1.3;0.1;31.6;128905.0;22.6;14625.0;13652.0;24.8;10.6;-90271.0;78193.0;84142.0;12.3;9.4;16.2;59.5;4.7;0.154
2016.0;16378.0;7144.0;4870.0;2645.0;1988.0;1226.0;380.0;5319.0;45305.0;18735.0;30601.0;12376.0;4534.0;-2540.0;-1957.0;48.0;1623.0;9233.0;43.62;4500.0;;1157.0;1157.0;;3342.0;13733.0;21.0;981.0;2164.0;29.74;16.15;-657.0;12.14;499.0;7.49;3.22;3.22;380.0;;1124.0;;1124.0;2910.0;990.0;296.0;33552.0;1746.0;613.0;2359.0;3315.0;182.0;577.0;39986.0;;1735.0;14160.0;157.0;53.0;2787.0;11180.0;187.0;326.0;173.0;11866.0;;157.0;;2187.0;5568.0;1058.0;3563.0;42977.0;2329.0;45305.0;;1226.0;2164.0;;;151.0;-121.0;-183.0;261.0;-2.0;993.0;-2912.0;-17.0;;212.0;164.0;-19442.0;;;-1037.0;18522.0;10.0;1124.0;1076.0;;0.14;299.5;22.42;29.67;18.96;53.25;226.32;380.0;1.2;0.1;68.1;113814.0;16.1;15041.0;8520.0;25.1;7.5;-93230.0;77694.0;86003.0;8.4;6.3;9.9;15.4;63.9;0.144
2017.0;23433.0;7914.0;5083.0;1411.0;431.0;243.0;380.0;7460.0;60956.0;23970.0;44415.0;13471.0;4488.0;-4880.0;617.0;226.0;490.0;15519.0;33.77;6503.0;;1628.0;1628.0;;4875.0;22022.0;31.0;1498.0;3154.0;21.69;6.02;-981.0;1.84;187.0;1.04;0.61;0.61;380.0;;1427.0;;1427.0;4642.0;1135.0;257.0;45686.0;2380.0;709.0;3089.0;3247.0;354.0;1121.0;53496.0;;2382.0;17504.0;200.0;231.0;3852.0;19082.0;500.0;702.0;162.0;20446.0;;246.0;;2336.0;5501.0;1147.0;4485.0;57886.0;3070.0;60956.0;;243.0;3154.0;;;-110.0;-953.0;110.0;371.0;1.0;1201.0;-3998.0;-1627.0;-1.0;336.0;378.0;-25324.0;;;-669.0;26610.0;2.0;1427.0;1200.0;;0.15;401.2;4.16;8.38;11.45;68.45;230.63;380.0;6.5;0.3;42.3;152459.0;6.0;20522.0;1580.0;43.5;1.0;-107413.0;124154.0;87642.0;3.2;3.3;1.8;-175.5;136.7;0.154
