;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (JPY/USD)
2010.0;1568583.0;1263564.0;566743.0;;444937.0;318586.0;1579.0;1682975.0;3020903.0;458470.0;704626.0;2269832.0;407850.0;-125747.0;-158409.0;101006.0;314803.0;305018.0;80.55;813938.0;;813937.0;713351.0;100586.0;1.0;1118957.0;2114.0;1529.0;122863.0;36.13;;-4689.0;28.37;123765.0;20.31;201.8;201.77;1579.0;;285196.0;659845.0;945041.0;;147335.0;590599.0;341275.0;274045.0;410642.0;684688.0;-448151.0;7061.0;753055.0;1337928.0;;209619.0;3515.0;52296.0;;245336.0;16605.0;;151652.0;77898.0;246156.0;;16605.0;;67989.0;2317944.0;;-116101.0;2974458.0;46445.0;3020903.0;;318586.0;122863.0;;;15138.0;;-7886.0;;;-48737.0;-93047.0;;-25603.0;14133.0;-21230.0;;;-36.0;-153603.0;-4770.0;-22688.0;912154.0;811148.0;;1.07;928.56;188.6;186.36;90.93;55.08;1343.68;1579.0;0.1;0.0;402.3;1465965.0;;114825.0;297744.0;27.8;20.3;1144397.0;15519.0;2121338.0;12.7;14.9;14.0;51.8;48.8;1.07
2011.0;1705959.0;1324257.0;573608.0;;446592.0;297913.0;1579.0;1906516.0;3348977.0;524745.0;780930.0;2514283.0;392947.0;-119295.0;-176131.0;24314.0;243713.0;381702.0;77.63;883059.0;;883059.0;769453.0;113606.0;;1264761.0;2080.0;1605.0;128269.0;33.62;;5394.0;26.18;145822.0;17.46;188.7;188.66;1579.0;;261890.0;788832.0;1050723.0;;164813.0;690981.0;489750.0;260960.0;360935.0;621896.0;-590496.0;31922.0;889388.0;1442460.0;;254050.0;1617.0;50452.0;;269078.0;18193.0;;134967.0;103024.0;256185.0;;18193.0;;76370.0;2730797.0;;-292884.0;3295213.0;53763.0;3348977.0;;297913.0;128269.0;;;-11009.0;;-669.0;;;-22226.0;-149234.0;;-4873.0;29306.0;5506.0;-1502.0;;-60.0;-170736.0;-3833.0;-73208.0;1048910.0;1024596.0;;1.2;899.07;157.01;128.44;89.98;78.65;1325.07;1579.0;0.1;0.0;389.0;1419385.0;;106722.0;247868.0;32.7;17.5;1149656.0;15137.0;2091924.0;10.8;13.5;11.8;42.7;70.1;1.202
2012.0;1821432.0;1298523.0;484587.0;;304766.0;149876.0;1579.0;1543876.0;4317833.0;907414.0;1816883.0;2429102.0;406274.0;-1320524.0;475343.0;-505127.0;331549.0;522908.0;71.29;978609.0;;978609.0;978609.0;;;1501518.0;7600.0;2273.0;181299.0;26.6;;-15148.0;16.73;151139.0;8.23;94.93;94.91;1579.0;;548322.0;1663.0;549985.0;;235400.0;758491.0;589912.0;702842.0;1077582.0;1780424.0;223697.0;24422.0;155501.0;2773957.0;;118843.0;295380.0;29087.0;;493192.0;383690.0;;;525779.0;909469.0;;;;76700.0;2720894.0;-635277.0;266785.0;4245985.0;71848.0;4317833.0;;149876.0;181299.0;;;78130.0;;59525.0;;;-3031.0;-74724.0;-1255405.0;-690.0;590.0;9705.0;-87.0;;-19.0;-171424.0;646873.0;-66219.0;548322.0;1053448.0;;1.21;955.77;78.64;173.98;89.95;39.21;1274.63;1579.0;0.3;0.0;404.5;1508932.0;;150194.0;124162.0;49.6;8.2;527265.0;317861.0;2012345.0;4.6;7.1;6.2;-14.4;51.7;1.207
2013.0;1652260.0;1177327.0;352032.0;129978.0;137619.0;139250.0;1579.0;1543841.0;4196891.0;651064.0;1837907.0;2291695.0;326479.0;-118170.0;-159743.0;96904.0;224875.0;474933.0;71.26;1047349.0;;1047349.0;861127.0;186222.0;;1522282.0;17297.0;3526.0;213373.0;21.31;7.87;7641.0;8.33;-4117.0;8.43;88.2;88.17;1579.0;;307279.0;273836.0;581115.0;;243532.0;719194.0;542278.0;716550.0;1076259.0;1792809.0;-86355.0;22523.0;381794.0;2653050.0;;125932.0;1904.0;120349.0;;523227.0;589935.0;;341783.0;255125.0;1186843.0;;16826.0;;;2379943.0;;;4129602.0;67289.0;4196891.0;;139250.0;213373.0;;;13081.0;;-15830.0;;;-39225.0;-101605.0;-85747.0;-2103.0;63955.0;-11311.0;-226.0;;-25.0;-150787.0;-8704.0;48337.0;578860.0;481956.0;;1.06;986.31;83.12;134.24;90.01;60.65;1368.02;1579.0;0.3;0.0;370.3;1557267.0;7.9;201106.0;131244.0;-3.0;8.4;841449.0;556018.0;2159939.0;4.1;3.4;6.1;-8.3;67.1;1.061
2014.0;1638566.0;1163697.0;389777.0;134901.0;153863.0;103309.0;1581.0;1542530.0;4425672.0;777548.0;1964814.0;2393158.0;143677.0;-153631.0;98256.0;116685.0;67624.0;474869.0;71.02;1028798.0;330835.0;;;;697963.0;1503666.0;47749.0;29755.0;208969.0;23.79;8.23;18962.0;9.39;47744.0;6.3;65.43;65.36;1579.0;;645134.0;179173.0;824307.0;428764.0;246343.0;43116.0;525226.0;789090.0;1099939.0;1889030.0;196439.0;201879.0;70567.0;2883142.0;;179094.0;150524.0;50689.0;;447929.0;682456.0;;271784.0;233026.0;1187266.0;;;;100180.0;1841606.0;;451371.0;4357972.0;67700.0;4425672.0;;103309.0;208969.0;47744.0;;-55324.0;-41169.0;-16388.0;;43233.0;-161021.0;-76054.0;-3237.0;-137237.0;50628.0;-15250.0;-162.0;;;-137670.0;236088.0;28383.0;645134.0;528449.0;;0.97;1071.4;67.55;44.22;90.02;49.73;1564.8;1579.0;0.3;0.0;399.9;1691685.0;8.2;215743.0;106658.0;31.0;6.3;789782.0;704580.0;2470739.0;3.5;4.1;4.3;-33.3;203.6;0.969
2015.0;1479683.0;1046063.0;121225.0;-107578.0;-121047.0;-121329.0;1573.0;1265156.0;3575719.0;846303.0;1739520.0;1778664.0;151909.0;76028.0;-250521.0;-8993.0;61423.0;433620.0;70.7;1153641.0;318019.0;;;;835623.0;1587261.0;12782.0;27364.0;217190.0;8.19;-7.27;-13469.0;-8.18;-2000.0;-8.2;-77.14;-77.14;1573.0;;542783.0;50999.0;593782.0;388542.0;218357.0;64475.0;437925.0;684077.0;781847.0;1465923.0;209530.0;128595.0;68590.0;2310563.0;;142142.0;83201.0;34183.0;;620960.0;523863.0;;129949.0;239406.0;893218.0;;;;102888.0;1332784.0;;342992.0;3518185.0;57534.0;3575719.0;;-121329.0;217190.0;-2000.0;;218334.0;-27062.0;-12108.0;;263399.0;-160286.0;-90486.0;;-2972.0;137627.0;-18483.0;-99454.0;;-14638.0;-117884.0;-18544.0;13591.0;545359.0;554352.0;;0.83;1130.36;-92.69;46.92;90.05;69.12;1358.75;1573.0;-0.3;-0.0;366.7;1777824.0;-7.3;260951.0;-145775.0;1.7;-8.2;503248.0;629416.0;2137047.0;-3.5;-2.7;-6.8;197.2;;0.832
2016.0;1605313.0;1129766.0;307794.0;116201.0;107063.0;71203.0;1576.0;1220198.0;3396552.0;761377.0;1610202.0;1730828.0;22641.0;-63247.0;-110882.0;-181030.0;-52729.0;475547.0;70.38;1013565.0;307252.0;;;;706313.0;1489112.0;19225.0;28361.0;175314.0;19.17;7.24;-9139.0;6.67;32916.0;4.44;45.41;45.17;1568.0;;400957.0;96459.0;497415.0;382433.0;225612.0;114738.0;490212.0;692188.0;660046.0;1352235.0;141725.0;151681.0;40503.0;2176355.0;;169725.0;202922.0;38311.0;;388730.0;479415.0;;109665.0;259745.0;848825.0;;;;118659.0;1352841.0;;259328.0;3341030.0;55522.0;3396552.0;;71203.0;175314.0;32916.0;;-237339.0;10989.0;-6080.0;;-258155.0;-19453.0;-75370.0;-6264.0;-35543.0;50142.0;-28276.0;-88831.0;;-19848.0;-125714.0;123510.0;-29542.0;400957.0;581987.0;;0.89;1152.75;51.13;-37.86;90.27;54.12;1242.88;1568.0;0.4;0.0;398.4;1807378.0;7.2;197381.0;80166.0;30.7;4.4;516574.0;539760.0;1948692.0;3.6;4.0;4.1;-76.6;-276.1;0.888
2017.0;1554689.0;1053150.0;348996.0;139906.0;128667.0;103170.0;1572.0;1131570.0;3909752.0;1226203.0;2160359.0;1700289.0;234599.0;-588548.0;260211.0;-118457.0;134044.0;501538.0;67.74;913244.0;280323.0;;;;632921.0;1414783.0;11017.0;20869.0;199974.0;22.45;9.0;-11239.0;8.28;24983.0;6.64;66.04;65.64;1562.0;;286743.0;50879.0;337621.0;399233.0;203121.0;191595.0;475864.0;917985.0;956693.0;1874679.0;272015.0;106786.0;48838.0;2778182.0;;215983.0;489217.0;63356.0;;521003.0;538436.0;;148246.0;247474.0;934156.0;;;;125821.0;1357007.0;;217461.0;3860648.0;49104.0;3909752.0;;103170.0;199974.0;24983.0;;26636.0;-33494.0;3488.0;;18443.0;-120164.0;-100555.0;-471006.0;-73698.0;67561.0;-56059.0;-172126.0;;-20750.0;-127179.0;580266.0;-5155.0;286743.0;405200.0;;0.9;1108.71;73.58;95.59;90.7;71.71;1212.55;1562.0;0.3;0.0;355.1;1732051.0;9.0;222787.0;114940.0;19.4;6.6;-105429.0;599862.0;1894261.0;4.6;3.9;6.1;-23.3;110.4;0.898
2018.0;1665716.0;1199153.0;405897.0;227475.0;204346.0;175822.0;1573.0;1014943.0;3863360.0;693848.0;1965382.0;1879176.0;355485.0;-87816.0;-306913.0;-43964.0;234816.0;466562.0;71.99;971678.0;306175.0;;;;665503.0;1438240.0;37202.0;30038.0;171345.0;24.37;13.66;-23129.0;12.27;28692.0;10.56;112.59;111.75;1562.0;;277086.0;75872.0;352958.0;403408.0;200338.0;58239.0;505022.0;968317.0;954220.0;1922536.0;286365.0;61133.0;73361.0;2848418.0;;226036.0;17.0;63687.0;;467796.0;927294.0;;85354.0;258886.0;1271534.0;;;;158670.0;1465114.0;-4511.0;259904.0;3844559.0;18802.0;3863360.0;;175822.0;171345.0;28692.0;17508.0;12610.0;-609.0;12907.0;6456.0;-6143.0;-50493.0;-120669.0;53392.0;-83409.0;38331.0;-33093.0;-134213.0;;-17646.0;-133493.0;-21562.0;-4295.0;277086.0;321050.0;;0.94;1133.78;119.68;159.83;90.86;82.13;1279.08;1562.0;0.2;0.0;407.1;1770531.0;13.7;182127.0;186886.0;14.0;10.6;341299.0;985644.0;1997424.0;6.4;6.1;9.4;24.1;64.4;0.941
2019.0;1891696.0;1296656.0;374882.0;184882.0;85596.0;98432.0;1934.0;2751694.0;12512834.0;2264860.0;7855278.0;4653943.0;296288.0;-2557800.0;2657506.0;367222.0;175317.0;595040.0;68.54;1152006.0;332205.0;;;;819802.0;1747047.0;5970.0;43439.0;245746.0;19.82;9.77;-99286.0;4.52;-12734.0;5.2;51.19;50.9;1923.0;;633288.0;20995.0;654283.0;675705.0;890043.0;531662.0;1187511.0;3753586.0;4384052.0;8137637.0;276823.0;80270.0;78900.0;9761141.0;;191538.0;888421.0;107775.0;;1184901.0;4298937.0;;782089.0;509393.0;5590418.0;;;;1482514.0;1415567.0;;1755862.0;12509221.0;3613.0;12512834.0;;98432.0;245746.0;-12734.0;18116.0;68503.0;;52928.0;;42451.0;-121775.0;-120971.0;-2591947.0;-15423.0;58662.0;60973.0;-1570.0;;-1057.0;-128943.0;2789076.0;-28205.0;633288.0;266066.0;;0.9;1090.63;56.75;101.08;74.34;69.74;2683.15;1923.0;0.3;0.0;399.2;2097224.0;9.8;272446.0;109126.0;-14.9;5.2;539727.0;4766005.0;5159582.0;1.4;1.0;2.1;-31.0;74.2;0.902
2020.0;3059817.0;2046664.0;624625.0;93349.0;-56483.0;41131.0;3132.0;2295831.0;11919771.0;2022932.0;7524627.0;4391422.0;622668.0;271583.0;-934547.0;-60531.0;420263.0;1013154.0;66.89;1791268.0;457767.0;;;;1333501.0;2804421.0;10414.0;138535.0;542618.0;20.41;3.05;-149832.0;-1.85;-97659.0;1.34;13.21;13.13;3114.0;;592790.0;14710.0;607499.0;729741.0;706199.0;252391.0;1288908.0;3730447.0;3878114.0;7608562.0;343482.0;286442.0;96546.0;9623940.0;;196750.0;545564.0;169892.0;;1280619.0;4189681.0;;660224.0;651790.0;5501695.0;;;;1550854.0;1273663.0;86057.0;1480848.0;11916050.0;3722.0;11919771.0;;41131.0;542618.0;-97659.0;27075.0;88017.0;;127826.0;;20396.0;21487.0;-202405.0;424553.0;-7020.0;45929.0;-73731.0;-679664.0;;-3474.0;-262716.0;11308.0;-20236.0;592790.0;653321.0;;0.93;1056.76;14.21;145.15;90.73;69.9;1516.66;3114.0;1.3;0.0;506.9;3291188.0;3.1;583649.0;44241.0;172.9;1.3;293534.0;4506487.0;4723483.0;-0.6;0.7;0.9;-538.7;63.3;0.93
2021.0;2887944.0;1989984.0;954167.0;459921.0;330747.0;339570.0;3147.0;2450014.0;11661092.0;1601355.0;6985583.0;4671770.0;912972.0;355397.0;-982892.0;296766.0;699418.0;897960.0;68.91;1684456.0;411663.0;;;;1272793.0;2582415.0;1608.0;118131.0;505439.0;33.04;15.93;-129174.0;11.45;-8973.0;11.76;108.7;107.9;3124.0;;872595.0;33052.0;905647.0;733962.0;680830.0;129575.0;1313032.0;3643030.0;3530314.0;7173344.0;314595.0;319489.0;90618.0;9211078.0;;209614.0;20006.0;131133.0;;1371735.0;4166197.0;;490250.0;727781.0;5384228.0;;;;1506502.0;1363596.0;;1801672.0;11657353.0;3739.0;11661092.0;;339570.0;505439.0;-8973.0;34013.0;249058.0;;23461.0;;44341.0;-206135.0;-213554.0;478993.0;-11375.0;67375.0;-79166.0;-1527120.0;;-1934.0;-255900.0;802061.0;11290.0;872595.0;575829.0;;0.9;1023.62;120.36;247.91;90.7;75.69;1655.9;3124.0;0.1;0.0;549.4;3197812.0;15.9;559671.0;376005.0;-2.7;11.8;939717.0;4613218.0;5173037.0;4.6;3.8;7.3;24.6;36.9;0.903
