;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1999.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1673.0;1228.0;295.0;260.0;194.0;119.0;441.0;;;;;;193.0;-618.0;541.0;119.0;92.0;445.0;73.43;968.0;;930.0;930.0;;38.0;1413.0;;;88.0;17.64;15.54;-66.0;11.58;87.0;7.14;0.28;0.27;430.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119.0;88.0;;;-18.0;;;;;3.0;-100.0;-534.0;-12.0;;28.0;;5.0;-32.0;-13.0;581.0;5.0;249.0;129.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2172.0;1582.0;356.0;305.0;223.0;135.0;562.0;;;;;;39.0;64.0;89.0;196.0;-57.0;590.0;72.84;1277.0;;1217.0;1217.0;;60.0;1866.0;;;133.0;16.41;14.06;-82.0;10.28;88.0;6.22;0.24;0.24;556.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135.0;133.0;;;-191.0;;-53.0;;;-38.0;-96.0;;9.0;;151.0;;31.0;;-47.0;105.0;4.0;431.0;234.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;3075.0;2281.0;517.0;451.0;293.0;154.0;605.0;6665.0;11538.0;6558.0;9855.0;1578.0;603.0;-146.0;-133.0;244.0;525.0;795.0;74.16;1829.0;;1743.0;1743.0;;86.0;2624.0;;;224.0;16.82;14.68;-158.0;9.53;139.0;5.01;0.26;0.25;593.0;;907.0;359.0;1266.0;;310.0;5089.0;629.0;;4107.0;4107.0;;;137.0;4873.0;;4028.0;834.0;;;1696.0;2069.0;;259.0;969.0;3297.0;;190.0;;82.0;976.0;;520.0;11433.0;105.0;11538.0;;154.0;224.0;;;192.0;;76.0;;;33.0;-78.0;-79.0;-5.0;;16.0;;;-334.0;-61.0;262.0;-80.0;752.0;507.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;4855.0;3683.0;776.0;851.0;405.0;189.0;958.0;8036.0;13674.0;6938.0;12692.0;913.0;703.0;-851.0;566.0;313.0;555.0;1171.0;75.87;2833.0;;2833.0;2833.0;;;4004.0;;;371.0;15.98;17.52;-446.0;8.34;216.0;3.89;0.26;0.24;731.0;;1532.0;246.0;1778.0;;523.0;5735.0;582.0;;4413.0;4413.0;;;643.0;5637.0;;4511.0;156.0;;;2271.0;3823.0;;297.0;1634.0;5754.0;;156.0;;98.0;815.0;;;13605.0;69.0;13674.0;;189.0;371.0;;;292.0;;-226.0;;;-149.0;-148.0;-251.0;-479.0;;27.0;;;-6.0;-80.0;652.0;-104.0;1211.0;899.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;5182.0;3934.0;1112.0;593.0;466.0;284.0;1006.0;8060.0;13170.0;7740.0;11915.0;1193.0;1043.0;345.0;-1256.0;80.0;902.0;1248.0;75.91;3340.0;;2976.0;2976.0;;364.0;4589.0;;;646.0;21.46;11.45;-127.0;8.99;182.0;5.48;0.39;0.33;730.0;;1528.0;91.0;1619.0;;592.0;5849.0;595.0;;4349.0;4349.0;;;166.0;5110.0;;5005.0;272.0;;;2463.0;2366.0;;;1808.0;4175.0;;188.0;;106.0;1088.0;;-1.0;13108.0;62.0;13170.0;;284.0;646.0;;;405.0;;-64.0;;;-292.0;-141.0;-168.0;;650.0;4.0;;;;-95.0;-1161.0;-53.0;1386.0;1306.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;4884.0;4884.0;847.0;772.0;663.0;457.0;935.0;8462.0;13898.0;8244.0;11406.0;2468.0;734.0;-49.0;260.0;1031.0;636.0;;100.0;4112.0;;3979.0;3979.0;;133.0;4112.0;;;204.0;17.34;15.81;-109.0;13.57;186.0;9.36;0.54;0.52;842.0;;908.0;1436.0;2344.0;;686.0;5433.0;686.0;3412.0;903.0;4315.0;;256.0;179.0;5436.0;;5953.0;265.0;;;2027.0;2264.0;;260.0;638.0;3162.0;;;;93.0;;;2375.0;13874.0;24.0;13898.0;;457.0;204.0;;;87.0;;-115.0;;;-14.0;-98.0;32.0;;8.0;9.0;;8.0;;-65.0;317.0;85.0;2231.0;1200.0;;1.18;4.9;0.46;0.64;0.07;0.1;2.48;842.0;;;;4124.0;15.8;172.0;386.0;28.1;9.4;184.0;1912.0;2084.0;8.2;4.6;18.5;85.8;9.0;1.184
2006.0;5789.0;5789.0;1049.0;909.0;843.0;585.0;960.0;9550.0;15346.0;9087.0;12565.0;2745.0;783.0;-131.0;-462.0;6.0;676.0;;100.0;4880.0;;4706.0;4706.0;;174.0;4880.0;;;211.0;18.12;15.7;-66.0;14.56;253.0;10.11;0.7;0.65;838.0;;727.0;1807.0;2534.0;;908.0;6107.0;674.0;3748.0;915.0;4663.0;;245.0;214.0;5796.0;;6853.0;268.0;;;1966.0;2522.0;;285.0;671.0;3478.0;;;;104.0;;;2641.0;15310.0;36.0;15346.0;;585.0;211.0;;;-4.0;;-201.0;;;-9.0;-107.0;-62.0;-4.0;;42.0;;;-348.0;-87.0;-27.0;-183.0;2494.0;2488.0;;1.32;5.23;0.53;0.61;0.08;0.1;2.48;838.0;18.3;1.0;0.8;4386.0;15.7;160.0;443.0;30.0;10.1;351.0;1911.0;2080.0;9.4;5.5;21.3;85.1;64.3;1.32
2007.0;6815.0;1296.0;1306.0;1088.0;975.0;694.0;957.0;10303.0;17864.0;11726.0;14618.0;3207.0;1164.0;-1574.0;-347.0;-877.0;1036.0;5519.0;19.01;198.0;;;;;198.0;5718.0;7.0;107.0;212.0;19.16;15.97;-114.0;14.3;293.0;10.19;0.8;0.74;830.0;;1916.0;;1916.0;;570.0;7817.0;731.0;5174.0;1205.0;6379.0;;216.0;235.0;7561.0;;8261.0;1195.0;144.0;;2270.0;1886.0;;350.0;655.0;2892.0;;;;118.0;;;3089.0;17825.0;39.0;17864.0;;694.0;212.0;;;155.0;;;;;104.0;-128.0;-1453.0;-9.0;;16.0;-35.0;3.0;;-172.0;-143.0;-120.0;1881.0;2758.0;;1.46;5.63;0.57;0.86;0.14;0.11;2.65;830.0;18.7;1.1;1.3;4671.0;16.0;145.0;476.0;30.1;10.2;-975.0;1293.0;2198.0;12.5;6.1;21.7;75.2;16.3;1.459
2008.0;6576.0;;1216.0;1050.0;939.0;625.0;883.0;9306.0;16580.0;10479.0;13295.0;3243.0;1000.0;-331.0;-1327.0;-632.0;871.0;;;5519.0;;;;;5519.0;5519.0;;113.0;204.0;18.49;15.97;-110.0;14.29;274.0;9.5;0.77;0.74;810.0;;1212.0;;1212.0;;446.0;7648.0;671.0;5163.0;1110.0;6273.0;;127.0;203.0;7274.0;;8111.0;305.0;95.0;;2063.0;1850.0;;324.0;642.0;2816.0;;;;109.0;;;3134.0;16538.0;42.0;16580.0;;625.0;204.0;;;17.0;;89.0;;;154.0;-129.0;-240.0;-1.0;;39.0;-1577.0;1.0;-243.0;-182.0;674.0;27.0;1170.0;1802.0;;1.4;5.81;0.55;0.77;0.16;0.11;2.86;810.0;14.7;0.7;2.0;4704.0;16.0;146.0;447.0;29.2;9.5;-839.0;1323.0;2320.0;11.8;6.1;19.3;70.9;48.6;1.398
