;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2005.0;0.0;0.0;-2.0;1.0;-2.0;-2.0;12.0;1.0;4.0;0.0;0.0;4.0;-1.0;0.0;-0.0;-1.0;-1.0;0.0;14.52;1.0;;1.0;;;0.0;1.0;;0.0;0.0;-343.57;165.15;-3.0;-355.6;0.0;-356.43;-1.38;-1.38;1.0;;0.0;1.0;1.0;0.0;;;0.0;0.0;;0.0;;;3.0;3.0;;0.0;0.0;;;0.0;0.0;;;;0.0;;0.0;;0.0;-20.0;0.0;23.0;4.0;;4.0;;-2.0;0.0;;;-1.0;;;;;1.0;-0.0;;;0.0;;;;;;-0.0;0.0;0.0;1.0;;0.12;3.12;-11.11;-8.64;;0.02;23.34;1.0;;;;4.0;165.1;0.0;-14.0;-0.2;-356.4;3.0;0.0;29.0;-46.8;-41.6;-47.6;100.0;;0.124
2006.0;19.0;14.0;12.0;12.0;13.0;9.0;14.0;18.0;23.0;6.0;6.0;17.0;13.0;2.0;-2.0;12.0;13.0;5.0;74.7;2.0;;2.0;;;;7.0;0.0;;0.0;62.49;64.95;1.0;68.96;2.0;49.9;0.81;0.67;11.0;;18.0;;18.0;0.0;1.0;;5.0;;;;;;;5.0;;0.0;;;;6.0;;;;;;;;;;10.0;1.0;;23.0;;23.0;;9.0;0.0;;;2.0;;-0.0;;;2.0;-1.0;4.0;;;-2.0;;;;-2.0;-0.0;-0.0;18.0;5.0;;0.13;12.75;6.36;8.6;1.58;0.44;11.44;11.0;1.6;0.1;15.8;145.0;64.9;3.0;73.0;15.1;49.9;93.0;;130.0;57.0;48.5;55.6;75.2;18.3;0.128
2007.0;17.0;12.0;6.0;5.0;5.0;3.0;17.0;69.0;80.0;6.0;6.0;73.0;9.0;-8.0;48.0;48.0;8.0;5.0;69.4;7.0;;7.0;;;;12.0;1.0;;0.0;32.03;27.73;0.0;29.2;2.0;19.64;0.25;0.2;13.0;;66.0;;66.0;2.0;1.0;-0.0;5.0;;;;;;6.0;11.0;;0.0;;;;6.0;;;;;;;;;;14.0;-1.0;;80.0;;80.0;;3.0;0.0;;;-1.0;;0.0;;;6.0;-1.0;;-6.0;;-1.0;;48.0;;;;-2.0;66.0;19.0;;0.14;9.49;1.86;4.4;;0.33;40.3;13.0;7.3;0.4;;126.0;27.7;4.0;25.0;32.8;19.6;457.0;;536.0;4.6;6.3;4.6;100.0;-605.3;0.137
2008.0;124.0;8.0;15.0;3.0;12.0;11.0;22.0;57.0;119.0;14.0;17.0;100.0;10.0;-70.0;10.0;-53.0;9.0;116.0;6.53;12.0;;12.0;;;;127.0;1.0;0.0;3.0;12.36;2.78;9.0;9.98;1.0;8.99;0.58;0.5;19.0;;18.0;;18.0;25.0;10.0;4.0;36.0;;;;21.0;;6.0;62.0;;1.0;1.0;2.0;2.0;9.0;3.0;;;;3.0;;3.0;;46.0;26.0;-5.0;34.0;117.0;2.0;119.0;;11.0;3.0;;4.0;4.0;-2.0;13.0;-11.0;;-11.0;-1.0;-73.0;-1.0;4.0;;-1.0;;;;11.0;-3.0;18.0;71.0;;0.15;43.89;3.94;3.34;;0.24;35.4;19.0;4.5;0.2;;846.0;2.8;18.0;76.0;10.0;9.0;293.0;21.0;682.0;11.0;10.8;11.1;100.0;;0.147
2009.0;16.0;2.0;11.0;8.0;-9.0;8.0;22.0;71.0;102.0;19.0;46.0;52.0;-17.0;-29.0;55.0;10.0;-21.0;14.0;11.24;10.0;;10.0;10.0;;;24.0;0.0;;2.0;67.39;50.55;-17.0;-58.73;0.0;50.25;0.38;0.36;21.0;;27.0;;27.0;35.0;1.0;7.0;29.0;;;;2.0;;;31.0;;3.0;;0.0;0.0;17.0;26.0;;;1.0;27.0;;;;;33.0;-5.0;;98.0;4.0;102.0;;8.0;2.0;;4.0;-15.0;-1.0;-15.0;8.0;;-16.0;-5.0;-20.0;-5.0;;;-3.0;;;;58.0;-0.0;27.0;18.0;;0.15;5.13;2.58;-6.94;;1.54;16.83;21.0;4.2;0.1;;108.0;50.6;16.0;54.0;-3.9;50.2;350.0;174.0;353.0;11.0;8.5;15.3;100.0;;0.146
2010.0;15.0;6.0;92.0;9.0;88.0;87.0;23.0;27.0;309.0;50.0;228.0;69.0;5.0;-57.0;42.0;-9.0;-33.0;9.0;41.64;15.0;;14.0;14.0;;1.0;24.0;0.0;1.0;2.0;600.64;58.66;79.0;577.8;2.0;569.76;3.88;3.83;22.0;;19.0;;19.0;5.0;2.0;1.0;277.0;;;;;0.0;5.0;282.0;;13.0;15.0;3.0;0.0;22.0;48.0;;45.0;85.0;178.0;;;;47.0;-37.0;-1.0;60.0;296.0;13.0;309.0;;87.0;2.0;1.0;4.0;10.0;9.0;-1.0;5.0;-2.0;-99.0;-38.0;-31.0;;5.0;7.0;;;;;42.0;1.0;19.0;28.0;;0.15;4.49;25.59;-9.82;;11.19;20.15;22.0;0.5;0.0;;101.0;58.7;13.0;574.0;2.1;569.8;-152.0;319.0;452.0;35.7;30.3;127.0;100.0;;0.152
2011.0;24.0;8.0;-1.0;;-8.0;-10.0;24.0;41.0;384.0;93.0;285.0;86.0;-10.0;-79.0;90.0;2.0;-65.0;15.0;35.52;12.0;;12.0;12.0;1.0;0.0;28.0;0.0;5.0;2.0;-2.93;;-4.0;-35.15;2.0;-44.53;-0.44;-0.44;24.0;;22.0;;22.0;8.0;2.0;9.0;326.0;;;;;0.0;17.0;344.0;;19.0;36.0;4.0;1.0;38.0;83.0;;46.0;63.0;192.0;;;;50.0;-51.0;88.0;;371.0;14.0;384.0;;-10.0;2.0;0.0;;-3.0;;-0.0;1.0;;0.0;-56.0;-20.0;;;-5.0;-18.0;;;;108.0;-0.0;22.0;20.0;;0.16;6.27;-2.79;-17.44;;14.81;22.88;24.0;-4.1;-0.3;;148.0;;15.0;-66.0;-26.9;-44.5;-329.0;524.0;540.0;-1.4;-0.8;-12.2;100.0;;0.159
2012.0;25.0;8.0;-7.0;-9.0;-16.0;-14.0;25.0;56.0;458.0;176.0;370.0;73.0;-13.0;-59.0;84.0;12.0;-71.0;17.0;33.03;17.0;;16.0;16.0;1.0;1.0;34.0;0.0;7.0;3.0;-27.48;-33.82;-7.0;-62.31;-3.0;-57.26;-0.58;-0.58;25.0;;34.0;4.0;38.0;13.0;3.0;2.0;377.0;;;;;1.0;24.0;402.0;;17.0;71.0;4.0;2.0;86.0;91.0;;43.0;60.0;194.0;;;;50.0;-71.0;94.0;;443.0;15.0;458.0;;-14.0;3.0;-4.0;;1.0;-3.0;-1.0;4.0;-1.0;2.0;-58.0;;;;-0.0;-37.0;;;;120.0;-0.0;34.0;22.0;;0.16;6.29;-3.6;-17.81;;14.56;18.18;25.0;-1.8;-0.1;;157.0;-33.8;19.0;-90.0;16.6;-57.3;-751.0;570.0;453.0;-3.1;-2.2;-19.8;100.0;;0.161
2013.0;7.0;3.0;-50.0;-0.0;0.0;-55.0;25.0;495.0;500.0;424.0;457.0;27.0;-25.0;-49.0;76.0;2.0;-74.0;4.0;39.31;3.0;;3.0;3.0;0.0;0.0;7.0;0.0;0.0;5.0;-738.39;-6.95;1.0;2.07;0.0;-810.94;-2.22;-2.22;25.0;;13.0;1.0;13.0;1.0;1.0;480.0;4.0;;;;;0.0;1.0;5.0;;0.0;;3.0;0.0;424.0;;;;33.0;33.0;;;;52.0;-129.0;104.0;;484.0;15.0;500.0;;-55.0;5.0;-9.0;;5.0;-4.0;-0.0;0.0;-1.0;31.0;-50.0;;;3.0;-3.0;-81.0;;;;157.0;-1.0;37.0;35.0;;0.17;1.66;-13.46;-18.06;;12.06;6.5;25.0;-0.3;-0.0;;41.0;-7.0;28.0;-335.0;249.9;-810.9;429.0;;162.0;137.5;-11.4;-207.0;100.0;;0.165
2014.0;1.0;0.0;-4.0;-4.0;-4.0;-7.0;25.0;10.0;13.0;6.0;9.0;4.0;-10.0;-6.0;-12.0;-28.0;-18.0;1.0;20.96;2.0;;2.0;2.0;0.0;-0.0;3.0;0.0;;1.0;-327.52;-329.71;0.0;-317.76;1.0;-519.67;-0.28;-0.28;25.0;;8.0;;8.0;0.0;2.0;0.0;2.0;;;;;;1.0;3.0;;0.0;;3.0;0.0;6.0;;;;3.0;3.0;;;;50.0;-158.0;111.0;;13.0;;13.0;;-7.0;1.0;0.0;;-7.0;3.0;-3.0;-2.0;1.0;3.0;-9.0;;;;2.0;-9.0;;;-16.0;12.0;0.0;8.0;36.0;;0.16;0.33;-1.73;-4.59;3.89;2.18;0.91;25.0;-2.5;-0.1;88.9;8.0;-329.7;9.0;-43.0;-25.9;-519.7;25.0;;23.0;-108.3;-45.4;-190.8;324.4;;0.161
2015.0;3.0;-2.0;-5.0;-5.0;-5.0;-5.0;25.0;6.0;8.0;9.0;10.0;-2.0;-2.0;-1.0;-0.0;-2.0;-3.0;5.0;-74.11;3.0;;3.0;3.0;0.0;0.0;8.0;0.0;;0.0;-175.41;-186.32;0.0;-185.38;0.0;-193.58;-0.22;-0.22;25.0;;5.0;;5.0;0.0;1.0;0.0;2.0;;;;;;1.0;2.0;;0.0;;3.0;0.0;9.0;;;;1.0;1.0;;;;48.0;-157.0;107.0;;8.0;;8.0;;-5.0;0.0;;;3.0;;2.0;-0.0;-0.0;0.0;-1.0;;-19.0;19.0;0.0;;;;;-0.0;0.0;5.0;7.0;;0.15;0.74;-1.43;-0.71;;0.25;-0.49;25.0;-1.4;-0.1;;18.0;-186.3;2.0;-36.0;-4.4;-193.6;-22.0;;-12.0;464.9;-65.8;289.2;100.0;;0.154
2016.0;;;-2.0;-3.0;-3.0;-3.0;25.0;5.0;14.0;11.0;12.0;2.0;-4.0;-1.0;1.0;-4.0;-5.0;;;3.0;;2.0;2.0;0.0;1.0;3.0;0.0;;0.0;-inf;-inf;-0.0;-inf;;-inf;-0.13;-0.13;25.0;;3.0;;3.0;1.0;2.0;0.0;8.0;;;;;;1.0;8.0;;0.0;;3.0;0.0;11.0;;;;1.0;1.0;;;;45.0;-151.0;108.0;;14.0;;14.0;;-3.0;0.0;;;-1.0;;-0.0;-0.0;-0.0;-0.0;-1.0;;;;0.0;;;;;1.0;0.0;3.0;7.0;;0.14;;-0.92;-1.33;;0.2;0.53;25.0;-2.0;-0.1;;;-inf;3.0;-23.0;;-inf;-40.0;;13.0;-75.9;-14.8;-174.6;100.0;;0.144
2017.0;;;-1.0;-1.0;-1.0;-5.0;25.0;5.0;5.0;7.0;7.0;-2.0;-2.0;0.0;2.0;-0.0;-3.0;;;1.0;;1.0;1.0;;;1.0;0.0;0.0;0.0;-inf;-inf;0.0;-inf;;-inf;-0.18;-0.18;25.0;;3.0;;3.0;2.0;;0.0;0.0;;;;;;;0.0;;0.0;;3.0;;7.0;;;;;;;;;48.0;-156.0;106.0;;5.0;;5.0;;-5.0;0.0;;;-0.0;;-0.0;-0.0;-0.0;2.0;-1.0;1.0;;;;;;;;2.0;-0.0;3.0;3.0;;0.15;;-1.2;-0.79;;0.2;-0.62;25.0;-2.0;-0.1;;;-inf;2.0;-30.0;;-inf;-16.0;;-16.0;39.8;-20.7;193.5;100.0;;0.154
2018.0;;;-1.0;-1.0;-1.0;-1.0;25.0;1.0;1.0;4.0;4.0;-3.0;-1.0;1.0;-2.0;-2.0;-1.0;;;1.0;;1.0;1.0;;;1.0;0.0;;0.0;-inf;-inf;0.0;-inf;;-inf;-0.04;-0.04;25.0;;1.0;;1.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;;2.0;;4.0;;;;;;;;;45.0;-149.0;100.0;;1.0;;1.0;;-1.0;0.0;;;-0.0;;;-0.0;;;-0.0;1.0;;;;;;;;-2.0;-0.0;1.0;3.0;;0.15;;-0.25;-0.3;;0.0;-0.88;25.0;-8.8;-0.4;;;-inf;0.0;-6.0;;-inf;-22.0;;-22.0;28.5;-80.3;28.3;100.0;;0.145
2019.0;2.0;0.0;-1.0;-1.0;-1.0;-1.0;25.0;1.0;1.0;5.0;5.0;-4.0;-0.0;-0.0;-0.0;-0.0;-0.0;2.0;1.67;1.0;;1.0;1.0;0.0;;3.0;0.0;0.0;0.0;-33.4;-43.17;-0.0;-43.53;;-43.53;-0.03;-0.03;25.0;;0.0;;0.0;1.0;;0.0;0.0;;;;;;;0.0;;1.0;0.0;2.0;;4.0;;;;;;;0.0;;45.0;-148.0;99.0;;1.0;;1.0;;-1.0;0.0;;;0.0;-1.0;;1.0;;0.0;-0.0;;;;;-0.0;;;;0.0;0.0;0.0;1.0;;0.14;0.52;-0.23;-0.13;;0.0;-1.11;25.0;-7.7;-0.3;;13.0;-43.2;1.0;-6.0;;-43.5;-28.0;;-28.0;20.3;-67.3;20.5;100.0;;0.144
2020.0;1.0;0.0;4.0;-1.0;4.0;4.0;28.0;22.0;22.0;5.0;6.0;16.0;-1.0;-0.0;1.0;-0.0;-1.0;1.0;0.19;1.0;;1.0;1.0;0.0;;2.0;0.0;0.0;0.0;367.58;-103.82;5.0;351.87;-0.0;372.49;0.14;0.14;28.0;;0.0;21.0;22.0;0.0;;0.0;0.0;;;;;;;0.0;;0.0;0.0;2.0;;5.0;0.0;;2.0;;2.0;;0.0;;60.0;-154.0;109.0;;22.0;;22.0;;4.0;0.0;;;0.0;1.0;;-1.0;;-5.0;-0.0;;;;;-0.0;;;;1.0;0.0;0.0;1.0;;0.15;0.24;0.9;-0.16;;0.0;3.57;28.0;1.6;0.0;;7.0;-103.8;1.0;26.0;-5.9;372.5;110.0;0.0;101.0;23.0;17.0;25.3;100.0;;0.153
