;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
1995.0;242.0;;2.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;0.99;14.92;14.92;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;210.0;17.0;8.0;11.0;6.0;4.0;0.0;79.0;81.0;44.0;44.0;37.0;15.0;-8.0;2.0;2.0;15.0;193.0;8.22;6.0;;6.0;;;0.0;199.0;;2.0;0.0;3.91;5.36;-6.0;2.72;2.0;1.95;10.96;10.96;0.0;;15.0;;15.0;6.0;6.0;51.0;1.0;;0.0;0.0;;;1.0;2.0;;3.0;34.0;;;8.0;;;;0.0;0.0;;;;;5.0;-0.0;32.0;81.0;;81.0;;4.0;0.0;;;7.0;;2.0;;;4.0;-0.0;;;;-8.0;;10.0;;;-8.0;;;7.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;132.0;6.0;3.0;;3.0;2.0;1.0;32.0;50.0;7.0;7.0;43.0;-0.0;-0.0;;;-1.0;125.0;4.9;4.0;;4.0;;;0.0;129.0;;;0.0;2.59;;1.0;2.45;1.0;1.59;0.35;0.35;1.0;;14.0;;14.0;1.0;7.0;10.0;1.0;;0.0;0.0;;;17.0;18.0;;2.0;;;;5.0;;;;;;;;;;7.0;-1.0;37.0;50.0;;50.0;;2.0;0.0;;;-6.0;;-1.0;;;3.0;-0.0;;;;;;;;;;;;15.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;61.0;2.0;-6.0;2.0;;-6.0;1.0;28.0;43.0;9.0;9.0;34.0;4.0;-3.0;-0.0;-0.0;4.0;59.0;3.14;4.0;;4.0;;;0.0;63.0;;;0.0;-9.73;3.92;-5.0;;;-10.05;-1.01;-1.01;1.0;;15.0;;15.0;12.0;1.0;;1.0;;0.0;0.0;;;14.0;15.0;;1.0;;;;7.0;;;;0.0;0.0;;;;;0.0;-1.0;34.0;43.0;;43.0;;-6.0;0.0;;;4.0;;6.0;;;6.0;-0.0;;;;-3.0;;;-0.0;;;;;14.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;55.0;1.0;-1.0;;;-1.0;1.0;28.0;43.0;10.0;10.0;33.0;-5.0;-6.0;0.0;-10.0;-5.0;54.0;1.77;3.0;;3.0;;;0.0;57.0;;;0.0;-1.24;;1.0;;;-1.47;-1.35;-1.35;1.0;;4.0;7.0;11.0;17.0;1.0;-0.0;1.0;;;;;;14.0;15.0;;2.0;;;;8.0;;;;;;;;;0.0;-0.0;-1.0;35.0;43.0;;43.0;;-1.0;0.0;;;-5.0;;0.0;;;1.0;-1.0;;;;-5.0;;;;;0.0;;4.0;15.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;1.0;0.0;-2.0;3.0;-2.0;-3.0;1.0;15.0;38.0;6.0;6.0;33.0;-0.0;-0.0;0.0;-0.0;-0.0;1.0;7.98;3.0;;2.0;;;0.0;3.0;;;0.0;-236.79;326.79;-5.0;-292.14;0.0;-333.69;-3.72;-3.72;1.0;;4.0;7.0;11.0;1.0;0.0;2.0;2.0;;1.0;1.0;;;21.0;24.0;;0.0;2.0;;;3.0;;;;;;;;;0.0;-3.0;-0.0;36.0;38.0;-0.0;38.0;;-3.0;0.0;;;2.0;;1.0;;;1.0;-0.0;0.0;;0.0;-0.0;;;;;0.0;;4.0;4.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1.0;0.0;-2.0;3.0;-34.0;-3.0;1.0;4.0;18.0;2.0;2.0;16.0;1.0;-6.0;1.0;-3.0;1.0;1.0;2.54;3.0;;2.0;;;2.0;5.0;0.0;;1.0;-208.7;294.75;-38.0;-2950.21;0.0;-298.77;-4.13;-4.13;1.0;;1.0;1.0;2.0;2.0;0.0;-0.0;1.0;;;;;;13.0;14.0;;0.0;;;;2.0;;;;;;;;;0.0;-7.0;-0.0;23.0;18.0;;18.0;;-3.0;1.0;;;2.0;;-0.0;;;2.0;-0.0;;;;-6.0;;;;;1.0;;1.0;4.0;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1.0;0.0;-7.0;1.0;-7.0;-7.0;1.0;2.0;11.0;1.0;1.0;10.0;-1.0;1.0;-1.0;-0.0;-1.0;1.0;7.23;1.0;;1.0;;;0.0;2.0;0.0;;0.0;-647.24;123.67;-9.0;-656.46;0.0;-657.0;-8.69;-8.69;1.0;;0.0;0.0;1.0;1.0;0.0;0.0;1.0;;;;;;8.0;9.0;;0.0;;;;1.0;;;;;;;;0.0;0.0;-14.0;3.0;20.0;11.0;-0.0;11.0;;-7.0;0.0;;;1.0;;-0.0;;;6.0;-0.0;;;;1.0;;;;;-1.0;0.0;0.0;1.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;0.0;0.0;-4.0;1.0;;-4.0;1.0;2.0;8.0;1.0;1.0;7.0;1.0;0.0;0.0;1.0;1.0;0.0;8.97;1.0;;1.0;;;0.0;1.0;0.0;;0.0;-1035.33;207.34;-3.0;;;-1041.58;-3.98;-3.98;1.0;;1.0;0.0;1.0;0.0;;0.0;0.0;;1.0;1.0;;;5.0;6.0;12.0;0.0;0.0;;;1.0;0.0;;;0.0;0.0;;0.0;;0.0;-18.0;3.0;22.0;8.0;0.0;8.0;;-4.0;0.0;;;1.0;;;;;3.0;-0.0;;;;0.0;;1.0;;;-0.0;;1.0;0.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;0.0;0.0;-3.0;1.0;-3.0;-3.0;1.0;2.0;6.0;0.0;0.0;5.0;-0.0;0.0;1.0;0.0;-0.0;0.0;15.0;1.0;;1.0;;;0.0;1.0;0.0;;0.0;-558.33;193.33;-4.0;-564.38;0.0;-564.79;-2.27;-2.27;1.0;;1.0;0.0;1.0;0.0;;-0.0;0.0;;0.0;0.0;;;4.0;4.0;;0.0;0.0;;;0.0;0.0;;;;0.0;;0.0;;0.0;-21.0;3.0;23.0;6.0;;6.0;;-3.0;0.0;;;-0.0;;;;;2.0;-0.0;;;;0.0;;1.0;;;-0.0;;1.0;1.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
