;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
1999.0;5390.0;3887.0;867.0;978.0;;630.0;1471.0;4914.0;6862.0;2234.0;3224.0;3605.0;834.0;969.0;-240.0;1577.0;417.0;1503.0;72.11;2909.0;;;;;2909.0;4412.0;;;238.0;16.09;18.15;;;;11.68;0.43;0.43;1471.0;;204.0;2170.0;2374.0;1107.0;770.0;663.0;1152.0;3.0;260.0;263.0;;160.0;374.0;1949.0;;647.0;326.0;;;1260.0;138.0;;;852.0;990.0;;;;1473.0;;-92.0;2224.0;6829.0;33.0;6862.0;;630.0;238.0;;;-44.0;;-56.0;;;11.0;-417.0;;;;969.0;-31.0;6.0;;-179.0;-35.0;13.0;2374.0;797.0;;1.01;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;5620.0;4261.0;1731.0;1486.0;1470.0;928.0;1462.0;5092.0;7393.0;2128.0;3311.0;4056.0;1130.0;-367.0;-444.0;320.0;779.0;1359.0;75.82;2774.0;891.0;;;;1884.0;4133.0;;;227.0;30.81;26.45;-16.0;26.16;576.0;16.52;0.64;0.64;1462.0;;195.0;2518.0;2713.0;1163.0;695.0;521.0;1147.0;77.0;301.0;378.0;;374.0;402.0;2301.0;;629.0;274.0;;;1225.0;114.0;;4.0;1065.0;1183.0;;;;1379.0;;-188.0;2866.0;7367.0;26.0;7393.0;;928.0;227.0;;;-79.0;;29.0;;;54.0;-351.0;;-88.0;;-279.0;-27.0;3.0;;-227.0;-192.0;1.0;2431.0;2111.0;;0.94;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;5780.0;4664.0;2430.0;1876.0;1907.0;1412.0;1463.0;6834.0;8880.0;2678.0;3722.0;5139.0;1620.0;-101.0;-430.0;1091.0;1116.0;1116.0;80.69;2788.0;919.0;;;;1869.0;3904.0;;;268.0;42.05;32.46;30.0;32.98;750.0;24.43;0.97;0.97;1463.0;;110.0;3711.0;3821.0;1395.0;717.0;901.0;1095.0;126.0;595.0;721.0;;;230.0;2046.0;;639.0;254.0;;;1785.0;106.0;;;938.0;1044.0;;;;1304.0;;-357.0;4192.0;8861.0;19.0;8880.0;;1412.0;268.0;67.0;;-241.0;;-94.0;;;113.0;-503.0;;;;-101.0;-11.0;6.0;;-288.0;-138.0;3.0;3390.0;2299.0;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;7829.0;6381.0;3031.0;2747.0;2633.0;1848.0;1459.0;6895.0;9942.0;2676.0;3581.0;6344.0;1761.0;-1481.0;-1672.0;-1408.0;286.0;1448.0;81.5;3633.0;1280.0;;;;2353.0;5081.0;;;398.0;38.72;35.09;-114.0;33.63;785.0;23.61;1.27;1.27;1455.0;;151.0;3094.0;3245.0;1863.0;865.0;922.0;1466.0;;1361.0;1361.0;;;220.0;3047.0;;626.0;369.0;;;1680.0;68.0;;11.0;826.0;905.0;;;;1540.0;1848.0;-168.0;3123.0;9924.0;18.0;9942.0;;1848.0;398.0;67.0;;-625.0;;-82.0;;-443.0;73.0;-1475.0;;-34.0;;28.0;;4.0;-1230.0;-500.0;54.0;-17.0;2591.0;3999.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;10113.0;8319.0;4428.0;3864.0;3938.0;2609.0;1410.0;8843.0;12250.0;3257.0;4282.0;7945.0;2847.0;-440.0;-2008.0;377.0;2381.0;1794.0;82.26;4455.0;1653.0;;;;2802.0;6249.0;;;490.0;43.78;38.21;74.0;38.94;1329.0;25.8;1.86;1.86;1405.0;;191.0;4054.0;4245.0;1873.0;1005.0;1720.0;1821.0;;1283.0;1283.0;;;303.0;3407.0;;826.0;396.0;;;2036.0;67.0;;11.0;947.0;1025.0;;;;1842.0;2609.0;-508.0;4002.0;12227.0;23.0;12250.0;;2609.0;490.0;-19.0;;-205.0;;-69.0;;41.0;-28.0;-466.0;;;;26.0;;9.0;-1260.0;-732.0;-25.0;-21.0;3474.0;3098.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;20380.0;15295.0;-370.0;-413.0;-2497.0;-4891.0;1847.0;19577.0;103987.0;20329.0;55283.0;48196.0;5459.0;-19160.0;12494.0;-1238.0;5459.0;5085.0;75.05;15708.0;10100.0;;;;5608.0;20793.0;;;3411.0;-1.82;-2.03;-2084.0;-12.25;1109.0;-24.0;-2.66;-2.66;1847.0;;2075.0;1298.0;3373.0;7627.0;4143.0;4434.0;7974.0;;71906.0;71906.0;;;4531.0;84410.0;;3746.0;10009.0;;;6574.0;11703.0;;15438.0;7813.0;34954.0;;;;3825.0;-4891.0;-4086.0;53348.0;103479.0;508.0;103987.0;;-4891.0;3411.0;;;151.0;;219.0;;-860.0;6787.0;;;;;-19160.0;;12.0;;-996.0;13478.0;-31.0;2507.0;3746.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;33742.0;24789.0;10279.0;5625.0;3128.0;2672.0;2693.0;15528.0;102551.0;18248.0;47137.0;55190.0;7571.0;-1303.0;-7082.0;-700.0;6218.0;8953.0;73.47;18014.0;4786.0;;;;13229.0;26968.0;;;7042.0;30.46;16.67;-2497.0;9.27;565.0;7.92;1.0;0.99;2673.0;;1478.0;368.0;1846.0;7303.0;4059.0;2320.0;7318.0;;71552.0;71552.0;;3663.0;4491.0;87024.0;;3779.0;7603.0;;;6866.0;5622.0;;14447.0;8820.0;28889.0;;;;3317.0;;3165.0;48709.0;102327.0;224.0;102551.0;;2672.0;7042.0;-2485.0;;-283.0;;-694.0;;723.0;625.0;-1353.0;;;;50.0;;496.0;;-1910.0;-5669.0;115.0;1478.0;2178.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;38923.0;28909.0;14412.0;7562.0;6266.0;5287.0;2718.0;16050.0;102640.0;13566.0;42162.0;60188.0;8717.0;-1043.0;-7727.0;-126.0;6798.0;10014.0;74.27;20985.0;5847.0;;;;15137.0;30998.0;;;8069.0;37.03;19.43;-1295.0;16.1;1056.0;13.58;1.96;1.95;2694.0;;1522.0;143.0;1665.0;9340.0;4829.0;216.0;8209.0;37580.0;31331.0;68911.0;;4609.0;4860.0;86589.0;;3970.0;3227.0;;;6368.0;5938.0;;12204.0;10454.0;28596.0;;;;3589.0;;-914.0;57512.0;102350.0;290.0;102640.0;;5287.0;8069.0;-3251.0;;-1328.0;;-491.0;;-417.0;-60.0;-1919.0;;-677.0;;1553.0;;471.0;;-2695.0;-5502.0;-74.0;1522.0;1648.0;;1.32;10.95;1.49;1.91;0.76;0.54;16.93;2694.0;30.5;1.7;1.7;29489.0;19.4;6113.0;4006.0;16.9;13.6;1882.0;4499.0;45600.0;5.9;6.2;8.8;49.0;32.7;1.32
2007.0;42680.0;31617.0;15511.0;8638.0;8435.0;7691.0;2708.0;18344.0;105088.0;14130.0;39740.0;65090.0;10384.0;-2508.0;-7044.0;816.0;8031.0;11064.0;74.08;22779.0;6630.0;;;;16149.0;33842.0;;;6816.0;36.34;20.24;-203.0;19.76;1004.0;18.02;2.86;2.85;2694.0;;2501.0;;2501.0;10000.0;5449.0;394.0;9554.0;39746.0;28030.0;67776.0;;4255.0;5160.0;86744.0;;4017.0;3225.0;;;6888.0;5457.0;;10134.0;10020.0;25611.0;;;;3993.0;55332.0;-4662.0;10427.0;104830.0;258.0;105088.0;;7691.0;6816.0;-2156.0;;-1186.0;;-130.0;;-740.0;-781.0;-2353.0;;-636.0;;481.0;;430.0;-2639.0;-3454.0;-1381.0;-18.0;2501.0;1685.0;;1.46;10.86;1.96;2.04;0.88;0.6;16.56;2694.0;22.4;1.3;2.0;29253.0;20.2;4671.0;5272.0;11.9;18.0;2888.0;3740.0;44612.0;8.4;8.3;11.8;55.1;70.5;1.459
2008.0;40286.0;30029.0;15789.0;6143.0;5818.0;6000.0;2632.0;21533.0;100638.0;13064.0;37629.0;62723.0;11915.0;-3011.0;-5325.0;3516.0;9670.0;10257.0;74.54;21779.0;6396.0;10021.0;;10021.0;5363.0;32037.0;144.0;468.0;8367.0;39.19;15.25;-324.0;14.44;953.0;14.89;3.84;3.84;2619.0;;5908.0;563.0;6471.0;7414.0;5019.0;2630.0;9731.0;39372.0;21333.0;60705.0;3438.0;4082.0;1148.0;79104.0;;3902.0;2563.0;;;6600.0;5834.0;;7924.0;10807.0;24564.0;;;;3678.0;;-6178.0;65222.0;100351.0;287.0;100638.0;;6000.0;8367.0;-2059.0;;-1.0;-432.0;-117.0;;587.0;-391.0;-2245.0;;-8.0;;-758.0;-1752.0;80.0;-1715.0;-3786.0;1848.0;-63.0;5908.0;2392.0;;1.4;11.0;1.64;2.64;1.03;0.61;17.13;2619.0;21.5;1.0;2.9;28817.0;15.2;5985.0;4292.0;16.4;14.9;6058.0;4173.0;44866.0;7.1;7.4;9.6;36.9;56.1;1.398
