;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1993.0;57.0;4.0;2.0;1.0;1.0;0.0;40.0;19.0;25.0;13.0;15.0;10.0;-2.0;-2.0;0.0;-3.0;-3.0;53.0;6.56;2.0;1.0;;;;1.0;56.0;;;1.0;3.41;2.36;-1.0;1.31;0.0;0.52;0.01;0.01;40.0;;;;;13.0;5.0;2.0;2.0;;3.0;3.0;;;1.0;6.0;;5.0;7.0;;;1.0;3.0;;;;3.0;;;;;6.0;-5.0;10.0;25.0;;25.0;;0.0;1.0;-1.0;;;;;;;-3.0;-1.0;;;;-1.0;;;;;0.0;;-6.0;-3.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
1994.0;68.0;5.0;3.0;2.0;2.0;1.0;65.0;25.0;31.0;18.0;20.0;11.0;-3.0;-2.0;-0.0;-5.0;-4.0;63.0;7.45;3.0;1.0;;;;1.0;66.0;;;1.0;4.38;3.61;-1.0;2.52;1.0;1.42;0.01;0.01;65.0;;;;;18.0;5.0;2.0;2.0;;3.0;3.0;;;2.0;7.0;;5.0;12.0;;;1.0;2.0;;;;2.0;;;;;7.0;-5.0;10.0;31.0;;31.0;;1.0;1.0;0.0;;;;;;;-5.0;-1.0;;;;-1.0;;0.0;;;-0.0;;-11.0;-6.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;72.0;6.0;3.0;3.0;1.0;1.0;110.0;25.0;32.0;18.0;20.0;12.0;1.0;-1.0;-0.0;-1.0;0.0;67.0;7.65;3.0;1.0;;;;1.0;69.0;;;1.0;3.83;3.83;-1.0;2.07;1.0;1.14;0.01;0.01;110.0;;;;;17.0;6.0;3.0;2.0;;3.0;3.0;;;2.0;6.0;;5.0;13.0;;;1.0;2.0;;0.0;;2.0;;;;;8.0;-6.0;11.0;32.0;;32.0;;1.0;1.0;1.0;;;;;;;-1.0;-1.0;;;;-1.0;;0.0;;;-0.0;;-12.0;-11.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;90.0;8.0;6.0;5.0;4.0;2.0;137.0;35.0;53.0;21.0;23.0;30.0;1.0;-11.0;15.0;5.0;-8.0;82.0;8.77;3.0;2.0;;;;2.0;85.0;;;2.0;6.15;5.08;-1.0;4.18;2.0;2.21;0.01;0.01;137.0;;;;;25.0;8.0;2.0;3.0;;10.0;10.0;;;5.0;18.0;;13.0;7.0;;;1.0;1.0;;1.0;0.0;2.0;;;;;9.0;-7.0;27.0;53.0;;53.0;;2.0;2.0;2.0;;;;;;;-4.0;-9.0;;;;-2.0;;16.0;;;-1.0;;-6.0;-12.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;168.0;20.0;17.0;11.0;10.0;6.0;156.0;53.0;112.0;41.0;59.0;53.0;6.0;-42.0;31.0;-4.0;-29.0;147.0;12.16;9.0;2.0;;;;7.0;157.0;;;7.0;10.0;6.64;-1.0;5.82;4.0;3.36;0.04;0.04;156.0;;;;;40.0;10.0;3.0;11.0;;29.0;29.0;;;18.0;58.0;;24.0;13.0;;;4.0;18.0;;;-0.0;18.0;;;;;15.0;-9.0;47.0;112.0;;112.0;;6.0;7.0;3.0;;;;;;;-9.0;-36.0;;;;-6.0;;17.0;;;14.0;;-11.0;-6.0;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;484.0;70.0;67.0;41.0;42.0;23.0;235.0;215.0;487.0;173.0;177.0;310.0;99.0;-238.0;228.0;228.0;-125.0;414.0;14.48;29.0;4.0;;;;25.0;443.0;;;25.0;13.88;8.45;1.0;8.65;19.0;4.71;0.1;0.1;235.0;;79.0;;79.0;121.0;8.0;7.0;35.0;;188.0;188.0;;;48.0;272.0;;140.0;4.0;;;30.0;4.0;;;0.0;4.0;;;;;36.0;-13.0;287.0;487.0;;487.0;;23.0;25.0;2.0;;;;;;;49.0;-224.0;;;;-13.0;;240.0;;;-12.0;;;-10.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;961.0;153.0;149.0;102.0;104.0;57.0;268.0;234.0;590.0;168.0;207.0;384.0;52.0;-142.0;36.0;-54.0;-51.0;808.0;15.89;51.0;7.0;;;;44.0;859.0;;;44.0;15.47;10.6;3.0;10.87;47.0;5.94;0.21;0.21;268.0;;29.0;;29.0;142.0;55.0;9.0;43.0;;245.0;245.0;;;68.0;356.0;;139.0;3.0;;;25.0;37.0;;1.0;;39.0;77.0;;;;95.0;-19.0;308.0;591.0;-0.0;590.0;;57.0;44.0;8.0;;-58.0;;-38.0;;;1.0;-103.0;;;;-39.0;;3.0;;;33.0;-1.0;29.0;83.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;955.0;122.0;115.0;70.0;70.0;37.0;270.0;;;;;;45.0;-33.0;-7.0;5.0;33.0;834.0;12.74;52.0;7.0;;;;45.0;885.0;;;45.0;12.06;7.34;0.0;7.36;33.0;3.88;0.14;0.14;270.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0;45.0;1.0;;-39.0;;21.0;;;1.0;-12.0;-12.0;;;-9.0;;7.0;;;-15.0;1.0;33.0;28.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;1001.0;153.0;145.0;104.0;85.0;40.0;300.0;;;;;;110.0;-100.0;-10.0;-2.0;95.0;848.0;15.32;50.0;8.0;;;;42.0;898.0;;;60.0;14.52;10.35;-18.0;8.53;46.0;3.97;0.13;0.13;300.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;60.0;21.0;;-13.0;;-8.0;;0.0;3.0;-15.0;-55.0;;;-30.0;;34.0;;;-44.0;-2.0;29.0;31.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1367.0;206.0;210.0;146.0;147.0;86.0;377.0;;;;;;112.0;-136.0;59.0;37.0;76.0;1161.0;15.06;60.0;11.0;;;;49.0;1221.0;;;63.0;15.35;10.7;0.0;10.72;61.0;6.26;0.23;0.23;377.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.0;63.0;22.0;;-29.0;;-11.0;;;-31.0;-36.0;-13.0;;-16.0;-71.0;;83.0;;;-24.0;2.0;66.0;29.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2010.0;327.0;326.0;220.0;214.0;131.0;395.0;591.0;2215.0;443.0;752.0;1463.0;174.0;-342.0;152.0;-15.0;129.0;1683.0;16.26;106.0;16.0;;;;90.0;1789.0;;;111.0;16.2;10.97;-7.0;10.63;84.0;6.52;0.33;0.33;395.0;;62.0;;62.0;325.0;91.0;113.0;107.0;;1478.0;1478.0;;17.0;22.0;1625.0;;234.0;15.0;;52.0;143.0;183.0;;104.0;22.0;309.0;617.0;;;;410.0;-41.0;;2215.0;;2215.0;;131.0;111.0;35.0;;-85.0;;-1.0;;0.0;-18.0;-45.0;-172.0;;;-124.0;;5.0;;;147.0;1.0;62.0;77.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;2570.0;417.0;417.0;266.0;256.0;174.0;420.0;906.0;3420.0;626.0;1469.0;1951.0;184.0;-553.0;462.0;93.0;140.0;2153.0;16.23;151.0;21.0;;;;130.0;2304.0;;;154.0;16.25;10.34;-9.0;9.97;90.0;6.77;0.41;0.41;420.0;;159.0;;159.0;432.0;176.0;139.0;113.0;;1943.0;1943.0;;81.0;376.0;2514.0;;343.0;12.0;;98.0;173.0;377.0;;228.0;239.0;843.0;;;;;610.0;-101.0;;3420.0;;3420.0;;174.0;154.0;42.0;;-167.0;;-19.0;;;-19.0;-43.0;-467.0;;;-43.0;;262.0;;;200.0;0.0;159.0;66.0;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;3168.0;459.0;483.0;288.0;287.0;186.0;441.0;894.0;3427.0;608.0;1282.0;2144.0;413.0;-90.0;-283.0;34.0;391.0;2709.0;14.5;171.0;;;;;171.0;2880.0;;;199.0;15.23;9.09;-1.0;9.06;98.0;5.87;0.42;0.42;439.0;;207.0;;207.0;419.0;184.0;84.0;100.0;;2024.0;2024.0;;40.0;369.0;2533.0;;326.0;13.0;;110.0;160.0;202.0;;205.0;267.0;674.0;;;;;770.0;-141.0;;3427.0;;3427.0;;186.0;199.0;31.0;;-9.0;;-1.0;;;7.0;-22.0;-57.0;;;-12.0;;4.0;-94.0;;-193.0;-5.0;207.0;172.0;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;3110.0;430.0;373.0;278.0;194.0;131.0;366.0;819.0;3301.0;597.0;1738.0;1563.0;277.0;-125.0;-263.0;-112.0;173.0;2679.0;13.83;153.0;;;;;153.0;2832.0;;;179.0;12.0;8.92;-83.0;6.25;63.0;4.21;0.36;0.36;366.0;;103.0;;103.0;429.0;176.0;110.0;107.0;1554.0;447.0;2001.0;;22.0;352.0;2482.0;;328.0;7.0;;100.0;161.0;720.0;;191.0;231.0;1141.0;;;;;525.0;-259.0;;3301.0;;3301.0;;131.0;179.0;-31.0;;-7.0;;13.0;;-0.0;4.0;-103.0;-23.0;;;2.0;;52.0;-828.0;;513.0;-1.0;103.0;215.0;;0.89;9.49;0.4;0.53;;0.32;4.77;366.0;17.2;1.0;;3478.0;8.9;200.0;147.0;32.6;4.2;249.0;805.0;1748.0;4.8;5.9;8.4;100.0;447.8;0.894
