;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2000.0;1926.0;1351.0;525.0;226.0;204.0;188.0;1434.0;;;;;;426.0;-268.0;-81.0;77.0;218.0;575.0;70.13;1125.0;;719.0;719.0;;406.0;1700.0;;22.0;299.0;27.24;11.71;-22.0;10.6;16.0;9.74;0.13;0.13;1434.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188.0;299.0;-15.0;;-85.0;-101.0;;;-28.0;39.0;-208.0;;-60.0;;;-145.0;;;-101.0;164.0;;121.0;44.0;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;2166.0;657.0;21.0;-257.0;-277.0;-311.0;1405.0;3692.0;9716.0;2827.0;296.0;;;-1738.0;0.0;;-400.0;1509.0;30.34;795.0;;127.0;127.0;;669.0;2304.0;;21.0;277.0;0.96;-11.85;-21.0;-12.8;34.0;-14.36;-0.22;-0.22;1405.0;;1238.0;77.0;1315.0;;23.0;2353.0;3748.0;;2276.0;2276.0;;;;6024.0;;;;;881.0;1946.0;;;;3123.0;3123.0;;;;;;;;16165.0;-6449.0;9716.0;;-311.0;277.0;;;;;;16.0;865.0;34.0;-400.0;-96.0;;;-1241.0;;;;-881.0;881.0;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;1376.0;873.0;340.0;149.0;1.0;-3.0;1424.0;483.0;4284.0;809.0;2174.0;2102.0;207.0;-154.0;-79.0;-27.0;27.0;504.0;63.4;724.0;;460.0;460.0;;263.0;1227.0;;148.0;188.0;24.73;10.82;-148.0;0.04;7.0;-0.25;-0.0;-0.0;1424.0;;35.0;;35.0;278.0;;171.0;2867.0;;;;168.0;;766.0;3801.0;;360.0;267.0;43.0;;181.0;733.0;;1.0;632.0;1366.0;;1000.0;227.0;176.0;801.0;2.0;896.0;4277.0;8.0;4284.0;;-3.0;188.0;-45.0;;33.0;-116.0;;;-35.0;35.0;-180.0;;-95.0;120.0;;-169.0;;;-60.0;150.0;;35.0;62.0;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;2086.0;1411.0;930.0;460.0;693.0;483.0;1433.0;909.0;5920.0;1156.0;2963.0;2948.0;228.0;-295.0;177.0;110.0;-43.0;675.0;67.64;951.0;;283.0;283.0;;668.0;1626.0;233.0;;237.0;44.58;22.03;233.0;33.21;210.0;23.14;0.34;0.34;1433.0;;152.0;;152.0;427.0;8.0;322.0;3507.0;;;;272.0;61.0;1171.0;5010.0;;214.0;574.0;111.0;;369.0;806.0;;276.0;724.0;1806.0;;;278.0;216.0;1377.0;-20.0;1096.0;5910.0;9.0;5920.0;;483.0;237.0;132.0;;-404.0;40.0;;-250.0;287.0;-221.0;-270.0;-87.0;;;63.0;58.0;;;-69.0;187.0;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;2882.0;2004.0;1281.0;797.0;929.0;655.0;1433.0;1267.0;7248.0;1428.0;3773.0;3467.0;579.0;-345.0;-70.0;163.0;180.0;878.0;69.55;1245.0;;;;;1245.0;2122.0;148.0;96.0;255.0;44.45;27.67;132.0;32.24;275.0;22.72;0.0;0.0;1433.0;;329.0;;329.0;459.0;7.0;472.0;4213.0;;;;48.0;53.0;1666.0;5981.0;;337.0;534.0;243.0;;558.0;1035.0;;329.0;981.0;2345.0;;;303.0;235.0;1936.0;-200.0;1194.0;7240.0;8.0;7248.0;;655.0;255.0;71.0;;210.0;55.0;;-38.0;523.0;-611.0;-399.0;-403.0;;;457.0;85.0;;;-116.0;-39.0;;;;;0.38;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;3213.0;2288.0;1328.0;566.0;901.0;774.0;1475.0;2044.0;9130.0;2112.0;5164.0;3957.0;;-660.0;88.0;185.0;-646.0;926.0;71.2;1721.0;;;;;1721.0;2647.0;119.0;140.0;286.0;41.33;17.62;335.0;28.04;128.0;24.08;0.0;0.0;1462.0;;577.0;;577.0;692.0;11.0;763.0;5120.0;;;;58.0;92.0;1816.0;7086.0;;314.0;421.0;172.0;;1377.0;1643.0;;312.0;1097.0;3052.0;;;344.0;267.0;2207.0;-216.0;1356.0;9122.0;8.0;9130.0;;774.0;286.0;;;272.0;33.0;;38.0;866.0;-1332.0;-646.0;;;;-14.0;314.0;;;-210.0;-16.0;;;;;0.43;5.14;1.24;-1.03;0.34;1.03;6.33;1462.0;;;;7513.0;17.6;669.0;1809.0;14.2;24.1;-160.0;3841.0;9252.0;12.7;11.4;19.6;72.9;-32.5;0.428
2006.0;4044.0;2776.0;1188.0;362.0;561.0;329.0;1492.0;2272.0;10995.0;2055.0;7068.0;3918.0;657.0;-265.0;-522.0;-130.0;657.0;1269.0;68.63;1006.0;;604.0;604.0;;402.0;2275.0;167.0;248.0;379.0;29.38;8.95;199.0;13.88;233.0;8.13;0.22;0.22;1461.0;;519.0;;519.0;1052.0;14.0;688.0;6397.0;;;;245.0;;2082.0;8723.0;;360.0;323.0;235.0;;1372.0;2730.0;;111.0;2171.0;5012.0;;;376.0;292.0;2051.0;-286.0;1484.0;10986.0;9.0;10995.0;;329.0;379.0;;;207.0;;;-48.0;1154.0;-257.0;;;;;22.0;4.0;;;-970.0;444.0;;;;;0.47;5.92;0.48;0.96;1.42;;5.73;1461.0;13.2;0.7;22.3;8640.0;8.9;810.0;702.0;41.5;8.1;462.0;5833.0;8370.0;5.3;7.4;8.4;-195.2;147.6;0.468
2007.0;5298.0;3692.0;2149.0;1168.0;1294.0;909.0;1490.0;3334.0;13682.0;2535.0;9061.0;4620.0;786.0;-10.0;-777.0;-1.0;786.0;1606.0;69.68;1151.0;;575.0;575.0;;575.0;2757.0;398.0;362.0;493.0;40.56;22.05;126.0;24.42;385.0;17.16;0.62;0.61;1461.0;;1002.0;;1002.0;1590.0;20.0;722.0;7642.0;;131.0;131.0;488.0;254.0;1833.0;10347.0;;440.0;529.0;314.0;;1566.0;3299.0;;91.0;3135.0;6526.0;;;707.0;551.0;2149.0;-567.0;1781.0;13682.0;;13682.0;;909.0;493.0;;;571.0;;;-23.0;1956.0;-1187.0;;;;;315.0;28.0;;;-764.0;-41.0;;;;;0.56;6.46;1.11;0.96;0.93;;5.63;1461.0;7.3;0.4;11.4;9430.0;22.0;878.0;1618.0;29.7;17.2;1422.0;5873.0;8224.0;10.4;12.1;19.7;15.9;97.2;0.562
2008.0;4246.0;2919.0;1685.0;988.0;1083.0;757.0;1499.0;2685.0;10705.0;2112.0;6674.0;4032.0;553.0;-76.0;-376.0;102.0;553.0;1327.0;68.75;894.0;;553.0;553.0;;340.0;2220.0;177.0;270.0;332.0;39.69;23.27;95.0;25.52;326.0;17.84;0.51;0.5;1490.0;;851.0;;851.0;1254.0;12.0;569.0;5933.0;;120.0;120.0;520.0;188.0;1260.0;8020.0;;311.0;517.0;203.0;;1284.0;2296.0;;64.0;2202.0;4561.0;;;556.0;433.0;1981.0;-307.0;1369.0;10705.0;;10705.0;;757.0;332.0;;;271.0;;;-39.0;1776.0;-807.0;;;;;158.0;36.0;;;-376.0;-36.0;;;;;0.43;6.6;1.18;0.86;0.58;;6.26;1490.0;7.1;0.3;7.0;9828.0;23.3;769.0;1753.0;30.1;17.8;1327.0;5314.0;9333.0;11.0;12.6;18.8;50.4;67.9;0.432
2009.0;8578.0;5255.0;2240.0;1895.0;1477.0;1014.0;1461.0;4520.0;16385.0;4237.0;10406.0;5980.0;1904.0;-1823.0;1029.0;1110.0;1416.0;3323.0;61.26;3809.0;;1061.0;1061.0;;2748.0;7133.0;220.0;355.0;408.0;26.11;22.09;-418.0;17.22;463.0;11.82;0.79;0.79;1461.0;;2240.0;;2240.0;1814.0;20.0;446.0;7953.0;;144.0;144.0;1910.0;312.0;1547.0;11866.0;;383.0;2245.0;259.0;;1609.0;3077.0;;124.0;2968.0;6169.0;;;938.0;730.0;2755.0;-263.0;1819.0;16385.0;;16385.0;;1014.0;408.0;-13.0;;2480.0;118.0;;-29.0;4837.0;-1984.0;-488.0;;;;-1334.0;419.0;;;-538.0;1147.0;;;;;0.57;10.23;1.21;1.69;0.64;0.58;7.13;1461.0;6.3;0.1;8.4;14952.0;22.1;711.0;1768.0;31.3;11.8;493.0;5364.0;10423.0;10.4;11.2;17.0;47.0;38.0;0.574
