;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2010.0;7750.0;2751.0;3249.0;2197.0;1700.0;1360.0;1349.0;4871.0;20217.0;3857.0;13302.0;6915.0;;;-227.0;;-209.0;4999.0;35.5;554.0;;392.0;221.0;171.0;162.0;5553.0;512.0;1009.0;540.0;41.92;28.35;-497.0;21.94;340.0;17.55;1.01;1.01;1349.0;;1795.0;194.0;1989.0;1884.0;25.0;972.0;4958.0;;2894.0;2894.0;14.0;1085.0;6394.0;15346.0;;675.0;1327.0;325.0;;1854.0;6642.0;;642.0;2161.0;9445.0;;;;2056.0;;729.0;4130.0;20217.0;;20217.0;;1360.0;540.0;;;-4067.0;;;;1013.0;2167.0;-209.0;;;;;;;;-1102.0;875.0;;;;;0.6;9.54;1.67;-0.26;1.36;0.26;8.51;1349.0;5.3;0.3;15.4;12863.0;28.4;896.0;2258.0;20.0;17.6;1682.0;11024.0;11477.0;13.2;13.4;19.7;19.0;-527.1;0.603
2011.0;8486.0;3608.0;3451.0;;1801.0;1296.0;1461.0;4578.0;20046.0;6530.0;13744.0;6302.0;2092.0;-2155.0;1.0;-63.0;602.0;4878.0;42.52;1240.0;;553.0;451.0;102.0;687.0;6118.0;534.0;1101.0;550.0;40.67;;-567.0;21.22;505.0;15.27;0.89;0.89;1461.0;;1536.0;193.0;1728.0;1677.0;29.0;1144.0;4648.0;;2823.0;2823.0;95.0;1093.0;6809.0;15468.0;;639.0;4197.0;347.0;;1695.0;4270.0;;662.0;2281.0;7214.0;;122.0;;1831.0;1767.0;580.0;2124.0;20046.0;;20046.0;;1296.0;550.0;;;408.0;93.0;;37.0;181.0;-163.0;-1490.0;;-115.0;;-1544.0;-1191.0;;;-1092.0;2283.0;;1536.0;1599.0;;0.54;10.82;1.65;0.77;1.39;1.9;8.04;1461.0;5.9;0.4;14.3;15814.0;;1025.0;2415.0;28.0;15.3;-3638.0;7958.0;11745.0;15.4;14.5;20.6;15.7;181.4;0.537
2012.0;9007.0;2965.0;3698.0;1992.0;2603.0;2084.0;1461.0;5850.0;19893.0;6980.0;14017.0;5876.0;;-1025.0;-679.0;;-292.0;6042.0;32.92;1121.0;;794.0;625.0;170.0;326.0;7162.0;77.0;606.0;488.0;41.06;22.12;611.0;28.9;519.0;23.14;1.43;1.43;1461.0;;1213.0;1268.0;2481.0;2631.0;33.0;705.0;4298.0;;2182.0;2182.0;5637.0;708.0;1217.0;14043.0;;847.0;3467.0;340.0;;2667.0;4422.0;463.0;463.0;1689.0;7036.0;;376.0;;2081.0;1393.0;3325.0;-923.0;19893.0;;19893.0;;2084.0;488.0;;;-4230.0;731.0;;268.0;-3409.0;1657.0;-292.0;150.0;;;-883.0;;;;-853.0;174.0;;;;;0.49;12.64;2.92;-0.41;1.2;0.41;8.25;1461.0;3.8;0.3;10.9;18460.0;22.1;1001.0;4272.0;19.9;23.1;-2317.0;9064.0;12044.0;19.9;16.1;35.5;59.1;-292.3;0.488
2013.0;6192.0;2023.0;1864.0;1438.0;1716.0;1314.0;1503.0;2823.0;12620.0;2507.0;7271.0;5350.0;;;;;;4169.0;32.67;551.0;;389.0;338.0;51.0;162.0;4720.0;127.0;295.0;-148.0;30.1;23.22;279.0;27.72;402.0;21.22;0.83;0.83;1503.0;;932.0;396.0;1328.0;1126.0;16.0;353.0;2463.0;;848.0;848.0;5119.0;517.0;851.0;9797.0;;451.0;947.0;226.0;;1108.0;3056.0;;108.0;1600.0;4764.0;;;;2664.0;1625.0;2326.0;-1266.0;12620.0;;12620.0;;1314.0;-148.0;;;1896.0;1044.0;;-101.0;-1062.0;-3062.0;;-190.0;;;;;;;-1947.0;;;;;;0.42;9.73;2.07;;3.06;;8.41;1503.0;3.5;0.2;42.3;14627.0;23.2;-349.0;3104.0;23.4;21.2;747.0;7219.0;12638.0;15.2;15.9;24.6;-48.2;inf;0.423
2014.0;7351.0;2535.0;1922.0;2099.0;1685.0;1180.0;1461.0;2466.0;13167.0;3808.0;8922.0;4244.0;;;;;;4816.0;34.48;635.0;;294.0;246.0;48.0;340.0;5451.0;112.0;350.0;-114.0;26.14;28.56;-414.0;22.92;505.0;16.05;0.81;0.81;1461.0;;334.0;693.0;1027.0;1025.0;15.0;399.0;2086.0;;1271.0;1271.0;5843.0;469.0;1033.0;10701.0;;603.0;1990.0;225.0;;1214.0;3092.0;230.0;230.0;1562.0;5113.0;;;;2368.0;976.0;1583.0;-682.0;13165.0;2.0;13167.0;;1180.0;-114.0;;;-141.0;;;178.0;-1085.0;-925.0;;-1080.0;;;;;;;-1474.0;;;;;;0.38;13.38;2.15;;2.68;;7.72;1461.0;3.1;0.2;40.0;19540.0;28.6;-302.0;3137.0;30.0;16.1;-3569.0;8218.0;11281.0;15.2;15.5;27.8;-24.9;inf;0.376
2015.0;5374.0;1390.0;1132.0;1034.0;849.0;623.0;1503.0;2367.0;10312.0;3300.0;7034.0;3277.0;;;;;;3984.0;25.87;661.0;;214.0;170.0;44.0;446.0;4644.0;63.0;350.0;-66.0;21.07;19.24;-186.0;15.79;225.0;11.6;0.0;0.0;1503.0;;233.0;833.0;1067.0;1041.0;9.0;250.0;994.0;;2593.0;2593.0;3152.0;378.0;827.0;7946.0;;480.0;1590.0;190.0;;1230.0;2238.0;174.0;174.0;1148.0;3734.0;;;;1589.0;1177.0;1507.0;-995.0;10311.0;1.0;10312.0;;623.0;-66.0;;;-17.0;;;75.0;-745.0;-540.0;;-78.0;;;;;;;-201.0;;;;;;0.25;14.17;1.64;;0.53;;8.64;1503.0;2.0;0.1;16.0;21292.0;19.2;-262.0;2469.0;26.6;11.6;-3697.0;8867.0;12984.0;12.6;11.6;19.0;67.8;inf;0.252
2016.0;5765.0;1334.0;626.0;554.0;113.0;103.0;1503.0;2545.0;12909.0;3515.0;8937.0;3971.0;;;;;;4431.0;23.13;480.0;;322.0;205.0;117.0;158.0;4911.0;97.0;592.0;-79.0;10.86;9.61;-441.0;1.95;10.0;1.78;0.07;0.07;1503.0;;306.0;536.0;841.0;1351.0;15.0;337.0;1159.0;;3323.0;3323.0;4224.0;552.0;1106.0;10365.0;;596.0;1485.0;252.0;56.0;1379.0;3176.0;;179.0;2067.0;5422.0;;;;1933.0;1597.0;2038.0;-1597.0;12908.0;1.0;12909.0;;103.0;-79.0;;;-174.0;;;12.0;-1081.0;150.0;;;;;;;;;-207.0;;;;;;0.31;12.49;0.22;;0.45;;8.6;1503.0;9.7;0.4;20.9;18773.0;9.6;-256.0;334.0;9.0;1.8;-3161.0;10342.0;12930.0;6.8;5.5;2.6;-102.1;inf;0.307
2017.0;6555.0;1275.0;882.0;798.0;497.0;302.0;1693.0;2577.0;12752.0;2615.0;8426.0;4325.0;;;;;;5280.0;19.45;418.0;;305.0;230.0;75.0;112.0;5697.0;62.0;463.0;-78.0;13.45;12.17;-301.0;7.58;194.0;4.61;0.18;0.18;1693.0;;311.0;575.0;886.0;1423.0;11.0;256.0;834.0;;3368.0;3368.0;4356.0;565.0;1053.0;10175.0;;707.0;716.0;248.0;70.0;1122.0;3631.0;;222.0;1958.0;5811.0;;;;1900.0;1730.0;1865.0;-1170.0;12751.0;1.0;12752.0;;302.0;-78.0;;;273.0;;;122.0;-789.0;-498.0;;-11.0;;;;;;;;;;;;;0.3;12.83;0.59;;;;8.46;1693.0;4.5;0.2;;21712.0;12.2;-257.0;1001.0;39.1;4.6;-126.0;12027.0;14326.0;5.8;7.5;7.0;100.0;;0.302
2018.0;5736.0;1182.0;880.0;643.0;510.0;449.0;1693.0;7160.0;15419.0;6026.0;11313.0;3756.0;;;;;;4554.0;20.61;467.0;;241.0;173.0;68.0;225.0;5020.0;91.0;332.0;-55.0;15.34;11.21;-133.0;8.88;154.0;7.82;0.26;0.26;1693.0;;230.0;457.0;687.0;1250.0;9.0;5214.0;686.0;;2776.0;2776.0;2646.0;553.0;1598.0;8258.0;;464.0;566.0;134.0;20.0;4976.0;3239.0;;188.0;1860.0;5286.0;;;;1879.0;1639.0;1719.0;-1481.0;15068.0;350.0;15419.0;;449.0;-55.0;;131.0;572.0;;;-142.0;-101.0;-1097.0;;-10.0;;;;;;;;;;;;;0.26;13.15;1.03;;;;8.61;1693.0;2.3;0.1;;22266.0;11.2;-215.0;1742.0;30.3;7.8;4402.0;12574.0;14579.0;7.2;6.2;11.9;100.0;;0.258
2019.0;6317.0;1441.0;1720.0;;1112.0;778.0;1693.0;2522.0;12422.0;1969.0;8468.0;3953.0;1293.0;;;;1293.0;4876.0;22.81;717.0;;219.0;160.0;59.0;498.0;5593.0;90.0;315.0;238.0;27.24;;388.0;17.6;389.0;12.32;0.46;0.46;1693.0;;133.0;453.0;586.0;1394.0;10.0;533.0;678.0;;2892.0;2892.0;1347.0;605.0;4377.0;9899.0;;518.0;705.0;123.0;;747.0;3044.0;;164.0;3291.0;6499.0;;72.0;;1815.0;2177.0;1992.0;-2031.0;12421.0;1.0;12422.0;;778.0;238.0;28.0;-14.0;236.0;-166.0;;69.0;138.0;28.0;;;;;;;;;-18.0;;;;;;0.25;15.0;1.85;3.07;0.04;;9.39;1693.0;1.9;0.1;1.2;25390.0;;958.0;3127.0;35.0;12.3;2225.0;12233.0;15887.0;9.2;11.9;19.7;97.7;1.4;0.249
2020.0;4856.0;1036.0;1152.0;;732.0;551.0;1887.0;2975.0;10411.0;1865.0;7046.0;3364.0;1657.0;-977.0;-459.0;220.0;1624.0;3820.0;21.34;209.0;;141.0;112.0;28.0;68.0;4029.0;77.0;230.0;190.0;23.71;;-96.0;15.07;180.0;11.35;0.29;0.29;1887.0;;323.0;696.0;1020.0;1491.0;;464.0;504.0;;2273.0;2273.0;1190.0;472.0;2996.0;7436.0;;454.0;406.0;211.0;;1006.0;2529.0;;200.0;2451.0;5181.0;;44.0;;1462.0;;1902.0;;10410.0;1.0;10411.0;;551.0;190.0;49.0;;1012.0;-15.0;;54.0;225.0;-145.0;-33.0;5.0;-648.0;;-309.0;-503.0;;;;44.0;;323.0;103.0;;0.19;13.37;1.52;4.47;;0.09;9.26;1887.0;1.5;0.0;;25228.0;;989.0;2864.0;24.6;11.4;5766.0;13140.0;17474.0;8.5;9.2;16.4;100.0;;0.193
