;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;3357.0;183.0;-192.0;-223.0;-204.0;-204.0;1023.0;1571.0;1681.0;738.0;1239.0;442.0;-14.0;-99.0;991.0;861.0;-113.0;3174.0;5.45;402.0;38.0;368.0;292.0;76.0;-4.0;3576.0;9.0;;12.0;-5.73;-6.65;19.0;-6.08;;-6.08;-0.46;-0.46;1023.0;;999.0;;999.0;50.0;439.0;82.0;78.0;;0.0;0.0;0.0;;32.0;110.0;;578.0;;14.0;55.0;105.0;;;;501.0;501.0;;;61.0;0.0;-394.0;-23.0;799.0;1681.0;;1681.0;;-204.0;12.0;;11.0;170.0;-29.0;-268.0;385.0;37.0;-3.0;-99.0;-0.0;-48.0;48.0;-28.0;;993.0;-2.0;;;-17.0;999.0;138.0;;0.16;20.65;-1.25;-0.69;;0.61;2.72;1023.0;;;;21129.0;-6.6;74.0;-1284.0;;-6.1;5239.0;;2783.0;-21.6;-12.1;-46.1;100.0;;0.159
2012.0;6642.0;559.0;-245.0;-313.0;-277.0;-278.0;1499.0;2529.0;2871.0;1843.0;2604.0;267.0;225.0;-541.0;458.0;143.0;41.0;6083.0;8.41;865.0;102.0;770.0;594.0;176.0;-7.0;6948.0;28.0;1.0;30.0;-3.7;-4.72;37.0;-4.16;1.0;-4.18;-0.36;-0.36;1463.0;;1152.0;173.0;1325.0;98.0;763.0;342.0;245.0;2.0;37.0;39.0;0.0;;57.0;342.0;;1300.0;139.0;27.0;161.0;244.0;;;;760.0;760.0;;;61.0;0.0;-676.0;-24.0;906.0;2871.0;;2871.0;;-278.0;30.0;1.0;36.0;437.0;-36.0;-319.0;667.0;3.0;-1.0;-184.0;-23.0;-416.0;82.0;-66.0;;252.0;;;206.0;0.0;1152.0;1009.0;;0.16;28.28;-1.18;0.17;;0.78;1.14;1463.0;;;;41381.0;-4.7;186.0;-1729.0;-0.4;-4.2;4271.0;;1665.0;-26.9;-9.6;-103.9;100.0;;0.161
2013.0;11455.0;1131.0;42.0;-96.0;-8.0;-8.0;1023.0;3736.0;4297.0;2770.0;2770.0;1526.0;590.0;-441.0;462.0;601.0;376.0;10324.0;9.87;1206.0;159.0;1067.0;804.0;263.0;-20.0;11531.0;57.0;1.0;48.0;0.36;-0.83;87.0;-0.07;-0.0;-0.07;-0.64;-0.64;1023.0;;1786.0;314.0;2101.0;110.0;1055.0;470.0;476.0;2.0;36.0;38.0;6.0;;41.0;561.0;;1820.0;154.0;46.0;374.0;422.0;;;;;;;;;0.0;-711.0;-44.0;2281.0;4297.0;;4297.0;;-8.0;48.0;-0.0;43.0;514.0;-4.0;-270.0;444.0;304.0;-7.0;-213.0;-6.0;-1646.0;1514.0;-109.0;-143.0;449.0;;;155.0;-10.0;1786.0;1186.0;;0.17;67.78;-0.05;2.23;;1.26;9.03;1023.0;;;;69340.0;-0.8;293.0;-50.0;0.1;-0.1;5843.0;;9240.0;-0.4;-0.2;-0.5;100.0;;0.165
2014.0;18527.0;2154.0;-531.0;-935.0;-802.0;-805.0;1210.0;8046.0;10712.0;4671.0;4671.0;6041.0;164.0;-2127.0;2963.0;983.0;-304.0;16373.0;11.63;3054.0;296.0;2793.0;2147.0;646.0;-35.0;19427.0;103.0;5.0;266.0;-2.87;-5.05;133.0;-4.33;3.0;-4.34;-1.72;-1.72;1210.0;;2725.0;1959.0;4684.0;681.0;1964.0;716.0;886.0;422.0;1108.0;1531.0;164.0;;85.0;2666.0;;2636.0;305.0;38.0;777.0;953.0;;;;;;;;;0.0;-1494.0;-58.0;7593.0;10712.0;;10712.0;;-805.0;266.0;-1.0;685.0;-2.0;-323.0;-935.0;790.0;299.0;21.0;-468.0;133.0;-3146.0;1265.0;17.0;-152.0;2811.0;;;305.0;-16.0;2725.0;1742.0;;0.16;95.06;-4.13;-1.56;;2.4;30.99;1210.0;-6.4;-0.4;;115002.0;-5.0;1651.0;-4996.0;-0.4;-4.3;20947.0;;37498.0;-13.2;-7.4;-13.3;100.0;;0.161
2015.0;27918.0;3739.0;-1030.0;-995.0;-1448.0;-1444.0;1368.0;9010.0;13116.0;7550.0;8391.0;4703.0;-279.0;-352.0;724.0;146.0;-1095.0;24179.0;13.39;4250.0;532.0;3778.0;2587.0;1191.0;-60.0;28429.0;64.0;13.0;403.0;-3.69;-3.56;-453.0;-5.19;-2.0;-5.17;-1.06;-1.06;1368.0;;2751.0;428.0;3179.0;2105.0;3163.0;563.0;1461.0;4.0;811.0;815.0;1520.0;;309.0;4105.0;;4592.0;557.0;16.0;1263.0;1138.0;424.0;417.0;;;841.0;;;;0.0;-2878.0;129.0;7453.0;13094.0;21.0;13116.0;;-1444.0;403.0;-7.0;184.0;-489.0;-1139.0;-1286.0;2019.0;148.0;1073.0;-816.0;-1147.0;-949.0;2560.0;-144.0;-574.0;;;;1298.0;53.0;2751.0;2605.0;;0.15;132.57;-6.86;-5.2;;3.88;22.33;1368.0;-4.3;-0.2;;181287.0;-3.6;2619.0;-9378.0;0.2;-5.2;9479.0;2754.0;30541.0;-25.8;-10.9;-30.7;100.0;;0.154
2016.0;37432.0;5673.0;102.0;-309.0;-465.0;-484.0;1402.0;15388.0;23078.0;15072.0;18162.0;4877.0;1262.0;-6946.0;5857.0;275.0;620.0;31759.0;15.16;5875.0;774.0;5207.0;3686.0;1521.0;-107.0;37634.0;69.0;37.0;523.0;0.27;-0.82;-157.0;-1.24;26.0;-1.29;-0.39;-0.39;1402.0;;2845.0;1136.0;3982.0;4543.0;4160.0;2703.0;1703.0;941.0;1217.0;2158.0;2345.0;;1484.0;7690.0;;6330.0;2550.0;83.0;1850.0;4342.0;1570.0;310.0;131.0;1079.0;3090.0;;;;0.0;-3146.0;241.0;7782.0;23039.0;39.0;23078.0;;-484.0;523.0;-5.0;337.0;433.0;-1395.0;-1204.0;1971.0;615.0;457.0;-642.0;-1186.0;-6080.0;2850.0;-1993.0;-2025.0;;-768.0;;8650.0;102.0;2845.0;2571.0;;0.14;185.49;-2.4;3.07;;3.18;24.17;1402.0;-10.5;-0.5;;260122.0;-0.8;3633.0;-3362.0;-5.6;-1.3;2192.0;10909.0;33893.0;-5.6;-1.8;-9.9;100.0;;0.144
2017.0;55690.0;7810.0;834.0;-128.0;19.0;20.0;1456.0;17680.0;28289.0;18175.0;20237.0;7999.0;3815.0;-5763.0;2956.0;909.0;2070.0;47880.0;14.02;7809.0;1022.0;6916.0;4623.0;2293.0;-130.0;55689.0;389.0;148.0;644.0;1.5;-0.23;147.0;0.03;21.0;0.04;-0.02;-0.02;1422.0;;3948.0;1320.0;5268.0;4963.0;6409.0;1040.0;3508.0;1022.0;1029.0;2051.0;4393.0;24.0;634.0;10609.0;;11426.0;1980.0;101.0;2336.0;2433.0;1679.0;196.0;136.0;52.0;2062.0;;;;0.0;-3417.0;381.0;11035.0;28236.0;53.0;28289.0;;20.0;644.0;-34.0;427.0;2885.0;-84.0;-1966.0;4013.0;-42.0;-128.0;-1745.0;1055.0;-2477.0;955.0;-4288.0;-2036.0;;;;4992.0;-99.0;3948.0;3039.0;;0.15;254.73;0.09;9.47;;7.98;36.59;1422.0;411.2;17.4;;362332.0;-0.2;4193.0;129.0;115.4;0.0;-3222.0;10923.0;52041.0;-0.3;0.7;0.2;100.0;;0.154
2018.0;67131.0;9583.0;632.0;-381.0;-345.0;-362.0;1439.0;15236.0;30392.0;17561.0;21548.0;8685.0;3034.0;-3789.0;1630.0;1119.0;-71.0;57548.0;14.28;9871.0;1765.0;8196.0;5401.0;2795.0;-89.0;67419.0;308.0;124.0;808.0;0.94;-0.57;36.0;-0.51;62.0;-0.54;-0.25;-0.25;1439.0;;4978.0;296.0;5274.0;2465.0;6398.0;1099.0;5538.0;965.0;728.0;1694.0;6867.0;15.0;1043.0;15156.0;;11622.0;660.0;120.0;2179.0;3100.0;1435.0;67.0;120.0;2364.0;3986.0;;;;0.0;-3493.0;692.0;11486.0;30232.0;159.0;30392.0;;-362.0;808.0;-2.0;532.0;1795.0;623.0;-340.0;794.0;-196.0;262.0;-3105.0;-2297.0;-1029.0;1362.0;660.0;-1912.0;513.0;-30.0;;3059.0;244.0;5449.0;4330.0;;0.15;321.08;-1.73;-0.34;;14.85;41.54;1439.0;-20.0;-0.8;;462020.0;-0.6;5560.0;-2489.0;-18.0;-0.5;-16006.0;9875.0;59771.0;-1.6;-0.6;-4.2;100.0;;0.145
2019.0;82841.0;12123.0;2950.0;1292.0;1966.0;1750.0;1484.0;19974.0;37296.0;20106.0;25139.0;11755.0;3559.0;-3640.0;369.0;346.0;2266.0;70718.0;14.63;11070.0;2099.0;9290.0;6097.0;3193.0;-319.0;81788.0;256.0;104.0;837.0;3.56;1.56;675.0;2.37;259.0;2.11;1.2;1.18;1456.0;;5309.0;3533.0;8842.0;1720.0;8319.0;1093.0;6605.0;954.0;590.0;1544.0;8184.0;12.0;977.0;17322.0;;12986.0;459.0;289.0;2787.0;3876.0;2237.0;279.0;192.0;2325.0;5033.0;;1252.0;;0.0;-1711.0;807.0;12658.0;36894.0;403.0;37296.0;;1750.0;837.0;77.0;531.0;1115.0;565.0;-1998.0;1492.0;505.0;-751.0;-1292.0;-997.0;-3629.0;435.0;1688.0;-1415.0;;-19.0;;1804.0;58.0;5731.0;5385.0;;0.14;396.13;8.37;10.84;;6.18;56.21;1456.0;3.5;0.1;;576888.0;1.6;5828.0;12187.0;13.2;2.1;-922.0;15575.0;81856.0;10.9;5.7;14.9;100.0;0.8;0.144
2020.0;114257.0;16715.0;8898.0;1891.0;7785.0;7569.0;1555.0;35972.0;64694.0;26659.0;33367.0;28732.0;6518.0;-8857.0;10888.0;7753.0;4609.0;97541.0;14.63;14687.0;2474.0;12603.0;8443.0;4160.0;-390.0;112229.0;422.0;172.0;930.0;7.79;1.65;5895.0;6.81;227.0;6.62;5.01;4.85;1511.0;;13188.0;9280.0;22469.0;2216.0;9028.0;2259.0;7045.0;1671.0;2694.0;4365.0;14950.0;82.0;2281.0;28723.0;;16365.0;1344.0;464.0;3740.0;5210.0;3490.0;248.0;294.0;2676.0;6708.0;;2415.0;;0.0;5733.0;-309.0;23308.0;62099.0;2596.0;64694.0;;7569.0;930.0;-110.0;637.0;2861.0;-63.0;122.0;1700.0;585.0;-5369.0;-1908.0;-2325.0;-10244.0;5253.0;133.0;-2570.0;4802.0;-48.0;;8705.0;-779.0;13868.0;6115.0;;0.15;493.61;32.7;19.91;;8.24;124.13;1511.0;1.9;0.0;;745802.0;1.7;6068.0;49405.0;2.9;6.6;60785.0;22781.0;187543.0;21.8;12.8;26.3;100.0;-103.1;0.153
