;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1996.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;107.0;;33.0;;13.0;7.0;136.0;66.0;71.0;;30.0;41.0;36.0;-40.0;-3.0;-7.0;34.0;;;-64.0;;30.0;30.0;;-94.0;-64.0;;;20.0;30.93;;-158.0;11.92;6.0;6.47;0.06;0.05;119.0;;;3.0;3.0;;;63.0;4.0;;0.0;0.0;;;;4.0;;;;;;;;;;;;30.0;;;;17.0;;23.0;71.0;;71.0;;7.0;20.0;5.0;;;;;;;3.0;-1.0;;-2.0;;-36.0;;2.0;-4.0;-2.0;;;6.0;13.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;124.0;;45.0;;11.0;6.0;149.0;51.0;130.0;11.0;34.0;96.0;46.0;-61.0;54.0;37.0;45.0;;;108.0;;32.0;32.0;;76.0;108.0;;;34.0;36.03;;-5.0;9.02;5.0;4.72;0.04;0.04;143.0;;;4.0;4.0;4.0;;42.0;4.0;;0.0;0.0;;;75.0;79.0;;;;;;11.0;;;22.0;1.0;23.0;;;;90.0;7.0;;;130.0;;130.0;;6.0;34.0;4.0;;2.0;;;;;0.0;-1.0;;-1.0;;-58.0;;71.0;-19.0;-2.0;3.0;;42.0;5.0;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;138.0;;61.0;;14.0;6.0;146.0;19.0;120.0;12.0;34.0;86.0;60.0;-80.0;-13.0;-35.0;59.0;;;124.0;;33.0;33.0;;91.0;124.0;;;47.0;44.29;;-0.0;10.35;8.0;4.29;0.04;0.04;140.0;;;8.0;8.0;5.0;;6.0;4.0;;0.0;0.0;;;96.0;101.0;;;;;;12.0;;;21.0;1.0;23.0;;;;88.0;-3.0;;;120.0;;120.0;;6.0;47.0;8.0;;-1.0;;;;;0.0;-1.0;;-20.0;;-59.0;;4.0;-17.0;-2.0;2.0;;6.0;42.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;304.0;;155.0;;72.0;-1.0;209.0;17.0;356.0;27.0;159.0;197.0;161.0;-206.0;41.0;-4.0;115.0;;;221.0;;55.0;55.0;;166.0;221.0;;;122.0;51.01;;-10.0;23.79;34.0;-0.46;-0.01;-0.01;209.0;;2.0;4.0;6.0;11.0;;;6.0;118.0;;118.0;;;214.0;338.0;;24.0;;;;2.0;79.0;;52.0;2.0;132.0;;;;205.0;-10.0;;2.0;356.0;;356.0;;-1.0;122.0;28.0;;7.0;;;;;5.0;-47.0;-42.0;-22.0;32.0;-130.0;-34.0;7.0;-4.0;-6.0;79.0;;2.0;6.0;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;400.0;;204.0;;81.0;7.0;192.0;15.0;297.0;20.0;125.0;172.0;184.0;-113.0;-73.0;-2.0;180.0;;;306.0;;65.0;65.0;;241.0;306.0;;;174.0;50.92;;-13.0;20.22;22.0;1.87;0.04;0.04;192.0;;0.0;4.0;4.0;11.0;;;3.0;64.0;;64.0;;;216.0;282.0;;19.0;;;;1.0;40.0;;65.0;1.0;106.0;;;;199.0;-30.0;;2.0;297.0;;297.0;;7.0;174.0;17.0;;-6.0;;;;;-8.0;-4.0;;-44.0;59.0;-126.0;-37.0;4.0;-31.0;-9.0;;;0.0;2.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;293.0;;171.0;;38.0;-40.0;176.0;41.0;190.0;54.0;151.0;39.0;171.0;-86.0;-83.0;2.0;170.0;;;253.0;;11.0;11.0;;243.0;253.0;;;197.0;58.37;;-1.0;13.09;14.0;-13.68;-0.23;-0.23;176.0;;2.0;28.0;30.0;11.0;;;2.0;;;;;;147.0;149.0;;21.0;9.0;;;24.0;45.0;;51.0;1.0;97.0;;;;191.0;-154.0;;2.0;190.0;;190.0;;-40.0;197.0;-14.0;;26.0;26.0;;;-26.0;3.0;-1.0;;-43.0;20.0;-63.0;;5.0;-91.0;-11.0;14.0;;2.0;0.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;422.0;;214.0;;88.0;52.0;229.0;80.0;751.0;71.0;285.0;463.0;130.0;-60.0;-71.0;-1.0;130.0;;;335.0;;44.0;44.0;;291.0;335.0;;;126.0;50.66;;1.0;20.82;36.0;12.32;0.23;0.23;222.0;;1.0;37.0;38.0;35.0;;7.0;3.0;241.0;;241.0;;;426.0;670.0;;31.0;18.0;;;23.0;88.0;;124.0;2.0;214.0;;;;687.0;-224.0;;;749.0;2.0;751.0;;52.0;126.0;-33.0;;-50.0;;;;;35.0;-0.0;;-42.0;33.0;-50.0;;10.0;-76.0;-51.0;45.0;;1.0;2.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;620.0;;318.0;;288.0;162.0;270.0;202.0;1830.0;215.0;702.0;1126.0;271.0;-424.0;170.0;17.0;260.0;;;322.0;;65.0;65.0;;257.0;322.0;;;31.0;51.34;;-10.0;46.38;125.0;26.17;0.6;0.6;270.0;;18.0;87.0;106.0;76.0;;20.0;19.0;675.0;;675.0;;;935.0;1628.0;;77.0;19.0;8.0;;120.0;161.0;;325.0;1.0;487.0;;;;1278.0;-152.0;;;1828.0;2.0;1830.0;;162.0;31.0;62.0;;1.0;;;;;16.0;-11.0;-302.0;-37.0;13.0;-93.0;;195.0;-16.0;-84.0;74.0;;18.0;1.0;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;863.0;;414.0;;357.0;227.0;295.0;248.0;2124.0;281.0;950.0;1174.0;352.0;-188.0;-161.0;3.0;340.0;;;511.0;;172.0;172.0;;339.0;511.0;;;57.0;48.02;;5.0;41.39;130.0;26.31;0.77;0.77;294.0;;23.0;136.0;158.0;77.0;;13.0;17.0;758.0;;758.0;;;1101.0;1876.0;;206.0;32.0;16.0;;42.0;279.0;;387.0;2.0;668.0;;;;1348.0;-174.0;;;2124.0;;2124.0;;227.0;57.0;43.0;;41.0;;;;;-17.0;-12.0;-30.0;-85.0;52.0;-120.0;;0.0;-118.0;-160.0;116.0;;23.0;20.0;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;
