;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (BRL/USD)
2007.0;11038.0;7361.0;3277.0;2520.0;2543.0;1582.0;16185.0;4427.0;19930.0;4767.0;10039.0;9786.0;4449.0;-1237.0;-2711.0;432.0;3532.0;3678.0;66.68;3292.0;;2759.0;450.0;2308.0;533.0;6969.0;;;800.0;29.69;22.83;23.0;23.04;895.0;14.33;0.18;0.16;14226.0;;1297.0;98.0;1395.0;1327.0;819.0;886.0;3360.0;8417.0;;8417.0;;1706.0;2019.0;15503.0;;1201.0;1391.0;1113.0;;2175.0;4144.0;88.0;347.0;693.0;5271.0;;;;;;7008.0;;19825.0;105.0;19930.0;;1582.0;800.0;;;350.0;-93.0;-84.0;474.0;-27.0;1716.0;-916.0;-242.0;-133.0;;54.0;-5272.0;72.0;-1738.0;-1097.0;5325.0;-68.0;1297.0;865.0;;0.56;1.38;0.2;0.44;0.14;0.11;1.22;14226.0;12.6;0.7;5.5;19648.0;22.8;1424.0;2816.0;35.2;14.3;-606.0;7376.0;17420.0;10.7;12.5;16.2;30.7;78.2;0.562
2008.0;8948.0;5830.0;4020.0;3381.0;2868.0;2211.0;16623.0;4015.0;18063.0;4552.0;8986.0;8980.0;3038.0;-956.0;-1730.0;449.0;2193.0;3118.0;65.15;2423.0;;2589.0;448.0;2141.0;-166.0;5541.0;111.0;625.0;558.0;44.92;37.79;-513.0;32.05;625.0;24.71;0.14;0.13;15362.0;;1425.0;0.0;1425.0;1688.0;872.0;29.0;3156.0;7738.0;1077.0;8815.0;150.0;;1928.0;14049.0;;1446.0;1558.0;867.0;;1548.0;3054.0;;355.0;1025.0;4434.0;;;;;5989.0;-3775.0;;17966.0;97.0;18063.0;;2211.0;558.0;;25.0;49.0;;-171.0;;;195.0;-846.0;;;;-187.0;-2832.0;24.0;-259.0;-1210.0;2548.0;98.0;1417.0;968.0;;0.43;1.35;0.33;0.33;0.18;0.13;1.35;15362.0;6.8;0.3;8.1;20713.0;37.8;1291.0;5119.0;21.8;24.7;-1244.0;7070.0;20788.0;20.2;19.3;24.6;45.3;65.9;0.432
2009.0;13306.0;8871.0;6264.0;5265.0;4702.0;3434.0;16110.0;5911.0;23006.0;4872.0;10215.0;12631.0;4990.0;-890.0;-3401.0;427.0;4164.0;4436.0;66.66;3718.0;;4027.0;848.0;3179.0;-309.0;8154.0;210.0;774.0;790.0;47.08;39.57;-563.0;35.34;1267.0;25.81;0.21;0.21;16075.0;;2319.0;42.0;2361.0;2661.0;854.0;34.0;3784.0;10056.0;1109.0;11164.0;156.0;785.0;1206.0;17095.0;;2048.0;470.0;1532.0;;2353.0;3706.0;;288.0;1349.0;5343.0;;;;;9495.0;-5319.0;;22846.0;160.0;23006.0;;3434.0;790.0;;77.0;-176.0;;109.0;;;864.0;-825.0;-26.0;-97.0;;-19.0;-2173.0;69.0;;-2043.0;745.0;-271.0;2309.0;1882.0;;0.57;1.44;0.37;0.45;0.22;0.09;1.37;16075.0;6.1;0.1;9.8;23194.0;39.6;1377.0;5986.0;26.9;25.8;1811.0;6460.0;22017.0;22.3;24.0;27.2;40.5;47.4;0.574
2010.0;15203.0;10113.0;7421.0;6039.0;5846.0;4556.0;15530.0;7779.0;25714.0;6359.0;10913.0;14678.0;6063.0;-1913.0;-2929.0;1135.0;4685.0;5091.0;66.52;3983.0;;4359.0;721.0;3638.0;-377.0;9073.0;473.0;665.0;944.0;48.81;39.72;-192.0;38.46;1256.0;29.97;0.28;0.28;15480.0;;3560.0;644.0;4205.0;2395.0;1148.0;31.0;4237.0;10509.0;1098.0;11607.0;137.0;657.0;1297.0;17935.0;;2805.0;1571.0;1234.0;;1984.0;2509.0;;612.0;1433.0;4554.0;;;;;;-5673.0;;25591.0;122.0;25714.0;;4556.0;944.0;;72.0;-268.0;;-352.0;;;758.0;-1378.0;-11.0;-643.0;63.0;-14.0;-4.0;148.0;;-3031.0;-42.0;-86.0;3560.0;2425.0;;0.6;1.63;0.49;0.5;0.32;0.15;1.57;15480.0;7.8;0.4;8.6;25233.0;39.7;1567.0;7561.0;21.5;30.0;2356.0;4164.0;24362.0;26.4;25.3;31.0;33.5;61.5;0.603
2011.0;14556.0;9838.0;7433.0;6283.0;6032.0;4637.0;16315.0;7877.0;24758.0;7731.0;10899.0;13743.0;6765.0;-1182.0;-4643.0;1157.0;5048.0;4718.0;67.58;3988.0;;3988.0;634.0;3354.0;;8706.0;411.0;662.0;781.0;51.06;43.17;-251.0;41.44;1353.0;31.85;0.29;0.28;16254.0;;4334.0;104.0;4437.0;2238.0;1201.0;0.0;4972.0;9366.0;946.0;10312.0;142.0;;1456.0;16881.0;;6057.0;1194.0;426.0;;481.0;1014.0;;394.0;1759.0;3167.0;;;;4456.0;;9287.0;;24642.0;117.0;24758.0;;4637.0;781.0;1353.0;66.0;319.0;-226.0;-156.0;701.0;;-391.0;-1717.0;;;;535.0;-2270.0;119.0;-17.0;-2938.0;463.0;217.0;4327.0;3170.0;;0.54;1.67;0.53;0.58;0.34;0.2;1.58;16254.0;9.7;0.6;6.6;27127.0;43.2;1455.0;8641.0;22.4;31.9;272.0;1890.0;25611.0;30.5;27.0;33.7;36.6;56.2;0.537
2012.0;15726.0;10704.0;7435.0;6762.0;6366.0;5127.0;15688.0;7931.0;26425.0;7572.0;11825.0;14083.0;6893.0;-2789.0;-3734.0;421.0;5423.0;5021.0;68.07;4033.0;;4339.0;755.0;3584.0;-306.0;9054.0;120.0;272.0;863.0;47.28;43.0;-396.0;40.48;1173.0;32.6;0.31;0.31;15616.0;;4355.0;233.0;4588.0;1625.0;1160.0;558.0;5568.0;9744.0;1432.0;11176.0;133.0;692.0;923.0;18493.0;;3202.0;409.0;1473.0;;3961.0;1125.0;;769.0;2359.0;4253.0;;10.0;;5946.0;;8136.0;;25907.0;517.0;26425.0;;5127.0;863.0;1173.0;71.0;8.0;;-96.0;;;-348.0;-1471.0;-1238.0;-133.0;;52.0;-847.0;103.0;-15.0;-2659.0;-315.0;50.0;4355.0;3934.0;;0.49;2.06;0.67;0.71;0.35;0.19;1.85;15616.0;9.8;0.7;5.3;32231.0;43.0;1769.0;10508.0;18.4;32.6;737.0;2306.0;28864.0;29.2;25.4;36.4;48.1;47.4;0.488
2013.0;14727.0;9903.0;6315.0;6503.0;5846.0;4036.0;12825.0;8665.0;29070.0;7273.0;10446.0;18134.0;6454.0;-1609.0;-3973.0;979.0;4845.0;4825.0;67.24;3713.0;;4132.0;735.0;3397.0;-420.0;8537.0;145.0;352.0;886.0;42.88;44.16;-657.0;39.7;1040.0;27.41;0.32;0.31;12679.0;;4777.0;122.0;4899.0;1991.0;1132.0;643.0;5900.0;11438.0;1360.0;12798.0;38.0;697.0;971.0;20405.0;;3355.0;440.0;1297.0;;3477.0;785.0;;1106.0;1282.0;3173.0;;9.0;;24128.0;;25915.0;-31909.0;28579.0;490.0;29070.0;;4036.0;886.0;1040.0;77.0;-139.0;-497.0;-179.0;537.0;;554.0;-1609.0;-108.0;;60.0;47.0;-421.0;7.0;-16.0;-3052.0;-492.0;107.0;4777.0;3799.0;;0.42;2.74;0.75;0.9;0.57;0.3;3.38;12679.0;10.4;0.6;7.3;34791.0;44.2;2092.0;9535.0;17.8;27.4;3289.0;1854.0;42839.0;20.9;19.0;22.3;24.4;63.2;0.423
2014.0;14326.0;9505.0;6574.0;5954.0;5405.0;4539.0;15820.0;7798.0;27140.0;8210.0;10721.0;15884.0;5980.0;-1794.0;-4945.0;-720.0;4290.0;4821.0;66.35;3615.0;;4130.0;685.0;3446.0;-515.0;8436.0;150.0;380.0;900.0;45.89;41.56;-548.0;37.73;755.0;31.68;0.29;0.29;15683.0;;3657.0;268.0;3926.0;1735.0;1228.0;910.0;5921.0;10347.0;1413.0;11759.0;41.0;524.0;1097.0;19342.0;;3276.0;409.0;1333.0;;4525.0;615.0;;654.0;1242.0;2511.0;;8.0;;21662.0;;22537.0;-28316.0;26605.0;535.0;27140.0;;4539.0;900.0;755.0;61.0;183.0;;-222.0;;;-457.0;-1690.0;-4.0;-168.0;;68.0;-674.0;59.0;-28.0;-4537.0;235.0;38.0;3620.0;4341.0;;0.38;2.43;0.77;0.73;0.77;0.29;2.69;15683.0;9.0;0.5;11.2;38080.0;41.6;2393.0;12066.0;14.0;31.7;-1096.0;1635.0;42222.0;26.5;21.3;28.6;0.0;105.0;0.376
2015.0;11792.0;7738.0;5146.0;4740.0;4168.0;3136.0;15928.0;7147.0;22760.0;7608.0;10056.0;12199.0;5952.0;-1514.0;-3869.0;1008.0;4624.0;4054.0;65.62;3018.0;;3397.0;576.0;2821.0;-379.0;7072.0;145.0;317.0;776.0;43.64;40.19;-572.0;35.35;917.0;26.59;0.2;0.2;15726.0;;3438.0;54.0;3492.0;1858.0;1035.0;762.0;4831.0;7813.0;1285.0;9098.0;210.0;694.0;781.0;15614.0;;2987.0;324.0;1096.0;;4297.0;585.0;;624.0;1239.0;2448.0;;8.0;;14542.0;;15794.0;-18137.0;22255.0;505.0;22760.0;;3136.0;776.0;917.0;50.0;1015.0;;-172.0;;;58.0;-1328.0;-282.0;-31.0;102.0;26.0;-1429.0;2.0;-208.0;-2900.0;666.0;439.0;3437.0;2429.0;;0.25;2.97;0.79;1.16;0.73;0.33;3.07;15726.0;7.1;0.4;13.0;46720.0;40.2;3075.0;12424.0;22.0;26.6;-1827.0;2317.0;48332.0;23.3;19.6;25.7;7.5;67.2;0.252
2016.0;14005.0;8883.0;5725.0;5253.0;4115.0;3853.0;15823.0;7336.0;25748.0;8836.0;11421.0;13766.0;3791.0;-1811.0;-3576.0;-1763.0;2522.0;5122.0;63.43;4105.0;;4354.0;665.0;3688.0;-248.0;9227.0;158.0;697.0;1079.0;40.88;37.51;-1138.0;29.38;97.0;27.51;0.25;0.24;15697.0;;2419.0;87.0;2506.0;3007.0;1263.0;560.0;5882.0;9370.0;1611.0;10981.0;124.0;697.0;728.0;18412.0;;3338.0;1115.0;1315.0;;4384.0;542.0;;715.0;1327.0;2585.0;;13.0;;17693.0;;19725.0;-23653.0;25187.0;561.0;25748.0;;3853.0;1079.0;97.0;52.0;-485.0;;-134.0;;;-804.0;-1269.0;-560.0;-23.0;;41.0;-583.0;0.0;;-3173.0;179.0;-167.0;2419.0;4182.0;;0.31;2.91;0.8;0.52;0.66;0.26;2.86;15697.0;6.7;0.3;12.3;45603.0;37.5;3512.0;12547.0;2.4;27.5;-4887.0;1766.0;44825.0;27.7;18.4;28.0;17.7;125.8;0.307
2017.0;14461.0;9014.0;5403.0;4959.0;3904.0;2214.0;15710.0;7462.0;26221.0;8661.0;11735.0;13890.0;5396.0;-928.0;-3884.0;747.0;4429.0;5447.0;62.33;4148.0;;4389.0;792.0;3597.0;-242.0;9594.0;139.0;565.0;1090.0;37.36;34.29;-1056.0;26.99;1533.0;15.31;0.14;0.14;15710.0;;3126.0;4.0;3130.0;2510.0;1240.0;582.0;5682.0;9480.0;1411.0;10892.0;109.0;688.0;1387.0;18758.0;;3579.0;399.0;1659.0;;4683.0;372.0;;703.0;1998.0;3074.0;;10.0;;17394.0;;19129.0;-22632.0;25625.0;596.0;26221.0;;2214.0;1090.0;1533.0;63.0;-131.0;;-19.0;;;627.0;-967.0;-101.0;-0.0;84.0;57.0;-1646.0;;-12.0;-2663.0;436.0;163.0;3125.0;2378.0;;0.3;3.05;0.47;0.93;0.56;0.2;2.93;15710.0;12.7;0.5;9.4;47899.0;34.3;3612.0;7332.0;39.3;15.3;-3971.0;1232.0;46009.0;15.4;16.8;15.9;-20.3;60.4;0.302
2018.0;12940.0;7976.0;4730.0;4376.0;3392.0;2840.0;15856.0;6525.0;24247.0;6396.0;9423.0;14513.0;4614.0;-947.0;-3406.0;286.0;3694.0;4964.0;61.64;3708.0;;3821.0;610.0;3211.0;-113.0;8671.0;117.0;393.0;1036.0;36.55;33.82;-985.0;26.21;461.0;21.95;0.18;0.18;15718.0;;2953.0;3.0;2956.0;1810.0;1313.0;445.0;5177.0;8830.0;1505.0;10334.0;104.0;520.0;1587.0;17722.0;;3619.0;402.0;1376.0;;2374.0;222.0;;625.0;2180.0;3027.0;;11.0;;14866.0;;18087.0;-18440.0;23936.0;311.0;24247.0;;2840.0;1036.0;461.0;41.0;-115.0;;-301.0;;;350.0;-920.0;-34.0;-6.0;;14.0;-647.0;3.0;;-2271.0;-492.0;25.0;2953.0;2667.0;;0.26;3.2;0.7;0.91;0.56;0.23;3.58;15718.0;7.8;0.3;10.3;50231.0;33.8;4023.0;11025.0;13.6;21.9;501.0;862.0;56341.0;18.2;15.4;19.6;20.1;61.4;0.258
2019.0;13087.0;7693.0;4736.0;3999.0;3220.0;2931.0;15869.0;6872.0;25314.0;6223.0;9750.0;15246.0;4573.0;-1204.0;-3056.0;109.0;3312.0;5394.0;58.79;3684.0;;3813.0;667.0;3147.0;-130.0;9077.0;266.0;454.0;1163.0;36.19;30.56;-779.0;24.61;188.0;22.4;0.19;0.18;15728.0;;2961.0;4.0;2965.0;2132.0;1406.0;370.0;5617.0;8710.0;1569.0;10279.0;116.0;734.0;1695.0;18442.0;;3749.0;162.0;1369.0;;2311.0;600.0;;590.0;2338.0;3527.0;;534.0;;14397.0;;18831.0;-17982.0;24996.0;318.0;25314.0;;2931.0;1163.0;188.0;51.0;-46.0;;-210.0;;;286.0;-1261.0;27.0;-17.0;;48.0;-719.0;3.0;-8.0;-1958.0;-374.0;-205.0;2961.0;2852.0;;0.25;3.34;0.75;0.85;0.5;0.32;3.9;15728.0;6.1;0.3;10.9;52600.0;30.6;4675.0;11780.0;5.8;22.4;2610.0;2410.0;61278.0;17.9;14.3;19.2;33.2;59.3;0.249
2020.0;11238.0;6028.0;3931.0;3075.0;2598.0;2191.0;15868.0;6803.0;24100.0;6444.0;9634.0;14210.0;3630.0;-1309.0;-1656.0;999.0;2726.0;5210.0;53.64;2936.0;;3382.0;568.0;2814.0;-446.0;8146.0;434.0;407.0;995.0;34.98;27.36;-477.0;23.12;339.0;19.49;0.14;0.14;15733.0;;3290.0;327.0;3617.0;1461.0;1391.0;334.0;4768.0;7705.0;1459.0;9164.0;106.0;878.0;2381.0;17297.0;;3723.0;527.0;1100.0;;2194.0;395.0;;586.0;2208.0;3189.0;;408.0;;11146.0;;15574.0;-12510.0;23843.0;257.0;24100.0;;2191.0;995.0;339.0;40.0;173.0;;-251.0;;;-108.0;-903.0;-83.0;-343.0;;21.0;-489.0;;-1.0;-1319.0;153.0;334.0;3290.0;2291.0;;0.19;3.71;0.72;0.9;0.44;0.3;4.69;15733.0;3.8;0.1;15.7;58379.0;27.4;5167.0;11379.0;13.1;19.5;1865.0;2054.0;73816.0;14.7;12.3;15.4;39.8;48.4;0.193
2021.0;13077.0;6676.0;3614.0;3066.0;2470.0;2274.0;15857.0;6934.0;24879.0;6977.0;9798.0;14834.0;4111.0;-1388.0;-2880.0;-89.0;2733.0;6401.0;51.05;3591.0;;3921.0;875.0;3046.0;-331.0;9992.0;198.0;257.0;969.0;27.64;23.44;-596.0;18.89;114.0;17.39;0.14;0.14;15737.0;;2985.0;344.0;3328.0;1329.0;1975.0;302.0;5246.0;7613.0;1560.0;9173.0;89.0;849.0;2589.0;17946.0;35891.0;4501.0;152.0;1091.0;;2323.0;404.0;;577.0;1840.0;2821.0;;;;10419.0;;4416.0;;24632.0;247.0;24879.0;;2274.0;969.0;114.0;70.0;538.0;;-628.0;;;145.0;-1378.0;-24.0;-43.0;;57.0;-560.0;;-8.0;-1995.0;-317.0;69.0;2979.0;3068.0;;0.18;4.63;0.81;0.97;0.71;0.49;5.25;15737.0;3.7;0.1;23.5;72854.0;23.4;5397.0;12671.0;4.6;17.4;-239.0;2253.0;82643.0;14.3;10.7;15.3;12.3;73.3;0.179
