;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CAD/USD)
1994.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995.0;2844.0;;4622.0;;919.0;588.0;1191.0;;80572.0;1063.0;76090.0;4482.0;1354.0;-6218.0;4761.0;4761.0;1220.0;;;;;966.0;966.0;;;;5486.0;3605.0;98.0;162.53;;;32.32;331.0;20.68;0.47;0.47;1191.0;;3222.0;;3222.0;;;;710.0;;;;;;;;80572.0;1061.0;2.0;;;;1778.0;;;;1778.0;76805.0;;;;3433.0;;1049.0;80572.0;0.0;80572.0;;588.0;98.0;-9.0;;171.0;;;;;506.0;-133.0;;-2125.0;;-4094.0;-78.0;;;-224.0;5064.0;;;492.0;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
1996.0;3151.0;;4783.0;;1054.0;683.0;1185.0;;97371.0;90635.0;92380.0;4991.0;-764.0;-8838.0;9887.0;9887.0;-1423.0;;;;;1085.0;1085.0;;;;5500.0;3628.0;101.0;151.8;;;33.44;371.0;21.68;0.56;0.56;1185.0;;;;;;;;1009.0;;;;;;;;97371.0;;;;;90635.0;1745.0;;;;1745.0;;;;975.0;3617.0;;399.0;97371.0;;97371.0;;683.0;101.0;58.0;;-173.0;;;;;-1433.0;-658.0;;-8613.0;9813.0;-10039.0;-57.0;;;-250.0;10194.0;;;393.0;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
1997.0;3885.0;;4893.0;;1228.0;772.0;1191.0;;116335.0;108742.0;111150.0;5185.0;-5724.0;-16025.0;21473.0;21473.0;-5834.0;;;;;1296.0;1296.0;;;;5556.0;3553.0;112.0;125.93;;;31.6;455.0;19.88;0.63;0.63;1191.0;;;;;;;;1069.0;;;;;;;;116335.0;;;;;108742.0;2408.0;;;;2408.0;;;;921.0;3877.0;-756.0;1144.0;116335.0;;116335.0;;772.0;112.0;-82.0;;-65.0;;;;;-6461.0;-110.0;;-13047.0;13338.0;-16316.0;-366.0;;;-260.0;22098.0;;;643.0;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;
1998.0;3982.0;;5846.0;;1124.0;727.0;1179.0;;117954.0;110079.0;112418.0;5535.0;-10881.0;6592.0;4405.0;4405.0;-11102.0;;;;;1406.0;1406.0;;;;6485.0;4577.0;145.0;146.82;;;28.22;396.0;18.26;0.59;0.59;1179.0;;;;;;;;1081.0;;;;;;;;117954.0;;43.0;;;110036.0;2339.0;;;;2339.0;;;;844.0;4143.0;-632.0;1181.0;117954.0;;117954.0;;727.0;145.0;-69.0;;-183.0;;;;-128.0;-11501.0;-222.0;;-32673.0;40143.0;-878.0;;;;-283.0;4688.0;;;778.0;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;
1999.0;5298.0;;8316.0;;2775.0;2027.0;1200.0;;145825.0;130031.0;137981.0;7844.0;-6671.0;-16329.0;23058.0;58.0;-6857.0;;;;;1689.0;1689.0;;;;7395.0;5368.0;173.0;156.96;;;52.37;747.0;38.27;1.67;1.67;1200.0;;;;;;;;1182.0;;;;;;;;145825.0;;;;;130031.0;7950.0;;;;7950.0;;;;1364.0;5913.0;-711.0;1278.0;145825.0;;145825.0;;2027.0;173.0;91.0;;116.0;;;;-144.0;-9078.0;-186.0;;-41485.0;27260.0;-2104.0;-195.0;;;-324.0;23576.0;;996.0;938.0;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
2000.0;6570.0;;8540.0;;873.0;673.0;1243.0;;173906.0;154182.0;165796.0;8110.0;-3883.0;5050.0;-1129.0;38.0;-4010.0;;;;;2232.0;2232.0;;;;8980.0;6613.0;1054.0;129.99;;;13.29;200.0;10.25;0.51;0.51;1243.0;;;;;;;;1833.0;;;;;;;;173906.0;;;;;154182.0;11614.0;;;;11614.0;;;;1353.0;5936.0;-799.0;1620.0;173906.0;;173906.0;;673.0;1054.0;-546.0;;-5086.0;;;;-4933.0;22.0;-127.0;-4707.0;-45807.0;57863.0;-2299.0;-3.0;;;-412.0;-714.0;;999.0;961.0;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;6821.0;;8254.0;;772.0;870.0;1254.0;;181165.0;155948.0;172729.0;8436.0;-3042.0;-6242.0;9559.0;277.0;-3042.0;;;;;2333.0;2333.0;;;;9108.0;6344.0;1138.0;121.0;;;11.32;-98.0;12.75;0.65;0.65;1254.0;;;;;;;;1153.0;;;;;;;;181165.0;;;;;155948.0;16781.0;;;;16781.0;;;;1422.0;6076.0;-733.0;1672.0;181165.0;;181165.0;;870.0;1138.0;-761.0;;1079.0;;;;1128.0;-5367.0;;-187.0;-13424.0;7387.0;-18.0;-855.0;;;-482.0;10897.0;;1235.0;958.0;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;6564.0;;4671.0;;-310.0;-49.0;1294.0;120442.0;178419.0;;169248.0;8368.0;8940.0;989.0;-9966.0;-38.0;8867.0;;;;;2288.0;2288.0;;;;7541.0;4140.0;841.0;71.16;;;-4.72;-261.0;-0.75;-0.08;-0.08;1282.0;;4195.0;;4195.0;;;116247.0;1049.0;;;4182.0;52746.0;;;57977.0;236395.0;;;;;;2787.0;;;;2787.0;172035.0;;953.0;;5589.0;536.0;;177616.0;803.0;178419.0;;-49.0;841.0;-653.0;;-188.0;;;;-348.0;8989.0;-73.0;-767.0;-10665.0;16683.0;-4263.0;-710.0;;;-515.0;-8742.0;;1220.0;1258.0;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;7610.0;;6120.0;;1059.0;816.0;1308.0;142067.0;207310.0;;196425.0;9937.0;3906.0;1745.0;-5871.0;-329.0;3829.0;;;;;2848.0;2848.0;;;;8491.0;4234.0;827.0;80.42;;;13.92;244.0;10.72;0.58;0.57;1300.0;;5850.0;;5850.0;;;136217.0;1074.0;;;3790.0;60378.0;;;65243.0;272552.0;;;;;;4462.0;;;;4462.0;200887.0;;1163.0;;6456.0;-92.0;;206362.0;947.0;207310.0;;816.0;827.0;-56.0;;111.0;;;;-396.0;2209.0;-77.0;;-22444.0;22168.0;2021.0;-273.0;;;-638.0;-4960.0;-108.0;1112.0;1441.0;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;
