;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (ARS/USD)
2000.0;;;;;;;102.0;;;;;;;;;;;;;;;;;;;;;;;94.76;;;21.78;;13.76;;;102.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001.0;;;;;;;109.0;;;;;;;;;;;;;;;;;;;;;;;81.58;;;12.66;;7.9;;;109.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;;;;;;;211.0;;;;;;;;;;;;;;;;;;;;;;;97.77;;;-134.34;;-137.56;;;211.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;;;;;110.0;;;;;;;;;;;;;;;;;;;;;;;112.95;;;-16.27;;-16.32;;;110.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;398.0;;453.0;;-22.0;-37.0;119.0;7241.0;8018.0;;7464.0;515.0;-73.0;-81.0;210.0;55.0;-118.0;;;;;113.0;101.0;13.0;;;472.0;396.0;80.0;113.76;;;-5.62;15.0;-9.35;-0.31;-0.31;119.0;;335.0;;335.0;2292.0;;4614.0;166.0;;;216.0;394.0;;;776.0;8794.0;166.0;;;;;3996.0;;;;3996.0;11460.0;;;;-431.0;946.0;;7979.0;38.0;8018.0;;-37.0;80.0;;;-121.0;;;;;5.0;-45.0;;;;-81.0;-169.0;;;;378.0;;335.0;280.0;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;491.0;;723.0;;42.0;35.0;125.0;6161.0;8451.0;;7867.0;536.0;282.0;-253.0;-14.0;17.0;246.0;;;;;152.0;129.0;22.0;;;791.0;609.0;72.0;147.33;;;8.5;6.0;7.21;0.28;0.28;125.0;;343.0;;343.0;2031.0;;3786.0;160.0;;;162.0;1969.0;;;2290.0;10741.0;41.0;;;;;1221.0;;;;1221.0;9088.0;;;409.0;35.0;92.0;0.0;8403.0;48.0;8451.0;;35.0;72.0;;;325.0;;;;;-151.0;-36.0;;;;-253.0;-138.0;;;;124.0;2.0;343.0;326.0;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;498.0;;666.0;;25.0;-6.0;126.0;6350.0;7716.0;;7136.0;525.0;1368.0;-536.0;-425.0;409.0;1308.0;;;;;193.0;165.0;28.0;;;734.0;611.0;30.0;133.63;;;4.93;31.0;-1.24;-0.05;-0.05;126.0;;749.0;;749.0;1777.0;;3825.0;160.0;;;164.0;1041.0;;;1365.0;9081.0;42.0;;;;;1263.0;;;;1263.0;8399.0;;;405.0;0.0;120.0;0.0;7661.0;55.0;7716.0;;-6.0;30.0;;;1024.0;;;;;320.0;-60.0;;;4.0;-540.0;-224.0;;;;-201.0;2.0;749.0;340.0;;0.33;12.1;-0.15;31.75;;1.45;12.74;126.0;-46.9;-2.6;;1525.0;;93.0;-19.0;125.1;-1.2;19426.0;3863.0;1606.0;-2.1;8.3;-1.2;100.0;;0.327
2007.0;697.0;;501.0;;37.0;15.0;124.0;6335.0;7251.0;;6657.0;526.0;778.0;-545.0;-637.0;-388.0;696.0;;;;;249.0;213.0;36.0;;;635.0;396.0;68.0;71.91;;;5.35;23.0;2.1;0.12;0.12;124.0;;940.0;;940.0;1143.0;;4252.0;236.0;;;142.0;538.0;;;917.0;8168.0;26.0;;;;;1035.0;;;;1035.0;7692.0;;;;;526.0;;7182.0;69.0;7251.0;;15.0;68.0;;;445.0;;;;;250.0;-82.0;;;;-545.0;-579.0;;;;-57.0;15.0;1196.0;1584.0;;0.32;17.65;0.37;17.63;;2.07;13.3;124.0;24.4;1.4;;2196.0;;215.0;46.0;60.8;2.1;19952.0;3260.0;1655.0;2.4;6.0;2.8;100.0;;0.318
2008.0;929.0;;531.0;;73.0;51.0;124.0;6287.0;7161.0;;6555.0;534.0;257.0;306.0;-309.0;298.0;141.0;;;;;341.0;299.0;42.0;;;741.0;411.0;47.0;57.12;;;7.82;21.0;5.51;0.41;0.41;124.0;;986.0;;986.0;1755.0;;3546.0;252.0;11.0;153.0;164.0;458.0;;;874.0;8035.0;294.0;;;;;832.0;;;;832.0;7387.0;;;359.0;;-149.0;324.0;7090.0;71.0;7161.0;;51.0;47.0;;;178.0;;;;214.0;-19.0;-117.0;;-1.0;3.0;421.0;-261.0;;;;-48.0;43.0;1388.0;1090.0;;0.29;25.86;1.42;3.91;;3.25;14.87;124.0;3.5;0.2;;3209.0;;161.0;177.0;29.5;5.5;21717.0;2873.0;1846.0;4.8;6.8;9.6;100.0;;0.289
2009.0;1045.0;;549.0;;101.0;60.0;124.0;5830.0;7262.0;;6646.0;540.0;385.0;-401.0;136.0;167.0;311.0;;;;;429.0;395.0;34.0;;;791.0;384.0;64.0;52.56;;;9.7;41.0;5.77;0.49;0.49;124.0;;972.0;;972.0;1188.0;;3669.0;236.0;7.0;144.0;151.0;1046.0;;;1433.0;8695.0;163.0;;;;;771.0;;;;771.0;7417.0;299.0;;327.0;60.0;-152.0;305.0;7186.0;76.0;7262.0;;60.0;64.0;;;377.0;;;;295.0;-115.0;-74.0;;-2.0;;-325.0;-289.0;;;-3.0;428.0;46.0;1428.0;1262.0;;0.26;31.99;1.85;9.52;0.09;2.28;16.53;124.0;1.9;0.0;2.5;3971.0;;242.0;229.0;40.5;5.8;22157.0;2929.0;2053.0;4.0;6.8;11.2;95.3;0.9;0.263
