;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2001.0;9.0;3.0;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;6.0;32.93;2.0;0.0;1.0;;1.0;1.0;8.0;0.0;0.0;;15.35;6.1;1.0;14.82;0.0;10.81;0.93;0.93;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002.0;12.0;6.0;3.0;4.0;4.0;3.0;1.0;;31.0;25.0;25.0;6.0;;;;;;6.0;53.4;3.0;1.0;2.0;1.0;1.0;;8.0;0.0;0.0;;28.85;31.62;-0.0;31.03;0.0;26.91;3.21;3.21;1.0;;10.0;;10.0;;;;;;;;;;;;31.0;;;;9.0;16.0;;;;0.0;0.0;;;;;;;;31.0;0.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;;;-0.0;-0.0;;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;;0.0;;-0.0;;;0.0;;;;;0.0;0.0;;;;-inf;-inf;;;;-inf;-0.01;-0.01;0.0;;0.0;;0.0;;;;;;;;;;0.0;0.0;;;0.0;;;0.0;;;;;;;;;0.0;-0.0;;0.0;0.0;;0.0;;-0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;;0.0;;0.0;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;;;-1.0;-1.0;;-1.0;0.0;21.0;21.0;0.0;4.0;16.0;-1.0;-21.0;21.0;0.0;-1.0;;;1.0;;;;;1.0;1.0;0.0;;;-inf;-inf;;;;-inf;-1.7;-1.7;0.0;;0.0;;0.0;;;21.0;;;;;;;;;;;;;;0.0;;;;4.0;4.0;;;;0.0;-1.0;;17.0;21.0;;21.0;;-1.0;;;;0.0;;;;;;;;-62.0;41.0;-0.0;;24.0;;;-3.0;;0.0;0.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;26.0;10.0;3.0;2.0;2.0;2.0;1.0;80.0;99.0;62.0;63.0;36.0;3.0;-8.0;26.0;21.0;-3.0;16.0;37.69;8.0;1.0;;;;7.0;24.0;0.0;0.0;1.0;12.74;8.42;0.0;8.53;0.0;7.92;1.88;1.81;1.0;;29.0;;29.0;;44.0;7.0;13.0;;3.0;3.0;;0.0;3.0;19.0;;4.0;8.0;;23.0;28.0;0.0;;;0.0;1.0;;;;;6.0;-0.0;;99.0;0.0;99.0;;2.0;1.0;0.0;;0.0;;-15.0;;-0.0;0.0;-6.0;;-1.0;;-1.0;;14.0;;-1.0;13.0;-0.0;29.0;9.0;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;66.0;20.0;11.0;7.0;10.0;10.0;3.0;91.0;124.0;64.0;65.0;58.0;-16.0;-31.0;35.0;-12.0;-17.0;46.0;30.59;13.0;2.0;11.0;12.0;-1.0;-0.0;59.0;;0.0;1.0;17.02;10.76;2.0;14.49;0.0;14.59;3.86;3.86;3.0;;18.0;19.0;36.0;3.0;43.0;8.0;16.0;1.0;6.0;7.0;;1.0;10.0;34.0;;3.0;32.0;;3.0;27.0;0.0;;;0.0;0.0;;;;;15.0;-1.0;;123.0;2.0;124.0;;10.0;1.0;-0.0;0.0;-26.0;-0.0;0.0;-1.0;3.0;-1.0;-2.0;-1.0;-3.0;;-25.0;;;27.0;;8.0;-0.0;18.0;30.0;;0.13;209.2;30.52;-54.84;;5.52;183.27;3.0;4.5;0.2;;523.0;10.8;12.0;76.0;0.5;14.6;209.0;2.0;458.0;16.7;8.0;16.7;100.0;154.4;0.127
2007.0;65.0;4.0;-16.0;-20.0;-20.0;-22.0;2.0;106.0;148.0;67.0;102.0;40.0;-23.0;-12.0;38.0;3.0;-29.0;62.0;5.42;24.0;4.0;20.0;12.0;8.0;;85.0;1.0;3.0;3.0;-24.42;-31.09;0.0;-30.58;-0.0;-33.35;-9.34;-9.34;2.0;;22.0;18.0;39.0;2.0;60.0;5.0;19.0;2.0;9.0;11.0;8.0;2.0;3.0;42.0;;2.0;36.0;5.0;14.0;15.0;23.0;;;12.0;35.0;;;;;-6.0;-1.0;;141.0;6.0;148.0;;-22.0;3.0;;1.0;-16.0;1.0;-8.0;-4.0;-1.0;12.0;-6.0;;-42.0;40.0;-5.0;-47.0;;-4.0;;89.0;-0.0;22.0;19.0;;0.13;210.32;-70.14;-93.43;;20.69;127.61;2.0;-1.2;-0.1;;489.0;-31.1;22.0;-163.0;0.0;-33.3;295.0;176.0;297.0;-25.1;-13.3;-55.0;100.0;;0.133
2008.0;75.0;16.0;2.0;-6.0;-7.0;-6.0;2.0;83.0;131.0;71.0;86.0;39.0;8.0;16.0;-31.0;-9.0;4.0;59.0;21.17;22.0;4.0;18.0;11.0;8.0;;81.0;1.0;5.0;3.0;2.33;-8.25;-0.0;-8.87;-1.0;-8.43;-2.75;-2.75;2.0;;15.0;;15.0;2.0;57.0;9.0;21.0;2.0;8.0;10.0;10.0;4.0;3.0;48.0;;1.0;24.0;6.0;5.0;41.0;10.0;;;5.0;15.0;;;;;-12.0;-2.0;;125.0;6.0;131.0;;-6.0;3.0;-2.0;1.0;11.0;-0.0;6.0;-1.0;0.0;1.0;-4.0;;-32.0;51.0;-0.0;-73.0;;;;42.0;-2.0;15.0;24.0;;0.15;223.38;-18.83;12.36;;12.52;114.86;2.0;-3.0;-0.1;;513.0;-8.3;22.0;-43.0;8.8;-8.4;78.0;66.0;264.0;-2.6;-1.2;-16.4;100.0;;0.146
2009.0;87.0;29.0;1.0;7.0;-1.0;-6.0;2.0;75.0;121.0;80.0;80.0;33.0;31.0;-2.0;-26.0;3.0;27.0;58.0;33.7;23.0;5.0;18.0;9.0;8.0;;80.0;0.0;2.0;3.0;1.51;7.71;-8.0;-1.72;2.0;-6.89;-2.59;-2.59;2.0;;18.0;;18.0;2.0;50.0;5.0;22.0;2.0;8.0;11.0;10.0;2.0;1.0;46.0;;2.0;29.0;6.0;3.0;46.0;;;;;;;;;;-18.0;-2.0;;113.0;8.0;121.0;;-6.0;3.0;2.0;0.0;21.0;-0.0;6.0;1.0;-1.0;11.0;-3.0;;;;0.0;-43.0;;;-3.0;20.0;0.0;18.0;15.0;;0.15;257.45;-17.74;81.25;7.82;9.51;98.35;2.0;-2.8;-0.0;15.6;592.0;7.7;21.0;-41.0;-115.1;-6.9;-34.0;;226.0;-11.7;-1.6;-18.0;144.1;;0.146
2010.0;87.0;35.0;13.0;9.0;11.0;7.0;2.0;99.0;140.0;89.0;91.0;41.0;45.0;2.0;-20.0;27.0;41.0;53.0;39.54;25.0;6.0;20.0;12.0;8.0;;78.0;0.0;1.0;3.0;15.15;10.6;2.0;12.94;1.0;8.39;3.17;3.14;2.0;;45.0;;45.0;3.0;42.0;9.0;24.0;2.0;8.0;11.0;3.0;1.0;1.0;40.0;;1.0;13.0;7.0;56.0;19.0;;;;1.0;1.0;;;;;-11.0;-1.0;;131.0;9.0;140.0;;7.0;3.0;1.0;1.0;30.0;-1.0;7.0;-1.0;22.0;2.0;-4.0;;;7.0;-2.0;-45.0;;;-1.0;26.0;0.0;45.0;18.0;;0.15;252.21;21.15;117.66;2.98;11.11;117.25;2.0;4.4;0.2;3.2;585.0;10.6;22.0;49.0;12.3;8.4;68.0;;272.0;20.9;7.6;18.0;85.9;2.5;0.149
