;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (CNY/USD)
2011.0;89.0;31.0;2.0;2.0;0.0;-4.0;2.0;80.0;128.0;83.0;83.0;41.0;6.0;-24.0;-9.0;-27.0;-6.0;58.0;34.51;29.0;7.0;22.0;14.0;9.0;-1.0;87.0;0.0;0.0;4.0;2.72;2.22;-2.0;0.17;2.0;-4.07;-1.57;-1.57;2.0;;20.0;;20.0;2.0;33.0;24.0;30.0;2.0;10.0;12.0;3.0;0.0;3.0;48.0;;1.0;3.0;6.0;65.0;14.0;;;;;;;;;;-16.0;-1.0;;124.0;4.0;128.0;;-4.0;4.0;1.0;1.0;-3.0;0.0;2.0;-1.0;-2.0;7.0;-12.0;;-0.0;;-15.0;-13.0;;;;5.0;0.0;20.0;47.0;;0.16;245.93;-10.0;-16.5;;32.73;112.27;2.0;-5.5;-0.3;;567.0;2.2;23.0;-23.0;1446.8;-4.1;-22.0;;259.0;41.0;-1.0;-8.9;100.0;;0.157
2012.0;88.0;26.0;4.0;-1.0;-0.0;-0.0;2.0;89.0;155.0;96.0;105.0;42.0;13.0;-23.0;13.0;4.0;-11.0;62.0;29.76;27.0;6.0;21.0;12.0;9.0;-1.0;88.0;0.0;1.0;3.0;4.35;-0.63;0.0;-0.17;0.0;-0.26;-0.1;-0.1;2.0;;24.0;;24.0;2.0;45.0;18.0;50.0;2.0;9.0;11.0;4.0;0.0;1.0;66.0;;1.0;6.0;6.0;73.0;16.0;6.0;;;3.0;9.0;;;;;-16.0;-1.0;;147.0;8.0;155.0;;-0.0;3.0;0.0;1.0;5.0;-1.0;-16.0;-0.0;12.0;5.0;-24.0;;;;1.0;-14.0;;;;28.0;0.0;24.0;21.0;;0.16;236.12;-0.61;-29.68;;65.06;111.64;2.0;-31.0;-2.1;;552.0;-0.6;20.0;-1.0;-201.7;-0.3;-46.0;35.0;261.0;4.2;0.5;-0.5;100.0;;0.159
2013.0;79.0;27.0;8.0;3.0;2.0;1.0;2.0;112.0;189.0;123.0;137.0;43.0;-24.0;-11.0;31.0;-3.0;-37.0;51.0;34.59;24.0;7.0;20.0;11.0;9.0;-2.0;76.0;0.0;2.0;5.0;10.68;3.77;-1.0;2.86;1.0;1.56;0.52;0.52;2.0;;22.0;;22.0;1.0;77.0;12.0;58.0;2.0;9.0;11.0;4.0;;4.0;77.0;;1.0;37.0;7.0;68.0;17.0;11.0;;;3.0;14.0;;;;;-15.0;-1.0;;180.0;9.0;189.0;;1.0;5.0;0.0;0.0;-36.0;-0.0;-37.0;-0.0;-10.0;6.0;-13.0;;;;0.0;-16.0;;-1.0;;48.0;0.0;22.0;25.0;;0.16;207.1;3.22;-96.72;;33.9;114.38;2.0;5.1;0.3;;482.0;3.8;28.0;7.0;32.4;1.6;-67.0;65.0;266.0;4.5;2.1;2.8;100.0;-2.8;0.163
2014.0;68.0;19.0;0.0;-4.0;-8.0;-2.0;2.0;102.0;173.0;115.0;123.0;42.0;-14.0;-0.0;0.0;-14.0;-18.0;49.0;27.42;23.0;7.0;17.0;8.0;10.0;-1.0;72.0;0.0;3.0;5.0;0.09;-5.9;-4.0;-11.7;-6.0;-2.3;-0.68;-0.68;2.0;;8.0;;8.0;1.0;84.0;10.0;55.0;2.0;11.0;13.0;3.0;;1.0;72.0;;1.0;43.0;0.0;59.0;12.0;5.0;;;3.0;8.0;;;;;-17.0;-1.0;;165.0;9.0;173.0;;-2.0;5.0;;0.0;-22.0;0.0;-11.0;-0.0;-7.0;4.0;-4.0;;;;2.0;-49.0;;-0.0;;49.0;0.0;8.0;21.0;;0.16;182.42;-4.19;-47.6;;9.94;112.56;2.0;-5.1;-0.3;;415.0;-5.9;29.0;-10.0;79.1;-2.3;-80.0;31.0;256.0;-1.9;-2.8;-3.7;100.0;;0.163
2015.0;59.0;18.0;6.0;0.0;-3.0;-2.0;2.0;86.0;155.0;100.0;109.0;38.0;8.0;-3.0;-1.0;3.0;5.0;42.0;29.82;17.0;8.0;13.0;6.0;6.0;-3.0;59.0;0.0;3.0;5.0;9.75;0.36;-3.0;-4.39;0.0;-3.67;-0.96;-0.96;2.0;;10.0;;10.0;0.0;69.0;6.0;51.0;2.0;10.0;12.0;3.0;;4.0;70.0;;1.0;38.0;0.0;45.0;15.0;6.0;;;3.0;10.0;;;;;-18.0;-1.0;;147.0;8.0;155.0;;-2.0;5.0;;0.0;4.0;-0.0;10.0;-0.0;-10.0;1.0;-3.0;;;;-1.0;-43.0;;;;42.0;-0.0;10.0;7.0;;0.16;165.06;-6.06;13.89;;9.01;105.81;2.0;-2.7;-0.1;;376.0;0.4;31.0;-14.0;-7.8;-3.7;-90.0;41.0;241.0;2.2;0.7;-5.7;100.0;;0.157
2016.0;50.0;11.0;-3.0;-9.0;-11.0;-10.0;2.0;72.0;132.0;92.0;99.0;27.0;7.0;-1.0;-7.0;-2.0;5.0;39.0;22.67;21.0;7.0;15.0;9.0;6.0;-1.0;59.0;0.0;2.0;5.0;-5.57;-18.29;-2.0;-22.49;0.0;-19.56;-4.3;-4.3;2.0;;8.0;;8.0;0.0;55.0;8.0;47.0;2.0;8.0;10.0;3.0;;0.0;60.0;;1.0;33.0;0.0;34.0;24.0;3.0;;;4.0;7.0;;;;;-27.0;-2.0;;126.0;6.0;132.0;;-10.0;5.0;;1.0;10.0;0.0;8.0;-0.0;-8.0;1.0;-3.0;;;;1.0;-37.0;;;;30.0;-1.0;8.0;10.0;;0.15;146.66;-28.69;13.54;;7.42;78.87;2.0;-0.7;-0.0;;335.0;-18.3;31.0;-66.0;-1.9;-19.6;-136.0;20.0;180.0;-22.3;-5.9;-36.4;100.0;;0.15
2017.0;;;-6.0;-10.0;-11.0;-11.0;2.0;13.0;49.0;20.0;32.0;17.0;-18.0;4.0;7.0;-8.0;-19.0;;;10.0;6.0;5.0;5.0;;-1.0;10.0;0.0;1.0;4.0;-inf;-inf;-1.0;-inf;;-inf;-4.87;-4.87;2.0;;0.0;;0.0;8.0;0.0;4.0;22.0;;4.0;4.0;3.0;;6.0;35.0;;0.0;9.0;0.0;1.0;10.0;9.0;;;3.0;12.0;;;;;-39.0;-3.0;;49.0;0.0;49.0;;-11.0;4.0;;1.0;-15.0;0.0;-3.0;1.0;-25.0;3.0;-1.0;;;;5.0;-19.0;1.0;;;25.0;-1.0;0.0;8.0;;0.15;;-32.42;-53.15;;1.67;48.11;2.0;-0.5;-0.0;;;-inf;28.0;-76.0;;-inf;-45.0;57.0;112.0;-35.4;-20.7;-67.4;100.0;;0.15
2018.0;2.0;1.0;-17.0;-5.0;-22.0;-22.0;3.0;31.0;63.0;63.0;66.0;-4.0;-1.0;7.0;-5.0;-0.0;-2.0;1.0;45.49;6.0;4.0;5.0;5.0;0.0;-3.0;7.0;0.0;3.0;2.0;-885.16;-274.77;-17.0;-1181.94;;-1188.7;-7.31;-7.31;3.0;;0.0;;0.0;19.0;12.0;0.0;25.0;;4.0;4.0;2.0;;0.0;31.0;;1.0;11.0;;2.0;48.0;;;;3.0;3.0;;;;;-60.0;-3.0;;62.0;0.0;63.0;;-22.0;2.0;;1.0;4.0;0.0;2.0;-0.0;1.0;14.0;-0.0;;;;7.0;-8.0;;;;3.0;-0.0;0.0;0.0;;0.15;4.22;-50.18;-4.25;;0.97;-8.07;3.0;-0.2;-0.0;;13.0;-274.8;16.0;-154.0;;-1188.7;-217.0;;-25.0;3812.3;-30.5;621.8;100.0;;0.146
2019.0;13.0;-2.0;-6.0;-8.0;-9.0;-9.0;4.0;10.0;37.0;35.0;39.0;-3.0;-8.0;1.0;7.0;0.0;-8.0;15.0;-13.88;6.0;2.0;4.0;4.0;1.0;-0.0;21.0;0.0;1.0;2.0;-46.66;-60.94;-1.0;-70.47;0.0;-67.2;-2.08;-2.08;4.0;;0.0;;0.0;5.0;4.0;0.0;21.0;;3.0;3.0;2.0;;1.0;27.0;;1.0;11.0;0.0;9.0;14.0;;;;4.0;4.0;;;;;-66.0;-3.0;;36.0;1.0;37.0;;-9.0;2.0;;2.0;-4.0;-0.0;7.0;0.0;6.0;1.0;;;;;1.0;;7.0;;;;-0.0;0.0;0.0;;0.14;22.09;-14.85;-14.37;;;-5.42;4.0;-0.4;-0.0;;92.0;-60.9;14.0;-62.0;-0.8;-67.2;-179.0;;-23.0;-940.4;-22.4;273.8;100.0;;0.14
2020.0;8.0;1.0;-10.0;-13.0;-15.0;-13.0;5.0;9.0;38.0;26.0;50.0;-11.0;-1.0;-6.0;10.0;3.0;-1.0;7.0;6.69;10.0;1.0;9.0;9.0;1.0;;17.0;;1.0;2.0;-130.31;-174.4;-2.0;-195.03;0.0;-162.36;-2.5;-2.5;5.0;;3.0;;3.0;4.0;2.0;0.0;17.0;;2.0;2.0;2.0;;7.0;28.0;;1.0;0.0;0.0;10.0;15.0;21.0;;;3.0;24.0;;0.0;;;-82.0;-3.0;;39.0;-1.0;38.0;;-13.0;2.0;;2.0;0.0;-0.0;1.0;-0.0;1.0;8.0;;;;;-6.0;-12.0;2.0;;;19.0;0.0;3.0;0.0;;0.15;10.44;-16.95;-1.12;;;-15.35;5.0;-0.5;-0.0;;53.0;-174.4;11.0;-85.0;-0.4;-162.4;-113.0;140.0;-77.0;-92.1;-30.0;110.5;100.0;;0.147
2021.0;7.0;2.0;-12.0;-21.0;-20.0;-14.0;6.0;9.0;18.0;44.0;47.0;-22.0;-4.0;-0.0;3.0;-1.0;-4.0;5.0;27.6;13.0;0.0;12.0;11.0;1.0;;18.0;;1.0;1.0;-160.5;-297.07;2.0;-273.35;0.0;-197.15;-2.53;-2.53;6.0;;2.0;;2.0;5.0;1.0;1.0;8.0;;1.0;1.0;1.0;;0.0;9.0;;1.0;21.0;1.0;8.0;14.0;0.0;;;2.0;3.0;;0.0;;;-101.0;-4.0;;25.0;-7.0;18.0;;-14.0;1.0;;2.0;-5.0;0.0;0.0;-0.0;-4.0;13.0;-0.0;-0.0;;;0.0;;3.0;;;0.0;-0.0;2.0;3.0;;0.16;8.26;-16.29;-4.77;;0.31;-25.04;6.0;-0.8;-0.0;;46.0;-297.1;8.0;-92.0;-0.1;-197.2;-228.0;3.0;-141.0;67.7;-50.5;65.1;100.0;;0.155
