;Revenue;Gross Profit;EBITDA;Operating Income;Income Before Tax;Net Income;Weighted Avg. Shares Outs. Dil.;Total Current Assets;Total Assets;Total Current Liabilities;Total Liabilities;Total Stockholders Equity;Cash Provided by Operating Activities;Cash Used for Investing Activities;Cash Used/Provided by Financing Activities;Net Change In Cash;Free Cash Flow;COGS;Gross Profit Ratio;Operating Expenses;R&D Expenses;Selling, G&A Exp.;General and Admin. Exp.;Selling and Marketing Exp;Other Expenses;COGS and Expenses;Interest Income;Interest Expense;Depreciation and Amortization;EBITDA ratio;Operating Income ratio;Total Other Income Exp.(Gains);Income Before Tax ratio;Income Tax Expense (Gain);Net Income Ratio;EPS;EPS Diluted;Weighted Avg. Shares Outs.;I_SEC Link;Cash and Cash Equivalents;Short-Term Investments;Cash & Short-Term Investments;Net Receivables;Inventory;Other Current Assets;PP&E;Goodwill;Intangible Assets;Goodwill and Intangible Assets;Investments;Tax Assets;Other Non-Current Assets;Total Non-Current Assets;Other Assets;Accounts Payable;Short-Term Debt;Tax Payable;Deferred Revenue;Other Current Liabilities;Long-Term Debt;Deferred Revenue;Deferred Tax Liabilities;Other Non-Current Liabilities;Total Non-Current Liabilities;Other Liabilities;Capital Lease Obligations;Preferred Stock;Common Stock;Retained Earnings;Other Compreh. Income(Loss);Other Total Stockhold. Equity;Total Liab.&Stockhold. Equity;Minority Interest;Total Liabilities & Equity;B_SEC Link;Net_Income;Depreciation_and_Amortization;Deferred_Income_Tax;Stock Based Compensation;Change in Working Capital;Accounts Receivable;Inventory;Accounts Payable;Other Working Capital;Other Non-Cash Items;CAPEX;Acquisitions Net;Purchases of Investments;Sales/Maturities of Investments;Other Investing Activities;Debt Repayment;Common Stock Issued;Common Stock Repurchased;Dividends Paid;Other Financing Activities;Effect of Forex Changes on Cash;Cash at the End of Period;Cash at the Beginning of Period;C_SEC Link;Dunno;Revenue per share;Earnings per share;FCF per share;Dividends per share;CAPEX per share;Book Value per sh.;Comm.Shares outs.;Avg. annual P/E ratio;P/E to S&P500;Avg. annual div. yield;Revenue (m);Operating margin;Depreciation (m);Net profit (m);Income tax rate;Net profit margin;Working capital (m);Long-term debt (m);Equity (m);ROIC;Return on capital;Return on equity;Plowback ratio;Div.&Repurch./FCF;Forex (EUR/USD)
2002.0;18.0;;-23.0;-27.0;-26.0;-26.0;46.0;31.0;45.0;17.0;23.0;22.0;-16.0;-12.0;25.0;-3.0;-17.0;;;44.0;21.0;20.0;20.0;;4.0;44.0;0.0;;2.0;-132.89;-152.28;1.0;-145.37;-0.0;-145.47;-0.56;-0.56;46.0;;1.0;;1.0;;;30.0;2.0;;11.0;11.0;;;1.0;14.0;;2.0;;;;14.0;;4.0;;2.0;6.0;;;;12.0;-52.0;;62.0;45.0;;45.0;;-26.0;2.0;;;12.0;;;;;-4.0;-1.0;;-42.0;31.0;-0.0;;;;;25.0;0.0;1.0;4.0;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;
2003.0;19.0;;-2.0;-4.0;-5.0;-5.0;52.0;33.0;58.0;10.0;20.0;38.0;7.0;3.0;-3.0;7.0;6.0;;;24.0;11.0;10.0;10.0;;3.0;24.0;1.0;;3.0;-10.83;-22.64;-1.0;-27.1;-0.0;-27.1;-0.1;-0.1;52.0;;8.0;;8.0;;;25.0;2.0;;21.0;21.0;;;1.0;25.0;;0.0;;;;9.0;;8.0;;2.0;10.0;;;;19.0;-68.0;;88.0;58.0;;58.0;;-5.0;3.0;;;14.0;;;;;-4.0;-1.0;;-15.0;19.0;-0.0;;;;;-3.0;0.0;8.0;1.0;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;
2004.0;30.0;;4.0;1.0;0.0;0.0;62.0;55.0;76.0;14.0;22.0;53.0;6.0;-13.0;14.0;8.0;4.0;;;29.0;17.0;10.0;10.0;;2.0;29.0;1.0;;4.0;13.28;2.92;-0.0;1.28;;1.28;0.01;0.01;62.0;;17.0;;17.0;;;38.0;3.0;;17.0;17.0;;;1.0;21.0;;5.0;;;;8.0;;7.0;0.0;1.0;9.0;;;;22.0;-76.0;;107.0;76.0;;76.0;;0.0;4.0;;;14.0;;;;;-12.0;-2.0;;-23.0;12.0;-0.0;;;;;14.0;-0.0;17.0;9.0;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;
2005.0;9.0;12.0;9.0;7.0;6.0;6.0;69.0;69.0;95.0;13.0;19.0;76.0;5.0;-37.0;22.0;-10.0;5.0;-3.0;131.51;-29.0;-17.0;-12.0;-12.0;;-1.0;2.0;;;4.0;98.58;77.21;-1.0;64.07;-1.0;58.61;0.08;0.08;67.0;;5.0;;5.0;5.0;1.0;59.0;6.0;;;20.0;;;0.0;26.0;;0.0;;;;13.0;;;;4.0;;6.0;;;21.0;6.0;;49.0;95.0;0.0;95.0;;6.0;4.0;;;;;;;;-5.0;;;-51.0;23.0;-9.0;;22.0;;;-1.0;0.0;63.0;74.0;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;
2006.0;70.0;81.0;14.0;8.0;7.0;8.0;77.0;100.0;169.0;24.0;37.0;132.0;20.0;-48.0;26.0;-0.0;20.0;-11.0;115.05;-28.0;-23.0;-28.0;-28.0;;23.0;62.0;;;7.0;19.3;11.65;-1.0;9.97;-1.0;11.37;0.1;0.1;77.0;;5.0;;5.0;8.0;5.0;83.0;9.0;;;55.0;;;4.0;68.0;;4.0;;;;20.0;;;;8.0;;13.0;;;27.0;8.0;;98.0;169.0;-0.0;169.0;;8.0;7.0;;;;;;;;6.0;;;-45.0;30.0;-33.0;;27.0;;;-1.0;0.0;88.0;88.0;;1.32;0.69;0.08;0.2;;;1.31;77.0;;;;53.0;11.6;5.0;6.0;-14.0;11.4;58.0;;100.0;5.5;4.1;6.0;100.0;-130.4;1.32
2007.0;90.0;102.0;24.0;10.0;;17.0;88.0;179.0;269.0;;57.0;212.0;25.0;-8.0;48.0;65.0;25.0;-12.0;112.83;-32.0;-32.0;;;;;80.0;;;8.0;26.9;11.33;;;;18.52;0.59;0.58;88.0;;71.0;;71.0;17.0;6.0;86.0;4.0;;;72.0;;;14.0;90.0;;2.0;;;;0.0;;;;;;57.0;;;;17.0;;;269.0;0.0;269.0;;17.0;8.0;;;;;;;;0.0;;;-24.0;33.0;-17.0;;49.0;;;-1.0;0.0;156.0;91.0;;1.46;0.7;0.13;0.19;;;1.65;88.0;;;;62.0;11.3;5.0;11.0;;18.5;123.0;;146.0;;6.2;7.9;100.0;-197.6;1.459
2008.0;100.0;90.0;32.0;23.0;25.0;18.0;89.0;210.0;284.0;38.0;58.0;226.0;40.0;-55.0;3.0;-12.0;35.0;10.0;90.04;67.0;39.0;29.0;29.0;;;77.0;2.0;0.0;7.0;32.42;22.92;2.0;25.1;7.0;18.36;0.21;0.21;89.0;;56.0;;56.0;;5.0;149.0;6.0;37.0;28.0;65.0;;2.0;2.0;74.0;;16.0;;;;22.0;0.0;16.0;4.0;0.0;19.0;;;;31.0;-29.0;;224.0;284.0;;284.0;;18.0;7.0;;1.0;52.0;;;;;-39.0;-5.0;;-67.0;0.0;14.0;;;;;3.0;-0.0;56.0;68.0;;1.4;0.81;0.15;0.28;;0.04;1.82;89.0;;;;72.0;22.9;5.0;13.0;26.9;18.4;123.0;0.0;162.0;7.5;8.9;8.1;100.0;;1.398
2009.0;116.0;106.0;26.0;16.0;19.0;13.0;90.0;223.0;295.0;35.0;46.0;249.0;-1.0;1.0;2.0;2.0;-7.0;10.0;91.68;90.0;56.0;34.0;34.0;;;100.0;;0.0;8.0;22.7;14.07;2.0;16.09;6.0;11.06;0.14;0.14;90.0;;59.0;;59.0;;6.0;158.0;7.0;38.0;25.0;63.0;;0.0;2.0;72.0;;20.0;;;;15.0;0.0;8.0;3.0;0.0;11.0;;;;231.0;-17.0;-14.0;48.0;295.0;;295.0;;13.0;8.0;;;22.0;;;;;-44.0;-5.0;;-17.0;23.0;-2.0;;;;;2.0;0.0;59.0;57.0;;1.43;0.9;0.1;-0.05;;0.04;1.94;90.0;;;;81.0;14.1;5.0;9.0;31.2;11.1;131.0;0.0;174.0;4.9;6.3;5.2;100.0;;1.432
2010.0;116.0;107.0;26.0;13.0;18.0;12.0;91.0;177.0;284.0;29.0;36.0;249.0;3.0;-3.0;3.0;4.0;-15.0;10.0;91.63;94.0;63.0;31.0;31.0;;-0.0;103.0;6.0;0.0;8.0;22.2;11.32;4.0;15.13;5.0;10.57;0.14;0.13;91.0;;59.0;;59.0;;6.0;113.0;8.0;46.0;47.0;93.0;;4.0;2.0;107.0;;21.0;;3.0;;8.0;0.0;1.0;6.0;0.0;7.0;;;;31.0;-3.0;-16.0;237.0;284.0;;284.0;;12.0;8.0;;;32.0;;;;;-49.0;-18.0;;-28.0;68.0;-40.0;;;-0.0;;3.0;0.0;59.0;55.0;;1.34;0.96;0.1;-0.12;;0.15;2.05;91.0;;;;87.0;11.3;6.0;9.0;30.2;10.6;111.0;0.0;186.0;4.8;6.2;4.9;100.0;-0.1;1.338
2011.0;130.0;121.0;23.0;16.0;15.0;11.0;93.0;200.0;296.0;31.0;40.0;255.0;35.0;-23.0;2.0;14.0;30.0;9.0;93.03;106.0;74.0;32.0;32.0;;-1.0;115.0;2.0;0.0;9.0;17.95;12.06;-1.0;11.34;4.0;8.15;0.12;0.12;92.0;;71.0;;71.0;;4.0;125.0;8.0;44.0;41.0;85.0;;0.0;2.0;95.0;;25.0;;4.0;;6.0;0.0;8.0;2.0;0.0;10.0;;;;30.0;7.0;-17.0;234.0;296.0;;296.0;;11.0;9.0;;;38.0;;;;;-23.0;-5.0;;-66.0;47.0;-1.0;;;-2.0;;4.0;0.0;71.0;57.0;;1.29;1.1;0.09;0.26;;0.04;2.15;92.0;;;;101.0;12.1;7.0;8.0;28.1;8.2;131.0;0.0;197.0;4.0;5.0;4.2;100.0;7.5;1.294
